Date,Open,High,Low,Close,Volume,Adj Close
2011-08-05,81.889999,81.980003,78.290001,78.650002,3279600,68.250957
2011-08-08,77.07,78.620003,72.360001,72.559998,2044300,62.966169
2011-08-09,73.830002,75.720001,70.620003,75.510002,2482600,65.526126
2011-08-10,73.779999,73.779999,70.300003,70.389999,2104200,61.083086
2011-08-11,70.910004,75.419998,70.910004,74.519997,1642600,64.667018
2011-08-12,74.989998,75.989998,72.779999,73.040001,1580700,63.382706
2011-08-15,73.779999,74.82,73.68,74.800003,883800,64.910002
2011-08-16,73.93,74.809998,73.019997,73.650002,772200,63.912053
2011-08-17,73.989998,75.239998,73.849998,74.330002,814000,64.502144
2011-08-18,72.25,72.660004,71.019997,71.559998,1559300,62.098388
2011-08-19,70.029999,72.410004,69.809998,69.860001,1168000,60.623163
2011-08-22,71.199997,71.470001,69.769997,69.970001,912600,60.71862
2011-08-23,70.290001,72.589996,69.230003,72.580002,1189300,62.983528
2011-08-24,72.370003,74.459999,72.0,74.169998,1072300,64.363296
2011-08-25,75.660004,77.0,72.550003,73.160004,1663200,63.486842
2011-08-26,72.730003,74.839996,71.529999,74.389999,1039900,64.554209
2011-08-29,75.120003,76.889999,74.940002,76.830002,923000,66.671596
2011-08-30,75.75,76.18,74.419998,75.5,1110600,66.119868
2011-08-31,76.129997,76.839996,75.300003,76.07,915900,66.619051
2011-09-01,76.089996,76.370003,74.309998,74.370003,931300,65.130262
2011-09-02,72.75,73.970001,72.169998,72.290001,920700,63.30868
2011-09-06,70.309998,71.639999,69.769997,71.610001,926500,62.713163
2011-09-07,72.830002,76.120003,72.260002,75.589996,1131700,66.198683
2011-09-08,74.760002,75.150002,72.980003,73.269997,927600,64.166921
2011-09-09,72.330002,73.169998,70.449997,70.5,1533700,61.741069
2011-09-12,69.489998,72.970001,69.489998,72.349998,1226600,63.361223
2011-09-13,72.660004,74.040001,72.059998,72.690002,823200,63.658985
2011-09-14,73.169998,73.919998,71.660004,72.940002,1325400,63.877925
2011-09-15,73.800003,74.639999,73.449997,74.629997,935700,65.357954
2011-09-16,74.900002,75.0,72.919998,74.150002,1232900,64.937593
2011-09-19,72.889999,72.93,71.5,72.019997,930000,63.072221
2011-09-20,72.480003,73.239998,71.699997,71.830002,867900,62.905831
2011-09-21,72.080002,72.32,68.279999,68.290001,1121500,59.80564
2011-09-22,66.889999,68.639999,66.410004,67.900002,1703500,59.464094
2011-09-23,67.650002,69.080002,67.650002,69.010002,1499600,60.436188
2011-09-26,69.809998,73.559998,69.790001,73.389999,1271800,64.272014
2011-09-27,74.800003,75.040001,72.230003,72.75,1063400,63.711528
2011-09-28,72.800003,73.139999,70.18,70.279999,1072200,61.5484
2011-09-29,71.839996,72.900002,70.07,72.050003,986100,63.098499
2011-09-30,71.269997,72.18,69.900002,69.900002,1061600,61.215614
2011-10-03,69.660004,71.0,68.5,68.519997,1232900,60.007061
2011-10-04,67.589996,70.029999,66.400002,69.839996,1700000,61.163064
2011-10-05,69.809998,70.339996,68.25,70.07,1016100,61.364492
2011-10-06,69.980003,72.959999,69.25,72.879997,850600,63.825375
2011-10-07,73.379997,73.449997,70.720001,70.82,1259900,62.021312
2011-10-10,72.550003,73.949997,71.839996,73.949997,775400,64.762437
2011-10-11,72.82,74.190002,72.019997,73.910004,781500,64.727413
2011-10-12,74.690002,76.779999,74.669998,75.900002,1135600,66.470173
2011-10-13,75.089996,76.720001,73.269997,75.889999,1334200,66.461414
2011-10-14,76.959999,77.379997,74.75,75.720001,1206600,66.312536
2011-10-17,75.059998,75.360001,73.529999,73.75,1208800,64.587288
2011-10-18,74.040001,77.82,73.800003,77.07,1055400,67.494811
2011-10-19,75.220001,75.239998,70.209999,72.790001,4403100,63.74656
2011-10-20,73.639999,74.269997,71.410004,73.480003,1650700,64.350836
2011-10-21,74.150002,75.040001,73.57,74.940002,2528900,65.629445
2011-10-24,75.230003,76.690002,74.75,76.489998,1015100,66.986868
2011-10-25,76.010002,76.260002,74.769997,74.959999,1010700,65.646957
2011-10-26,76.25,76.910004,75.279999,76.529999,816900,67.021899
2011-10-27,79.220001,80.019997,77.209999,79.239998,1375800,69.395208
2011-10-28,79.099998,79.330002,77.870003,78.300003,762300,68.571998
2011-10-31,77.269997,78.0,76.089996,76.110001,1253500,66.654082
2011-11-01,73.669998,74.349998,72.139999,72.309998,1416400,63.326192
2011-11-02,73.540001,74.139999,72.510002,73.129997,2381600,64.044315
2011-11-03,74.230003,74.279999,71.5,73.129997,2364800,64.044315
2011-11-04,72.529999,72.639999,71.580002,72.099998,1117300,63.142283
2011-11-07,72.099998,72.629997,71.410004,71.75,1323200,62.835769
2011-11-08,72.550003,74.040001,71.839996,73.830002,1138500,64.657351
2011-11-09,71.919998,72.309998,70.290001,70.57,1767900,61.802372
2011-11-10,71.629997,72.57,71.010002,72.370003,1296600,63.378742
2011-11-11,73.379997,74.330002,73.209999,73.910004,993000,64.727413
2011-11-14,73.279999,73.360001,71.559998,72.010002,714400,63.063468
2011-11-15,71.669998,73.019997,71.620003,72.760002,815100,63.720288
2011-11-16,71.93,73.82,71.709999,71.940002,896800,63.002165
2011-11-17,71.860001,73.169998,70.75,71.080002,816200,62.249011
2011-11-18,71.650002,71.989998,71.139999,71.760002,560400,62.844528
2011-11-21,70.779999,71.139999,69.559998,70.089996,894600,61.382004
2011-11-22,69.830002,70.510002,69.389999,69.580002,666100,60.935371
2011-11-23,69.059998,69.099998,67.370003,67.43,1089800,59.052486
2011-11-25,67.43,68.690002,67.230003,67.699997,302700,59.288938
2011-11-28,70.160004,70.279999,68.230003,68.860001,772300,60.304823
2011-11-29,68.389999,69.089996,67.910004,68.349998,771600,60.472922
2011-11-30,70.959999,73.139999,70.010002,72.980003,1454800,64.569337
2011-12-01,72.860001,73.32,71.93,72.910004,985400,64.507404
2011-12-02,73.739998,74.989998,73.599998,73.879997,890200,65.36561
2011-12-05,75.019997,75.739998,74.639999,75.540001,1121000,66.834305
2011-12-06,75.169998,75.889999,74.459999,75.089996,886300,66.436161
2011-12-07,74.400002,75.110001,73.459999,74.639999,1622000,66.038025
2011-12-08,74.019997,74.209999,71.730003,71.959999,1220800,63.666884
2011-12-09,72.699997,73.470001,72.480003,73.010002,881700,64.595879
2011-12-12,71.830002,72.300003,71.199997,71.849998,777400,63.569561
2011-12-13,72.580002,73.019997,70.389999,70.970001,992600,62.79098
2011-12-14,70.639999,72.139999,70.5,71.220001,1117100,63.012168
2011-12-15,72.400002,72.440002,71.379997,71.739998,729900,63.472237
2011-12-16,72.440002,73.860001,72.169998,72.75,1426100,64.365841
2011-12-19,73.050003,73.099998,71.010002,71.300003,491000,63.08295
2011-12-20,72.589996,75.290001,72.540001,75.099998,1162800,66.445011
2011-12-21,75.0,76.07,74.599998,75.830002,758300,67.090884
2011-12-22,75.839996,76.889999,75.639999,76.540001,694900,67.719058
2011-12-23,76.669998,77.080002,75.989998,76.889999,365500,68.028721
2011-12-27,76.480003,77.339996,76.269997,76.589996,342700,67.763292
2011-12-28,76.889999,76.940002,75.639999,75.800003,400700,67.064343
2011-12-29,76.190002,76.980003,75.910004,76.940002,372400,68.072961
2011-12-30,77.129997,77.129997,76.25,76.339996,390900,67.542104
2012-01-03,77.849998,78.720001,77.32,78.040001,800900,69.046189
2012-01-04,77.519997,78.510002,76.82,78.029999,613400,69.03734
2012-01-05,77.620003,79.440002,77.139999,79.230003,768600,70.099048
2012-01-06,79.0,79.919998,78.209999,79.449997,809000,70.293689
2012-01-09,77.839996,79.699997,77.660004,79.629997,1303700,70.452945
2012-01-10,79.980003,80.949997,79.580002,80.139999,1021900,70.904171
2012-01-11,80.010002,80.68,78.989998,80.610001,757700,71.320006
2012-01-12,80.949997,81.599998,79.75,81.449997,1013200,72.063196
2012-01-13,80.790001,82.790001,80.080002,82.339996,1285600,72.850627
2012-01-17,80.68,82.510002,78.120003,81.040001,1641900,71.700451
2012-01-18,81.199997,81.900002,80.18,81.720001,781700,72.302084
2012-01-19,81.519997,81.900002,80.540001,81.790001,698200,72.364016
2012-01-20,81.709999,81.970001,80.879997,81.720001,643700,72.302084
2012-01-23,81.790001,82.970001,81.419998,82.029999,513700,72.576355
2012-01-24,81.459999,81.839996,80.900002,81.690002,636300,72.275542
2012-01-25,81.449997,82.279999,80.660004,82.0,625000,72.549814
2012-01-26,82.5,82.5,79.160004,80.139999,707200,70.904171
2012-01-27,79.790001,80.620003,79.519997,80.110001,534300,70.877629
2012-01-30,79.43,80.18,79.32,79.879997,423600,70.674133
2012-01-31,80.339996,80.919998,79.489998,79.739998,502100,70.550268
2012-02-01,80.110001,81.150002,79.809998,80.209999,707000,70.966103
2012-02-02,80.449997,80.980003,79.93,80.550003,357800,71.266923
2012-02-03,81.82,82.800003,81.550003,82.449997,615900,72.94795
2012-02-06,81.970001,82.25,80.720001,80.989998,471000,71.65621
2012-02-07,80.650002,81.830002,80.599998,81.370003,412000,71.992421
2012-02-08,81.5,81.919998,80.919998,81.709999,398400,72.293234
2012-02-09,81.940002,82.040001,80.559998,80.809998,483900,71.496954
2012-02-10,79.519997,80.099998,79.389999,79.800003,407200,70.603358
2012-02-13,80.589996,81.050003,80.239998,80.660004,466600,71.364247
2012-02-14,80.400002,81.160004,79.57,81.029999,752100,71.691601
2012-02-15,81.349998,81.699997,80.839996,80.980003,729900,71.647368
2012-02-16,81.0,82.0,80.669998,81.870003,619500,72.434798
2012-02-17,82.279999,83.290001,81.720001,82.919998,683200,73.363785
2012-02-21,83.089996,83.25,82.040001,82.650002,442100,73.124905
2012-02-22,82.690002,82.690002,80.739998,80.860001,494700,71.541195
2012-02-23,80.790001,82.230003,80.449997,82.110001,442200,72.647137
2012-02-24,82.150002,82.25,81.110001,81.769997,403600,72.346317
2012-02-27,81.290001,82.540001,80.779999,82.330002,448800,72.841784
2012-02-28,82.32,82.32,81.269997,81.849998,425800,72.417099
2012-02-29,82.0,82.529999,81.419998,81.620003,696000,72.213609
2012-03-01,81.230003,81.690002,80.779999,81.230003,631600,72.490258
2012-03-02,81.410004,81.410004,80.419998,80.589996,299400,71.91911
2012-03-05,80.209999,80.449997,79.639999,80.120003,433800,71.499685
2012-03-06,79.720001,79.82,78.610001,78.720001,599500,70.250313
2012-03-07,78.860001,80.059998,78.720001,79.839996,355000,71.249805
2012-03-08,80.470001,80.860001,79.860001,80.669998,342800,71.990505
2012-03-09,80.730003,81.75,80.440002,81.349998,386200,72.597342
2012-03-12,81.190002,81.349998,80.400002,81.150002,356100,72.418863
2012-03-13,81.769997,83.940002,81.559998,83.75,650300,74.739121
2012-03-14,83.800003,84.330002,82.18,83.160004,788900,74.212604
2012-03-15,83.400002,85.0,82.949997,84.949997,558200,75.810007
2012-03-16,85.370003,86.190002,84.669998,85.690002,906400,76.470394
2012-03-19,85.669998,87.129997,84.900002,86.629997,586600,77.309252
2012-03-20,86.129997,86.970001,85.459999,86.260002,710200,76.979066
2012-03-21,85.870003,86.400002,85.110001,85.480003,668600,76.282989
2012-03-22,84.82,85.349998,84.339996,84.989998,602100,75.845704
2012-03-23,85.169998,85.93,84.629997,85.860001,484200,76.622101
2012-03-26,86.190002,86.919998,85.870003,86.620003,728000,77.300333
2012-03-27,86.800003,86.809998,85.910004,85.970001,437200,76.720267
2012-03-28,86.110001,87.370003,85.75,87.269997,576700,77.880392
2012-03-29,86.620003,86.779999,85.589996,86.57,486900,77.25571
2012-03-30,87.150002,87.150002,86.230003,86.879997,543500,77.532354
2012-04-02,86.519997,87.830002,86.099998,87.0,498000,77.639445
2012-04-03,86.919998,87.150002,86.360001,87.029999,677800,77.666216
2012-04-04,86.230003,87.0,85.860001,86.330002,410500,77.041534
2012-04-05,85.910004,86.989998,85.889999,86.879997,590700,77.532354
2012-04-09,85.410004,85.989998,84.900002,85.290001,419600,76.113429
2012-04-10,85.290001,85.589996,83.860001,83.949997,655500,74.9176
2012-04-11,84.940002,85.5,84.610001,85.099998,644800,75.94387
2012-04-12,85.199997,86.379997,85.080002,86.330002,444200,77.041534
2012-04-13,86.220001,86.480003,84.43,84.43,587800,75.345959
2012-04-16,85.260002,86.800003,84.5,85.620003,940700,76.407926
2012-04-17,86.480003,87.559998,86.089996,87.330002,871500,77.933941
2012-04-18,86.82,87.75,86.790001,87.089996,873300,77.719759
2012-04-19,87.25,87.669998,86.330002,86.949997,996900,77.594822
2012-04-20,87.349998,87.720001,87.059998,87.389999,930800,77.987484
2012-04-23,86.360001,86.769997,85.389999,85.790001,639900,76.559633
2012-04-24,85.800003,87.129997,85.599998,86.610001,499600,77.291407
2012-04-25,87.199997,87.690002,86.290001,87.110001,360100,77.737611
2012-04-26,86.910004,87.5,86.489998,87.360001,463000,77.960713
2012-04-27,87.790001,88.0,86.800003,87.379997,573700,77.978558
2012-04-30,87.199997,87.470001,86.080002,86.269997,661400,76.987985
2012-05-01,86.400002,87.510002,85.900002,86.849998,707900,77.505583
2012-05-02,86.410004,86.980003,85.730003,86.650002,501200,77.327104
2012-05-03,86.690002,87.019997,85.660004,85.980003,455700,76.729193
2012-05-04,85.629997,85.980003,85.0,85.559998,503400,76.354376
2012-05-07,85.269997,87.0,85.269997,86.559998,488000,77.246784
2012-05-08,86.239998,86.660004,85.389999,86.260002,563200,76.979066
2012-05-09,85.290001,85.489998,84.230003,84.540001,508700,75.444124
2012-05-10,85.639999,86.239998,84.919998,85.230003,516400,76.059887
2012-05-11,84.379997,85.620003,83.190002,84.800003,539400,75.676152
2012-05-14,83.760002,84.620003,83.57,83.839996,535800,74.819435
2012-05-15,83.699997,84.290001,82.940002,83.019997,768200,74.087661
2012-05-16,83.489998,84.139999,82.510002,82.529999,513300,73.650383
2012-05-17,82.5,82.57,81.220001,81.230003,625300,72.490258
2012-05-18,81.489998,81.959999,80.440002,80.709999,505000,72.026202
2012-05-21,80.980003,81.669998,80.459999,81.540001,461500,72.766902
2012-05-22,81.68,82.800003,81.339996,81.599998,483200,72.820444
2012-05-23,81.110001,81.959999,80.639999,81.489998,1200000,72.722279
2012-05-24,81.889999,81.910004,80.860001,81.25,1051200,72.508103
2012-05-25,81.279999,82.290001,81.110001,81.82,595200,73.016775
2012-05-29,82.529999,82.980003,81.610001,82.900002,569700,73.980576
2012-05-30,81.779999,81.779999,80.669998,80.919998,542800,72.828566
2012-05-31,80.919998,82.080002,80.309998,81.32,656100,73.18857
2012-06-01,79.82,79.989998,78.050003,78.57,776200,70.71355
2012-06-04,78.809998,78.809998,77.190002,77.349998,611900,69.615541
2012-06-05,77.0,78.330002,76.919998,76.980003,732400,69.282543
2012-06-06,77.5,78.410004,77.059998,78.410004,715900,70.569553
2012-06-07,79.669998,80.32,78.900002,79.099998,708700,71.190553
2012-06-08,78.699997,79.93,78.410004,79.93,419600,71.937561
2012-06-11,80.709999,80.769997,78.150002,78.199997,396000,70.380545
2012-06-12,78.269997,79.489998,77.68,79.449997,410400,71.505554
2012-06-13,79.010002,80.139999,78.599998,78.940002,539000,71.046556
2012-06-14,79.150002,80.309998,78.980003,80.269997,642800,72.24356
2012-06-15,80.510002,81.18,79.910004,81.040001,724500,72.936569
2012-06-18,80.68,81.230003,80.279999,80.760002,320900,72.684568
2012-06-19,81.040001,81.669998,80.580002,81.419998,541700,73.278569
2012-06-20,81.419998,81.919998,80.519997,81.709999,431400,73.539572
2012-06-21,81.970001,82.419998,79.900002,79.989998,454000,71.991559
2012-06-22,80.660004,81.279999,80.169998,80.959999,414400,72.864567
2012-06-25,79.760002,80.120003,79.059998,79.489998,338700,71.541555
2012-06-26,79.760002,80.239998,79.080002,79.809998,456000,71.829557
2012-06-27,79.959999,81.139999,79.5,80.959999,338400,72.864567
2012-06-28,80.5,81.010002,79.440002,80.839996,481600,72.756563
2012-06-29,82.32,83.110001,81.639999,82.57,636600,74.313579
2012-07-02,83.040001,83.529999,82.400002,83.440002,419800,75.096587
2012-07-03,83.150002,84.459999,83.099998,84.400002,297200,75.960593
2012-07-05,84.120003,84.739998,83.459999,83.830002,481700,75.447589
2012-07-06,83.099998,84.0,82.709999,83.879997,546300,75.492585
2012-07-09,83.910004,84.139999,83.110001,83.68,331600,75.312587
2012-07-10,84.0,84.339996,82.300003,82.629997,274700,74.367577
2012-07-11,82.470001,84.040001,82.470001,83.68,517500,75.312587
2012-07-12,83.330002,83.330002,82.290001,82.370003,662000,74.13358
2012-07-13,82.699997,83.989998,82.459999,83.980003,739300,75.582592
2012-07-16,83.900002,84.5,83.18,83.550003,446900,75.195588
2012-07-17,83.800003,85.800003,83.800003,85.730003,774000,77.157604
2012-07-18,85.730003,87.559998,85.349998,86.919998,926900,78.228608
2012-07-19,86.93,87.25,85.980003,86.620003,534600,77.95861
2012-07-20,86.07,86.489998,84.849998,84.970001,661900,76.473597
2012-07-23,83.769997,84.559998,83.639999,84.190002,628700,75.771592
2012-07-24,84.059998,84.650002,83.419998,84.459999,428900,76.014591
2012-07-25,84.860001,85.040001,83.790001,84.400002,700100,75.960593
2012-07-26,85.800003,86.110001,85.139999,85.620003,412200,77.058603
2012-07-27,86.019997,86.980003,85.510002,86.449997,391300,77.805603
2012-07-30,86.190002,86.800003,85.860001,86.169998,276300,77.553602
2012-07-31,86.050003,86.410004,85.589996,85.839996,443300,77.256598
2012-08-01,86.120003,86.339996,85.440002,85.5,688500,76.950599
2012-08-02,84.870003,84.980003,83.540001,84.510002,405400,76.059594
2012-08-03,85.870003,87.849998,85.669998,87.419998,808300,78.678611
2012-08-06,87.980003,88.0,86.550003,86.669998,476200,78.003606
2012-08-07,87.129997,87.769997,86.760002,87.059998,309600,78.354608
2012-08-08,86.620003,87.0,86.309998,86.760002,289500,78.08461
2012-08-09,86.589996,87.080002,86.279999,86.800003,274200,78.120611
2012-08-10,86.489998,86.720001,86.059998,86.660004,172500,77.994611
2012-08-13,86.639999,86.660004,85.760002,86.360001,233900,77.724606
2012-08-14,86.599998,86.790001,86.040001,86.209999,230100,77.589603
2012-08-15,86.019997,86.900002,85.989998,86.669998,165000,78.003606
2012-08-16,86.639999,86.970001,86.370003,86.839996,214900,78.156605
2012-08-17,87.0,87.339996,86.639999,87.279999,345600,78.552611
2012-08-20,86.879997,87.699997,86.879997,87.690002,362200,78.921617
2012-08-21,87.900002,88.019997,86.68,87.029999,297100,78.327609
2012-08-22,86.980003,87.199997,86.279999,86.629997,302400,77.967605
2012-08-23,86.449997,86.610001,85.379997,85.5,282400,76.950599
2012-08-24,85.440002,86.040001,85.089996,85.870003,290300,77.283604
2012-08-27,88.120003,90.5,88.07,89.82,3706800,80.838629
2012-08-28,89.529999,89.949997,88.099998,88.419998,2655200,79.578618
2012-08-29,88.419998,88.730003,88.260002,88.519997,2012200,79.668617
2012-08-30,87.699997,87.849998,86.629997,87.0,1664600,78.924728
2012-08-31,87.730003,87.730003,86.760002,86.900002,774100,78.834012
2012-09-04,86.809998,87.5,86.339996,87.440002,605100,79.32389
2012-09-05,87.57,88.699997,87.489998,88.349998,1435000,80.149421
2012-09-06,88.68,90.019997,88.669998,89.849998,1071500,81.510192
2012-09-07,90.050003,90.900002,89.830002,90.739998,882900,82.317583
2012-09-10,89.349998,90.690002,89.349998,90.440002,865300,82.045433
2012-09-11,90.68,92.230003,90.470001,91.760002,1213000,83.242911
2012-09-12,91.849998,92.440002,91.639999,92.110001,895600,83.560423
2012-09-13,92.480003,94.379997,91.489998,93.720001,1635400,85.020984
2012-09-14,93.830002,95.239998,93.599998,94.800003,1690700,86.000741
2012-09-17,94.459999,94.730003,93.870003,94.080002,833100,85.34757
2012-09-18,94.199997,94.309998,93.650002,93.919998,472600,85.202418
2012-09-19,93.900002,94.529999,93.580002,94.269997,595900,85.51993
2012-09-20,93.349998,94.419998,93.029999,94.339996,948300,85.583432
2012-09-21,95.620003,95.720001,94.639999,94.989998,1813400,86.173101
2012-09-24,94.25,95.790001,94.18,95.330002,768100,86.481546
2012-09-25,95.540001,95.980003,94.660004,94.660004,831300,85.873737
2012-09-26,94.690002,94.839996,93.620003,94.029999,1015900,85.302208
2012-09-27,94.669998,94.839996,93.709999,94.43,633100,85.665082
2012-09-28,94.279999,95.629997,93.839996,95.160004,1070200,86.327327
2012-10-01,95.57,96.940002,95.400002,95.650002,844200,86.771844
2012-10-02,96.07,96.080002,95.019997,95.629997,505400,86.753696
2012-10-03,95.75,97.209999,95.519997,96.900002,1274100,87.90582
2012-10-04,97.029999,98.139999,96.879997,98.080002,898500,88.976293
2012-10-05,98.599998,98.989998,97.980003,98.510002,613200,89.366381
2012-10-08,97.980003,98.199997,97.559998,97.980003,380500,88.885576
2012-10-09,97.739998,97.889999,96.900002,96.980003,618500,87.978396
2012-10-10,98.07,98.879997,97.349998,98.629997,1008900,89.475238
2012-10-11,99.019997,99.150002,98.239998,98.389999,632600,89.257517
2012-10-12,97.980003,98.019997,95.720001,96.32,1093000,87.379653
2012-10-15,96.889999,97.970001,96.5,97.480003,659300,88.431986
2012-10-16,97.889999,98.239998,96.830002,97.389999,1072700,88.350336
2012-10-17,99.050003,103.830002,98.970001,103.07,2363200,93.503123
2012-10-18,102.550003,105.330002,101.529999,104.879997,1606700,95.145118
2012-10-19,104.510002,104.599998,102.940002,103.699997,1324600,94.074645
2012-10-22,103.82,104.599998,103.650002,104.57,749700,94.863895
2012-10-23,103.32,104.099998,102.959999,103.889999,1129200,94.247011
2012-10-24,103.459999,105.110001,103.449997,104.379997,968400,94.691528
2012-10-25,105.010002,105.199997,103.800003,104.209999,676200,94.537309
2012-10-26,104.199997,104.629997,103.040001,103.440002,700500,93.838783
2012-10-31,103.900002,104.5,102.349998,104.099998,1721600,94.437518
2012-11-01,104.260002,104.709999,103.269997,104.510002,1150500,94.809466
2012-11-02,104.889999,104.949997,103.290001,103.550003,1152200,93.938573
2012-11-05,102.980003,103.510002,101.720001,103.220001,621500,93.639202
2012-11-06,103.43,104.75,103.18,104.699997,808900,94.981826
2012-11-07,103.410004,103.410004,100.279999,100.970001,1226300,91.598045
2012-11-08,101.150002,101.68,100.18,100.18,698100,90.881371
2012-11-09,99.43,100.160004,99.0,99.089996,1146500,89.892541
2012-11-12,99.400002,100.220001,98.919998,99.959999,643700,90.681791
2012-11-13,99.769997,99.769997,97.900002,98.120003,1165000,89.012581
2012-11-14,98.470001,98.540001,95.900002,96.160004,1038100,87.234508
2012-11-15,96.25,96.889999,95.769997,96.410004,1229500,87.461303
2012-11-16,96.459999,97.379997,95.709999,97.099998,980900,88.087253
2012-11-19,98.129997,98.690002,97.440002,98.18,705600,89.06701
2012-11-20,98.0,98.889999,97.260002,98.480003,636800,89.339167
2012-11-21,98.400002,98.480003,97.449997,98.290001,367100,89.1668
2012-11-23,98.75,99.669998,98.599998,99.669998,202000,90.418707
2012-11-26,99.150002,99.440002,98.389999,98.910004,591500,89.729255
2012-11-27,98.879997,99.199997,97.879997,98.650002,647900,89.493386
2012-11-28,98.220001,98.470001,97.07,98.279999,693100,89.157727
2012-11-29,98.440002,98.440002,97.019997,97.260002,663600,88.865349
2012-11-30,97.410004,97.93,96.940002,97.730003,740000,89.294784
2012-12-03,97.900002,98.150002,96.93,97.18,502800,88.792253
2012-12-04,97.209999,97.639999,96.029999,96.150002,899100,87.851155
2012-12-05,96.529999,97.0,95.68,96.32,755600,88.00648
2012-12-06,96.330002,97.470001,96.150002,97.339996,934100,88.938439
2012-12-07,97.349998,97.739998,96.849998,97.639999,571000,89.212549
2012-12-10,97.349998,99.400002,97.040001,97.989998,723800,89.532338
2012-12-11,98.220001,98.489998,97.510002,97.800003,684800,89.358742
2012-12-12,97.940002,98.870003,97.610001,98.110001,948400,89.641983
2012-12-13,98.660004,99.18,97.760002,98.25,718700,89.769899
2012-12-14,97.709999,98.139999,97.650002,97.910004,895200,89.459248
2012-12-17,98.220001,100.150002,97.809998,99.889999,1367300,91.268348
2012-12-18,100.029999,101.230003,99.57,101.230003,1882100,92.492694
2012-12-19,100.809998,101.629997,100.349998,100.620003,695600,91.935343
2012-12-20,100.620003,101.419998,100.470001,101.129997,654200,92.40132
2012-12-21,99.959999,100.580002,99.470001,99.860001,1693000,91.240938
2012-12-24,99.57,99.639999,98.910004,99.150002,231900,90.59222
2012-12-26,99.540001,99.699997,98.32,98.870003,396400,90.336389
2012-12-27,99.040001,99.120003,97.0,98.260002,576800,89.779038
2012-12-28,97.510002,98.43,97.489998,97.550003,552600,89.13032
2012-12-31,97.459999,98.5,97.099998,98.470001,627800,89.970912
2013-01-02,100.330002,101.029999,99.589996,101.029999,704900,92.309952
2013-01-03,100.949997,101.269997,100.18,101.129997,727000,92.40132
2013-01-04,101.199997,102.860001,101.0,102.800003,852100,93.927185
2013-01-07,102.489998,102.529999,101.470001,102.459999,612400,93.616527
2013-01-08,102.190002,102.419998,101.389999,102.349998,828200,93.516021
2013-01-09,102.489998,103.160004,102.279999,102.800003,483200,93.927185
2013-01-10,103.440002,103.830002,102.790001,103.540001,681900,94.603312
2013-01-11,103.25,103.809998,102.279999,103.239998,619000,94.329203
2013-01-14,103.040001,103.309998,102.019997,102.790001,573000,93.918046
2013-01-15,102.309998,103.720001,101.959999,103.449997,1165500,94.521077
2013-01-16,104.25,104.25,102.57,102.900002,1087000,94.018552
2013-01-17,103.110001,103.510002,102.639999,103.330002,1066800,94.411439
2013-01-18,103.75,103.830002,102.699997,103.290001,949500,94.37489
2013-01-22,103.059998,104.82,103.059998,104.760002,1288400,95.718013
2013-01-23,104.599998,104.82,103.879997,104.110001,696100,95.124115
2013-01-24,104.199997,104.919998,103.739998,104.019997,533000,95.041879
2013-01-25,104.360001,104.43,103.25,103.989998,584800,95.014469
2013-01-28,104.0,104.010002,103.089996,103.129997,894500,94.228697
2013-01-29,103.110001,103.5,102.730003,103.419998,851600,94.493667
2013-01-30,103.330002,103.519997,102.349998,103.309998,1168400,94.393161
2013-01-31,102.860001,102.980003,101.830002,102.690002,1128500,93.826678
2013-02-01,103.230003,104.139999,102.669998,103.919998,721900,94.950511
2013-02-04,103.330002,103.480003,102.440002,102.699997,521800,93.83581
2013-02-05,103.080002,104.629997,102.660004,104.459999,773300,95.443904
2013-02-06,103.68,104.139999,103.389999,104.050003,587800,95.069295
2013-02-07,103.660004,104.330002,102.980003,103.790001,498700,94.831734
2013-02-08,103.849998,104.540001,103.610001,104.389999,408200,95.379946
2013-02-11,103.93,104.360001,103.739998,104.239998,468300,95.242892
2013-02-12,104.360001,105.68,104.209999,105.449997,653500,96.348454
2013-02-13,105.690002,105.860001,104.410004,104.669998,660100,95.635778
2013-02-14,104.510002,104.919998,104.029999,104.599998,794000,95.57182
2013-02-15,104.980003,105.099998,104.0,104.830002,639200,95.781971
2013-02-19,104.989998,105.889999,104.870003,105.779999,1174600,96.649973
2013-02-20,105.410004,105.519997,104.540001,104.650002,666100,95.617507
2013-02-21,104.440002,104.790001,102.970001,103.089996,647000,94.192148
2013-02-22,103.650002,104.730003,103.220001,104.730003,696300,95.690604
2013-02-25,105.230003,105.610001,101.790001,101.860001,952800,93.068315
2013-02-26,102.25,102.540001,100.879997,102.050003,757300,93.241918
2013-02-27,102.0,102.879997,101.300003,102.650002,626200,93.79013
2013-02-28,101.769997,102.769997,101.550003,102.089996,741600,93.918922
2013-03-01,101.589996,102.879997,100.82,102.660004,616700,94.443307
2013-03-04,102.169998,103.360001,102.169998,103.269997,537200,95.004478
2013-03-05,103.650002,104.18,103.440002,103.660004,793500,95.363269
2013-03-06,104.099998,104.190002,103.360001,103.830002,785600,95.519661
2013-03-07,103.949997,104.120003,103.449997,103.959999,604100,95.639254
2013-03-08,104.57,104.599998,103.629997,103.959999,556200,95.639254
2013-03-11,103.980003,104.220001,103.75,104.18,660000,95.841646
2013-03-12,103.809998,104.199997,103.800003,104.089996,989200,95.758846
2013-03-13,104.150002,104.309998,103.68,104.220001,475100,95.878446
