Date,Open,High,Low,Close,Volume,Adj Close
2011-08-17,71.360001,72.25,69.82,70.639999,337900,70.459181
2011-08-18,68.82,68.970001,66.260002,66.779999,402900,66.609061
2011-08-19,65.830002,67.889999,65.830002,66.220001,412800,66.050496
2011-08-22,67.260002,67.379997,65.830002,66.470001,632200,66.299857
2011-08-23,66.779999,69.720001,66.160004,69.650002,634900,69.471717
2011-08-24,69.470001,70.5,69.040001,70.43,433100,70.249719
2011-08-25,71.099998,71.610001,68.489998,69.379997,453700,69.202404
2011-08-26,68.629997,72.300003,68.230003,72.25,517200,72.06506
2011-08-29,73.300003,74.769997,73.150002,74.360001,362000,74.16966
2011-08-30,73.879997,76.059998,73.18,75.339996,285400,75.147147
2011-08-31,75.839996,76.269997,74.110001,75.269997,527100,75.077326
2011-09-01,76.610001,77.75,73.540001,75.0,1025800,74.808021
2011-09-02,73.370003,74.220001,72.199997,72.769997,351200,72.583726
2011-09-06,70.669998,73.709999,69.919998,73.660004,473600,73.471455
2011-09-07,75.089996,75.989998,74.529999,75.949997,658700,75.755586
2011-09-08,75.160004,76.610001,75.010002,75.629997,472800,75.436406
2011-09-09,74.940002,75.209999,73.160004,73.449997,528600,73.261985
2011-09-12,72.400002,73.760002,72.019997,73.040001,485700,72.853039
2011-09-13,73.360001,75.440002,72.980003,75.260002,333900,75.067357
2011-09-14,75.589996,77.790001,74.669998,77.019997,444300,76.822847
2011-09-15,77.529999,79.370003,77.190002,79.050003,698500,78.847657
2011-09-16,79.879997,80.559998,79.360001,80.010002,932600,79.805199
2011-09-19,78.449997,80.480003,78.300003,79.959999,517900,79.755324
2011-09-20,79.709999,84.199997,79.709999,83.0,965200,82.787543
2011-09-21,82.900002,83.379997,80.290001,80.290001,656200,80.084481
2011-09-22,75.160004,79.620003,75.160004,78.510002,541800,78.309038
2011-09-23,78.5,79.559998,77.839996,79.480003,377700,79.276557
2011-09-26,79.610001,80.139999,78.470001,79.190002,435600,78.987298
2011-09-27,80.0,82.029999,80.0,80.449997,468700,80.244067
2011-09-28,80.720001,81.449997,79.800003,79.989998,413000,79.785246
2011-09-29,81.690002,81.949997,77.690002,79.410004,489200,79.206736
2011-09-30,78.800003,80.470001,78.419998,79.150002,619600,78.9474
2011-10-03,78.940002,79.260002,73.709999,74.010002,523400,73.820557
2011-10-04,73.260002,75.919998,72.760002,75.860001,621500,75.66582
2011-10-05,76.160004,77.309998,75.739998,76.900002,578100,76.703159
2011-10-06,76.93,78.540001,75.959999,78.480003,540800,78.279116
2011-10-07,78.650002,78.830002,76.879997,76.970001,456500,76.772979
2011-10-10,78.690002,79.330002,77.919998,78.589996,308100,78.388828
2011-10-11,78.129997,78.43,69.25,72.150002,3302100,71.965318
2011-10-12,75.480003,76.190002,70.779999,74.160004,2558600,73.970175
2011-10-13,73.010002,74.790001,72.949997,74.669998,446200,74.478864
2011-10-14,75.129997,75.309998,73.559998,73.849998,451600,73.660963
2011-10-17,73.290001,73.459999,68.349998,69.230003,1298000,69.052794
2011-10-18,69.220001,70.059998,68.089996,68.349998,915200,68.175042
2011-10-19,68.440002,68.650002,66.699997,67.010002,710200,66.838475
2011-10-20,67.150002,67.519997,63.560001,65.510002,2121200,65.342315
2011-10-21,66.129997,68.410004,65.849998,68.360001,758900,68.185018
2011-10-24,68.080002,70.699997,68.07,70.550003,729800,70.369415
2011-10-25,69.529999,70.730003,69.440002,69.919998,853700,69.741022
2011-10-26,70.629997,70.839996,69.400002,70.339996,683600,70.159946
2011-10-27,71.940002,72.279999,70.339996,71.440002,520400,71.257136
2011-10-28,71.269997,72.089996,70.010002,71.059998,588600,70.878104
2011-10-31,69.870003,70.540001,69.279999,69.300003,409900,69.122614
2011-11-01,67.290001,67.82,66.620003,66.800003,581900,66.629014
2011-11-02,67.639999,69.239998,66.760002,68.300003,473500,68.125174
2011-11-03,69.160004,70.019997,68.260002,69.339996,420500,69.162505
2011-11-04,68.57,68.720001,65.830002,66.160004,795300,65.990652
2011-11-07,66.0,67.419998,65.43,67.32,596200,67.147679
2011-11-08,67.790001,68.059998,66.699997,67.779999,602600,67.606501
2011-11-09,66.190002,66.790001,65.279999,66.120003,592000,65.950754
2011-11-10,66.800003,67.230003,66.0,66.169998,469300,66.000621
2011-11-11,66.839996,67.699997,66.57,67.010002,309600,66.838475
2011-11-14,66.639999,66.910004,64.809998,64.949997,645900,64.783743
2011-11-15,64.849998,65.089996,52.599998,56.639999,11167400,56.495017
2011-11-16,55.279999,59.849998,55.0,58.849998,4230900,58.699359
2011-11-17,58.52,58.849998,57.299999,58.59,1735300,58.440026
2011-11-18,58.580002,58.700001,57.02,58.25,908800,58.100896
2011-11-21,57.060001,57.77,56.5,57.18,792700,57.033635
2011-11-22,57.360001,58.009998,56.700001,57.66,735700,57.512406
2011-11-23,57.400002,58.139999,56.939999,57.889999,782100,57.741817
2011-11-25,57.759998,57.939999,57.220001,57.459999,180700,57.312917
2011-11-28,59.049999,60.509998,58.799999,59.310001,770400,59.158184
2011-11-29,59.77,60.310001,58.509998,58.860001,713500,58.709335
2011-11-30,60.450001,61.310001,60.290001,61.259998,966100,61.10319
2011-12-01,61.220001,62.279999,60.77,61.380001,403900,61.222885
2011-12-02,61.380001,62.150002,59.639999,59.970001,593800,59.816495
2011-12-05,60.860001,62.73,60.07,60.599998,943400,60.444879
2011-12-06,60.119999,60.470001,58.459999,59.830002,1060300,59.676854
2011-12-07,59.580002,59.84,57.380001,58.610001,2253900,58.459975
2011-12-08,58.299999,59.240002,58.02,58.16,809900,58.011126
2011-12-09,63.490002,69.779999,63.0,67.809998,4172500,67.636423
2011-12-12,67.449997,68.129997,66.389999,66.989998,770300,66.818522
2011-12-13,67.489998,68.160004,64.18,64.620003,1060600,64.454594
2011-12-14,64.360001,67.169998,64.300003,65.959999,899900,65.79116
2011-12-15,66.519997,67.660004,66.379997,66.580002,529700,66.409576
2011-12-16,67.629997,69.110001,66.889999,68.370003,1031500,68.194995
2011-12-19,68.43,69.220001,67.309998,68.489998,940000,68.314683
2011-12-20,69.480003,70.809998,69.330002,70.57,784600,70.38936
2011-12-21,70.199997,70.730003,69.559998,70.480003,414900,70.299594
2011-12-22,70.589996,70.849998,69.75,70.25,296400,70.07018
2011-12-23,70.68,70.720001,69.639999,70.209999,395800,70.030281
2011-12-27,70.25,71.0,70.010002,70.580002,235400,70.399337
2011-12-28,70.339996,70.559998,69.25,69.699997,209700,69.521584
2011-12-29,70.07,71.220001,69.860001,71.099998,219100,70.918002
2011-12-30,70.849998,71.449997,70.449997,70.519997,216700,70.339485
2012-01-03,71.919998,72.169998,70.470001,70.769997,372900,70.588845
2012-01-04,70.599998,71.040001,70.25,70.720001,363600,70.538978
2012-01-05,70.440002,70.5,69.010002,70.089996,454200,69.910585
2012-01-06,70.349998,71.379997,68.959999,69.779999,612700,69.601381
2012-01-09,70.370003,70.720001,69.050003,69.190002,696100,69.012895
2012-01-10,70.080002,70.169998,69.209999,69.540001,539100,69.361998
2012-01-11,69.019997,71.07,69.019997,70.790001,440000,70.608798
2012-01-12,70.800003,70.940002,69.550003,70.400002,273000,70.219797
2012-01-13,69.690002,70.900002,69.279999,70.870003,262800,70.688595
2012-01-17,71.980003,71.980003,69.18,69.220001,338200,69.042817
2012-01-18,69.309998,69.809998,68.800003,69.769997,252400,69.591405
2012-01-19,70.040001,71.290001,69.870003,70.870003,412000,70.688595
2012-01-20,70.809998,70.949997,70.0,70.400002,185900,70.219797
2012-01-23,70.269997,70.419998,68.169998,68.739998,388800,68.593272
2012-01-24,68.459999,70.879997,67.980003,70.730003,407100,70.57903
2012-01-25,70.389999,72.279999,70.309998,72.190002,379900,72.035913
2012-01-26,72.379997,73.010002,71.5,71.779999,309400,71.626784
2012-01-27,71.669998,72.32,71.360001,72.129997,90200,71.976036
2012-01-30,71.849998,72.849998,70.650002,72.690002,334500,72.534845
2012-01-31,72.919998,73.279999,71.809998,72.139999,322400,71.986016
2012-02-01,72.660004,76.43,72.410004,74.730003,650500,74.570492
2012-02-02,75.099998,75.190002,74.029999,74.449997,302900,74.291083
2012-02-03,75.209999,76.239998,74.959999,76.080002,312000,75.917609
2012-02-06,75.739998,76.629997,75.230003,76.300003,501100,76.137141
2012-02-07,76.330002,76.410004,74.989998,75.230003,351100,75.069425
2012-02-08,75.269997,75.800003,74.089996,75.0,320000,74.839912
2012-02-09,75.290001,75.300003,73.330002,73.919998,280500,73.762216
2012-02-10,73.279999,74.760002,72.720001,74.389999,245900,74.231214
2012-02-13,75.0,75.040001,74.410004,74.970001,353000,74.809978
2012-02-14,74.730003,74.879997,73.989998,74.470001,236500,74.311045
2012-02-15,74.779999,75.129997,74.209999,75.040001,357500,74.879828
2012-02-16,75.639999,78.790001,75.150002,78.089996,507600,77.923313
2012-02-17,78.580002,78.75,77.260002,78.209999,274300,78.04306
2012-02-21,78.239998,78.300003,77.769997,78.089996,294200,77.923313
2012-02-22,77.940002,78.379997,77.5,78.120003,375700,77.953255
2012-02-23,78.089996,80.290001,78.07,79.18,471300,79.01099
2012-02-24,79.089996,79.559998,78.339996,79.260002,318100,79.090822
2012-02-27,78.900002,80.059998,78.209999,79.690002,314300,79.519904
2012-02-28,80.019997,80.910004,79.43,80.080002,329400,79.909071
2012-02-29,80.459999,80.919998,79.470001,79.480003,391200,79.310353
2012-03-01,79.660004,80.309998,78.769997,79.57,321200,79.400157
2012-03-02,79.410004,79.800003,78.410004,78.5,316800,78.332442
2012-03-05,78.43,78.980003,77.669998,78.349998,411000,78.18276
2012-03-06,77.5,77.660004,76.5,77.5,452600,77.334576
2012-03-07,77.800003,79.059998,77.660004,78.290001,411900,78.122891
2012-03-08,79.110001,79.470001,78.25,78.93,607100,78.761524
2012-03-09,83.150002,83.849998,80.949997,81.959999,1452000,81.785055
2012-03-12,81.269997,81.279999,79.230003,79.580002,964700,79.410138
2012-03-13,79.82,80.809998,79.0,80.099998,410400,79.929025
2012-03-14,79.879997,82.230003,79.879997,81.160004,516700,80.986767
2012-03-15,80.949997,81.139999,79.889999,80.830002,279700,80.65747
2012-03-16,80.68,80.980003,80.470001,80.779999,322800,80.607574
2012-03-19,80.599998,80.599998,79.370003,79.559998,554700,79.390177
2012-03-20,79.379997,79.379997,78.199997,78.400002,334800,78.232657
2012-03-21,78.370003,78.639999,77.709999,78.260002,252400,78.092956
2012-03-22,77.900002,79.099998,77.629997,79.0,348300,78.831374
2012-03-23,78.870003,79.459999,78.68,78.900002,187600,78.731589
2012-03-26,79.099998,80.309998,79.099998,80.0,249700,79.82924
2012-03-27,80.099998,80.25,79.669998,79.970001,275000,79.799305
2012-03-28,80.0,80.510002,79.860001,80.43,368300,80.258322
2012-03-29,79.800003,81.870003,79.43,81.25,468000,81.076572
2012-03-30,81.5,82.110001,80.849998,81.709999,738900,81.535589
2012-04-02,81.339996,82.410004,80.650002,82.25,495100,82.074437
2012-04-03,81.980003,81.980003,80.919998,81.550003,304400,81.375934
2012-04-04,80.550003,80.790001,80.160004,80.68,347200,80.507789
2012-04-05,80.839996,84.110001,80.620003,83.760002,865800,83.581216
2012-04-09,82.480003,82.879997,82.139999,82.699997,492600,82.523474
2012-04-10,82.370003,83.129997,81.459999,81.529999,627700,81.355973
2012-04-11,82.019997,82.370003,81.220001,81.889999,315000,81.715205
2012-04-12,81.779999,83.82,81.779999,83.629997,490000,83.451489
2012-04-13,83.269997,83.489998,82.519997,82.970001,337800,82.792902
2012-04-16,83.400002,83.709999,82.379997,82.540001,277100,82.363819
2012-04-17,83.0,84.82,83.0,84.160004,341900,83.980364
2012-04-18,83.889999,85.0,83.800003,84.93,466900,84.748717
2012-04-19,85.0,86.110001,84.510002,85.860001,575400,85.676732
2012-04-20,86.349998,87.18,85.410004,85.480003,494700,85.297546
2012-04-23,84.0,85.470001,83.860001,85.279999,380800,85.097968
2012-04-24,85.220001,85.889999,84.769997,85.629997,364000,85.44722
2012-04-25,86.339996,87.540001,86.18,86.690002,501800,86.504962
2012-04-26,86.610001,87.07,85.540001,86.470001,394300,86.285431
2012-04-27,86.900002,88.739998,86.120003,88.559998,459100,88.370966
2012-04-30,88.279999,88.610001,87.68,88.169998,361600,87.981799
2012-05-01,88.0,89.230003,87.470001,88.230003,299800,88.041676
2012-05-02,87.900002,88.349998,87.330002,87.779999,483700,87.592632
2012-05-03,87.540001,89.309998,87.540001,88.410004,1130500,88.221292
2012-05-04,88.150002,88.150002,86.860001,87.0,267600,86.814298
2012-05-07,86.650002,87.349998,86.059998,87.220001,337000,87.03383
2012-05-08,86.599998,88.150002,85.889999,87.870003,309700,87.682444
2012-05-09,87.279999,87.360001,86.139999,86.970001,190000,86.784364
2012-05-10,87.650002,88.440002,87.089996,88.279999,237100,88.091565
2012-05-11,87.580002,89.239998,87.400002,88.169998,330600,87.981799
2012-05-14,87.470001,88.190002,86.830002,87.419998,163000,87.2334
2012-05-15,87.540001,88.019997,86.559998,86.900002,205000,86.714513
2012-05-16,86.940002,87.330002,86.370003,86.650002,289900,86.465047
2012-05-17,86.730003,86.989998,85.410004,85.75,443900,85.566966
2012-05-18,85.839996,86.040001,84.739998,84.970001,863900,84.788633
2012-05-21,85.029999,86.599998,84.360001,86.32,454800,86.135749
2012-05-22,86.650002,87.419998,85.489998,85.870003,258000,85.686713
2012-05-23,85.43,86.029999,84.949997,85.760002,509000,85.576947
2012-05-24,85.93,87.610001,85.419998,85.739998,469300,85.556986
2012-05-25,85.879997,86.360001,85.230003,85.529999,348800,85.347435
2012-05-29,86.230003,86.260002,85.57,85.720001,420500,85.537032
2012-05-30,85.220001,85.870003,84.379997,85.330002,440600,85.147865
2012-05-31,85.050003,85.459999,84.400002,85.18,902800,84.998183
2012-06-01,83.970001,84.379997,82.449997,82.870003,1443300,82.693117
2012-06-04,82.669998,82.669998,78.949997,79.300003,1014600,79.130737
2012-06-05,79.059998,81.540001,78.629997,81.25,562900,81.076572
2012-06-06,81.949997,82.339996,81.720001,82.150002,448300,81.974652
2012-06-07,82.860001,83.269997,80.050003,80.059998,817500,79.889109
2012-06-08,75.669998,79.330002,75.410004,78.82,2432000,78.651758
2012-06-11,79.239998,79.360001,77.870003,78.029999,1065600,77.863444
2012-06-12,78.169998,79.099998,77.699997,78.669998,392700,78.502077
2012-06-13,78.650002,79.279999,77.489998,77.800003,359700,77.633939
2012-06-14,77.959999,78.599998,77.389999,77.589996,530500,77.42438
2012-06-15,78.419998,79.540001,78.419998,78.949997,657300,78.781478
2012-06-18,78.699997,80.059998,78.389999,79.440002,475500,79.270438
2012-06-19,79.389999,80.110001,78.940002,79.419998,489700,79.250476
2012-06-20,79.169998,80.019997,78.949997,79.610001,412400,79.440073
2012-06-21,79.599998,80.690002,79.410004,79.510002,595000,79.340288
2012-06-22,79.75,80.809998,79.5,80.599998,496300,80.427958
2012-06-25,79.849998,80.040001,78.639999,78.709999,597500,78.541992
2012-06-26,78.82,79.830002,78.540001,78.610001,357000,78.442207
2012-06-27,78.800003,79.43,78.5,78.730003,428900,78.561954
2012-06-28,78.620003,78.769997,76.309998,77.330002,797200,77.164941
2012-06-29,78.720001,80.169998,78.529999,79.760002,1006100,79.589754
2012-07-02,79.629997,80.959999,79.629997,79.949997,822300,79.779344
2012-07-03,80.0,80.019997,79.169998,79.839996,675400,79.669578
2012-07-05,79.82,79.93,78.379997,78.389999,540000,78.222676
2012-07-06,77.82,78.089996,77.129997,77.519997,437400,77.35453
2012-07-09,77.260002,77.660004,76.849998,77.269997,690900,77.105064
2012-07-10,77.779999,78.169998,76.419998,76.699997,541100,76.536281
2012-07-11,75.620003,78.550003,72.440002,78.300003,914800,78.132872
2012-07-12,77.639999,77.919998,76.580002,77.379997,589300,77.214829
2012-07-13,77.379997,79.169998,77.379997,78.93,681900,78.761524
2012-07-16,78.870003,78.870003,76.900002,77.07,320800,76.905494
2012-07-17,77.129997,77.540001,76.150002,76.550003,386100,76.386607
2012-07-18,76.529999,77.739998,76.290001,77.050003,328200,76.88554
2012-07-19,77.029999,77.339996,76.150002,77.199997,405300,77.035213
2012-07-20,76.779999,76.93,75.489998,75.5,438400,75.368132
2012-07-23,75.080002,75.309998,73.230003,74.18,333500,74.050438
2012-07-24,74.519997,74.839996,73.050003,73.790001,291100,73.66112
2012-07-25,73.839996,75.849998,73.839996,75.540001,672200,75.408063
2012-07-26,76.349998,76.800003,74.75,75.040001,411400,74.908936
2012-07-27,75.589996,76.360001,74.82,76.0,373100,75.867259
2012-07-30,75.93,76.510002,75.809998,76.349998,295900,76.216646
2012-07-31,76.190002,76.790001,75.190002,75.260002,291300,75.128553
2012-08-01,75.580002,76.110001,73.529999,73.790001,518700,73.66112
2012-08-02,73.449997,73.449997,71.400002,72.290001,928200,72.16374
2012-08-03,73.349998,73.779999,72.510002,72.599998,762400,72.473196
2012-08-06,72.660004,75.459999,72.639999,75.099998,496400,74.968829
2012-08-07,75.169998,76.779999,75.169998,76.339996,530700,76.206661
2012-08-08,75.970001,77.050003,75.970001,76.949997,212100,76.815596
2012-08-09,76.830002,78.209999,76.830002,78.150002,378600,78.013505
2012-08-10,77.830002,78.269997,77.730003,78.0,156600,77.863766
2012-08-13,77.959999,78.459999,77.75,78.120003,239100,77.983559
2012-08-14,78.300003,78.419998,77.769997,78.169998,165600,78.033467
2012-08-15,80.190002,82.059998,79.110001,81.75,438600,81.607216
2012-08-16,81.510002,82.059998,80.620003,81.699997,293000,81.5573
2012-08-17,81.849998,83.080002,81.75,82.919998,294600,82.775171
2012-08-20,82.760002,83.010002,81.120003,81.599998,274700,81.457476
2012-08-21,81.599998,82.489998,81.330002,81.620003,288900,81.477446
2012-08-22,81.349998,82.589996,81.169998,82.040001,393300,81.89671
2012-08-23,81.779999,82.209999,80.82,81.839996,242300,81.697055
2012-08-24,81.629997,82.870003,81.400002,82.599998,173000,82.45573
2012-08-27,83.080002,84.720001,82.739998,83.239998,414000,83.094611
2012-08-28,83.169998,84.089996,83.010002,83.470001,222900,83.324213
2012-08-29,83.400002,84.080002,83.209999,83.230003,248600,83.084634
2012-08-30,82.839996,83.68,82.599998,83.160004,244900,83.014757
2012-08-31,83.599998,84.410004,82.260002,83.849998,236700,83.703546
2012-09-04,83.839996,85.349998,83.029999,84.93,327400,84.781662
2012-09-05,85.0,85.0,84.120003,84.629997,342800,84.482183
2012-09-06,85.220001,86.639999,84.760002,86.029999,579800,85.879739
2012-09-07,93.150002,94.889999,92.629997,93.330002,2152300,93.166992
2012-09-10,93.809998,94.0,91.540001,93.010002,763800,92.847551
2012-09-11,92.720001,94.800003,92.720001,94.599998,694000,94.434771
2012-09-12,94.599998,95.919998,93.75,93.980003,1040300,93.815858
2012-09-13,94.309998,95.230003,92.110001,94.830002,495800,94.664372
2012-09-14,94.790001,95.360001,93.510002,93.82,356000,93.656134
2012-09-17,93.690002,94.559998,93.540001,93.779999,342500,93.616203
2012-09-18,93.470001,94.580002,93.370003,93.449997,434900,93.286778
2012-09-19,93.68,93.830002,93.160004,93.330002,268100,93.166992
2012-09-20,93.07,94.260002,92.860001,93.580002,309900,93.416555
2012-09-21,93.5,94.099998,93.5,93.760002,479100,93.596241
2012-09-24,93.959999,94.720001,93.220001,93.269997,264000,93.107092
2012-09-25,93.809998,95.18,93.5,94.489998,614000,94.324962
2012-09-26,94.279999,94.400002,93.550003,93.68,548100,93.516379
2012-09-27,94.199997,94.690002,93.57,94.279999,172700,94.11533
2012-09-28,94.110001,94.769997,93.779999,94.459999,261100,94.295016
2012-10-01,94.959999,95.150002,93.529999,94.040001,379300,93.875751
2012-10-02,94.510002,97.43,94.209999,97.18,792400,97.010266
2012-10-03,97.160004,99.32,96.989998,99.309998,1121100,99.136543
2012-10-04,99.610001,100.919998,98.5,100.669998,768400,100.494168
2012-10-05,99.779999,100.099998,97.510002,97.989998,752300,97.818849
2012-10-08,97.419998,98.0,96.279999,96.970001,308800,96.800634
2012-10-09,97.099998,97.099998,95.0,95.949997,500900,95.782411
2012-10-10,96.110001,96.269997,95.309998,96.239998,301800,96.071906
2012-10-11,98.870003,99.739998,95.449997,97.709999,390200,97.539339
2012-10-12,97.550003,98.029999,96.599998,96.870003,233500,96.70081
2012-10-15,97.43,97.760002,96.620003,97.660004,219600,97.489431
2012-10-16,97.970001,99.080002,97.970001,98.349998,171800,98.178221
2012-10-17,98.290001,99.019997,97.690002,98.620003,221600,98.447754
2012-10-18,98.879997,98.879997,96.870003,97.43,222800,97.25983
2012-10-19,97.32,97.650002,95.099998,95.660004,228200,95.492924
2012-10-22,95.550003,95.760002,94.760002,95.300003,199900,95.133553
2012-10-23,94.830002,94.860001,93.32,94.389999,222800,94.225138
2012-10-24,95.040001,96.32,94.720001,95.839996,240200,95.672603
2012-10-25,96.489998,97.449997,95.389999,96.07,185100,95.902204
2012-10-26,96.089996,96.330002,94.769997,94.989998,161000,94.824089
2012-10-31,95.760002,96.230003,94.82,95.980003,243400,95.812365
2012-11-01,95.889999,98.769997,95.010002,98.449997,380600,98.278045
2012-11-02,98.769997,98.860001,96.120003,96.129997,249200,95.962097
2012-11-05,96.199997,97.93,95.419998,97.529999,155800,97.359653
2012-11-06,97.639999,98.239998,96.269997,97.800003,214500,97.629186
2012-11-07,97.150002,97.370003,95.010002,96.489998,205400,96.321469
2012-11-08,96.300003,96.349998,93.139999,94.019997,282600,93.855782
2012-11-09,93.849998,94.800003,93.150002,93.360001,418100,93.196939
2012-11-12,93.720001,94.010002,92.709999,93.260002,198300,93.097115
2012-11-13,92.93,93.32,91.43,91.550003,390300,91.390102
2012-11-14,91.900002,91.940002,90.5,90.699997,398000,90.541581
2012-11-15,90.629997,91.220001,88.800003,89.400002,543000,89.243856
2012-11-16,89.5,91.449997,89.5,91.209999,356900,91.050692
2012-11-19,91.870003,92.690002,90.870003,92.650002,242500,92.48818
2012-11-20,92.290001,93.300003,91.629997,93.269997,245300,93.107092
2012-11-21,93.290001,94.419998,92.790001,94.400002,249700,94.235123
2012-11-23,94.529999,95.370003,93.879997,95.279999,85500,95.113583
2012-11-26,95.230003,95.849998,94.720001,95.279999,243200,95.113583
2012-11-27,95.110001,96.360001,94.93,95.089996,201300,94.923913
2012-11-28,94.339996,96.639999,94.209999,96.589996,286100,96.421293
2012-11-29,97.209999,97.709999,95.769997,95.900002,227200,95.732503
2012-11-30,96.25,97.5,94.220001,94.940002,1972000,94.774181
2012-12-03,94.900002,96.459999,94.540001,95.129997,438000,94.963844
2012-12-04,95.339996,95.699997,94.260002,95.129997,354200,94.963844
2012-12-05,95.510002,95.650002,93.339996,93.57,446300,93.406571
2012-12-06,93.739998,94.0,92.75,93.849998,370200,93.686081
2012-12-07,92.0,94.550003,91.110001,94.529999,1106500,94.364893
2012-12-10,94.309998,96.120003,94.129997,95.699997,452300,95.532848
2012-12-11,95.739998,97.470001,95.389999,96.910004,323000,96.740741
2012-12-12,97.330002,97.330002,95.629997,95.739998,276700,95.572779
2012-12-13,94.949997,95.68,94.120003,95.0,498800,94.834073
2012-12-14,95.139999,95.879997,94.860001,95.480003,253200,95.313238
2012-12-17,95.510002,96.169998,95.269997,95.940002,203600,95.772434
2012-12-18,95.910004,96.739998,94.669998,95.050003,455900,94.883989
2012-12-19,95.150002,95.370003,93.529999,94.480003,414600,94.314985
2012-12-20,94.629997,95.199997,92.660004,92.75,569700,92.588003
2012-12-21,92.489998,93.43,91.440002,92.860001,970500,92.697812
2012-12-24,94.209999,95.440002,93.93,94.209999,337800,94.045452
2012-12-26,94.190002,94.75,91.82,91.889999,308800,91.729505
2012-12-27,92.150002,92.709999,91.639999,92.459999,328200,92.298509
2012-12-28,92.0,92.400002,91.510002,91.510002,196800,91.350171
2012-12-31,91.260002,92.68,90.75,92.480003,335300,92.318478
2013-01-02,93.75,95.160004,93.459999,95.160004,488700,94.993798
2013-01-03,94.940002,96.139999,94.480003,94.93,362300,94.764196
2013-01-04,95.5,96.059998,94.769997,95.440002,392000,95.273307
2013-01-07,95.199997,96.910004,95.199997,96.400002,297900,96.23163
2013-01-08,96.279999,96.43,95.379997,96.040001,319300,95.872258
2013-01-09,96.449997,97.300003,96.040001,96.540001,372700,96.371385
2013-01-10,96.900002,97.980003,96.330002,97.800003,343400,97.629186
2013-01-11,97.599998,98.730003,96.629997,96.879997,471700,96.710787
2013-01-14,97.0,97.809998,96.669998,97.110001,225500,96.940389
2013-01-15,96.919998,97.199997,96.309998,97.199997,363900,97.030228
2013-01-16,97.169998,98.199997,96.830002,97.830002,259100,97.659132
2013-01-17,97.959999,98.349998,97.330002,97.330002,239600,97.160006
2013-01-18,97.559998,97.779999,96.889999,97.330002,342200,97.160006
2013-01-22,97.330002,98.480003,97.309998,98.400002,363000,98.228137
2013-01-23,98.589996,99.75,98.089996,99.639999,335500,99.496305
2013-01-24,99.510002,101.43,99.120003,100.730003,466200,100.584737
2013-01-25,100.779999,102.080002,99.730003,102.080002,344200,101.932789
2013-01-28,102.089996,102.470001,101.18,101.779999,218300,101.633218
2013-01-29,101.379997,101.970001,100.919998,101.510002,193900,101.363611
2013-01-30,101.239998,101.690002,100.82,101.050003,181700,100.904275
2013-01-31,100.949997,101.440002,100.139999,101.349998,262600,101.203838
2013-02-01,102.040001,102.330002,101.199997,102.190002,160300,102.042631
2013-02-04,101.540001,101.540001,100.239998,100.650002,276000,100.504851
2013-02-05,100.949997,101.410004,100.75,100.860001,189400,100.714547
2013-02-06,100.389999,103.029999,100.389999,103.029999,465000,102.881416
2013-02-07,103.150002,103.330002,102.440002,102.870003,494000,102.72165
2013-02-08,103.010002,105.199997,103.0,104.260002,309200,104.109645
2013-02-11,104.089996,104.739998,103.75,104.050003,141800,103.899949
2013-02-12,104.150002,104.720001,104.150002,104.610001,282900,104.459139
2013-02-13,105.029999,105.75,103.889999,104.25,287600,104.099657
2013-02-14,104.209999,104.419998,103.589996,103.790001,208800,103.640322
2013-02-15,103.849998,104.529999,103.57,104.010002,112100,103.860006
2013-02-19,103.889999,105.190002,103.379997,104.660004,185000,104.50907
2013-02-20,104.620003,104.669998,103.040001,103.139999,205600,102.991258
2013-02-21,103.110001,103.120003,101.57,102.589996,285900,102.442048
2013-02-22,103.050003,103.419998,102.639999,102.910004,113600,102.761594
2013-02-25,103.309998,104.830002,102.330002,102.330002,252600,102.182428
2013-02-26,102.82,104.339996,102.139999,103.959999,265300,103.810075
2013-02-27,104.07,106.139999,104.040001,105.5,181800,105.347855
2013-02-28,105.489998,106.75,105.489998,106.059998,191700,105.907045
2013-03-01,105.68,105.970001,104.410004,105.080002,360100,104.928462
2013-03-04,104.830002,105.529999,104.190002,105.190002,233800,105.038304
2013-03-05,105.809998,106.309998,105.529999,105.870003,483600,105.717324
2013-03-06,106.209999,106.519997,105.110001,105.550003,346500,105.397786
2013-03-07,105.690002,105.900002,103.879997,104.699997,701600,104.549005
2013-03-08,104.300003,109.559998,103.57,108.230003,881100,108.073921
2013-03-11,106.540001,106.980003,105.879997,106.25,373100,106.096773
2013-03-12,105.669998,106.370003,104.959999,105.400002,415400,105.248001
2013-03-13,105.389999,105.389999,104.919998,105.25,290100,105.098215
2013-03-14,105.0,105.75,104.440002,104.82,276100,104.668835
2013-03-15,104.660004,104.93,103.459999,103.82,373400,103.670277
2013-03-18,103.419998,104.419998,102.720001,104.089996,242400,103.939885
2013-03-19,104.339996,104.760002,103.650002,104.419998,247000,104.26941
2013-03-20,105.059998,109.82,104.43,105.480003,303500,105.327887
2013-03-21,104.919998,109.650002,103.68,103.980003,169600,103.83005
2013-03-22,104.370003,104.489998,103.730003,104.160004,125400,104.009791
2013-03-25,104.639999,104.970001,103.68,104.389999,215900,104.239455
2013-03-26,104.279999,104.989998,103.870003,104.93,262900,104.778677
2013-03-27,104.370003,106.790001,104.199997,106.739998,310800,106.586064
