Date,Open,High,Low,Close,Volume,Adj Close
2011-08-04,49.689999,50.130001,47.790001,47.919998,4976400,42.092456
2011-08-05,48.57,48.880001,46.169998,47.18,5150100,41.44245
2011-08-08,45.700001,46.580002,41.34,41.34,7289600,36.312651
2011-08-09,42.119999,44.610001,40.099998,44.529999,7836900,39.114714
2011-08-10,43.52,43.529999,41.119999,41.189999,5663900,36.180891
2011-08-11,41.240002,44.98,40.310001,44.25,5447400,38.868766
2011-08-12,44.900002,45.779999,43.959999,44.209999,5022500,38.83363
2011-08-15,44.619999,45.580002,44.52,45.299999,3650800,39.791075
2011-08-16,44.509998,45.419998,44.32,45.119999,4306300,39.632965
2011-08-17,45.32,45.509998,43.639999,44.060001,3962200,38.701873
2011-08-18,42.369999,42.419998,40.630001,40.970001,4833700,35.987647
2011-08-19,39.91,41.779999,38.93,39.040001,5856500,34.292354
2011-08-22,40.099998,40.389999,39.330002,39.580002,4017100,34.766685
2011-08-23,39.77,42.610001,39.16,42.52,4923900,37.349151
2011-08-24,42.41,43.66,41.82,43.16,3837700,37.911321
2011-08-25,43.75,44.450001,41.689999,42.189999,2839300,37.059281
2011-08-26,41.619999,43.849998,40.990002,43.450001,3216400,38.166055
2011-08-29,44.330002,45.599998,44.139999,45.540001,2531200,40.00189
2011-08-30,45.209999,45.66,44.43,44.959999,2524000,39.492422
2011-08-31,45.439999,46.25,45.119999,45.700001,2921600,40.142432
2011-09-01,45.669998,45.799999,43.91,43.970001,2692700,38.622818
2011-09-02,42.700001,43.209999,42.360001,42.369999,2538600,37.217392
2011-09-06,40.720001,41.84,40.439999,41.470001,2496700,36.426842
2011-09-07,42.43,44.049999,42.279999,43.84,2380100,38.508626
2011-09-08,43.16,43.84,42.68,42.869999,1869200,37.656587
2011-09-09,42.240002,42.68,41.209999,41.73,2304300,36.655222
2011-09-12,40.93,42.07,40.34,42.02,2802200,36.909956
2011-09-13,42.169998,43.110001,41.599998,42.919998,3100200,37.700505
2011-09-14,43.779999,44.57,42.509998,43.799999,2548400,38.47349
2011-09-15,44.630001,45.080002,43.860001,44.970001,2451600,39.501208
2011-09-16,45.209999,45.490002,43.919998,45.07,3236500,39.589046
2011-09-19,43.900002,44.23,42.799999,43.799999,2716000,38.47349
2011-09-20,44.0,44.740002,43.509998,43.529999,2561500,38.236324
2011-09-21,43.52,43.939999,41.650002,41.669998,2601300,36.602518
2011-09-22,40.220001,40.630001,38.970001,39.84,5639500,34.995065
2011-09-23,39.52,40.41,39.369999,39.77,2404000,34.933578
2011-09-26,40.23,41.150002,39.060001,41.099998,2235600,36.101836
2011-09-27,42.099998,42.68,40.98,41.34,3015000,36.312651
2011-09-28,41.599998,42.0,39.919998,39.990002,4175100,35.126825
2011-09-29,41.18,42.0,39.889999,41.110001,3575400,36.110621
2011-09-30,40.209999,40.470001,39.360001,39.360001,2695100,34.573439
2011-10-03,38.950001,39.25,37.32,37.34,4678000,32.79909
2011-10-04,36.59,38.400002,36.0,38.18,5000000,33.536938
2011-10-05,38.279999,39.34,37.759998,39.049999,3110800,34.301136
2011-10-06,38.830002,40.779999,37.849998,40.709999,3039500,35.759264
2011-10-07,41.009998,41.259998,39.040001,39.060001,2419800,34.309922
2011-10-10,40.049999,41.09,39.93,41.080002,1786700,36.084271
2011-10-11,40.720001,41.720001,40.279999,41.439999,1910600,36.400488
2011-10-12,41.830002,43.68,41.77,42.919998,2767900,37.700505
2011-10-13,42.360001,42.57,40.509998,41.560001,2424800,36.505898
2011-10-14,43.389999,43.580002,42.07,42.880001,1817600,37.665372
2011-10-17,42.52,42.77,40.790001,40.93,2257400,35.952511
2011-10-18,41.07,43.07,40.669998,42.689999,2464300,37.498476
2011-10-19,42.5,42.919998,40.700001,40.900002,3109200,35.92616
2011-10-20,40.77,41.860001,40.400002,41.700001,2784900,36.628872
2011-10-21,42.240002,43.470001,42.099998,43.459999,3207600,38.174837
2011-10-24,43.740002,45.060001,43.59,44.700001,2674600,39.264042
2011-10-25,44.09,44.09,41.900002,42.049999,3460500,36.936307
2011-10-26,42.950001,43.209999,41.200001,42.860001,4087100,37.647804
2011-10-27,49.0,49.91,47.509998,48.529999,6176900,42.628275
2011-10-28,48.290001,49.029999,47.700001,48.740002,3464400,42.812739
2011-10-31,47.25,47.650002,46.66,46.68,3063900,41.003254
2011-11-01,45.200001,45.490002,43.84,44.09,3450300,38.728224
2011-11-02,45.09,45.5,44.139999,45.16,2622000,39.876119
2011-11-03,45.709999,47.259998,44.630001,46.82,2898700,41.341893
2011-11-04,46.049999,46.470001,44.900002,46.259998,2146500,40.847414
2011-11-07,46.080002,46.970001,45.540001,46.93,2021300,41.439023
2011-11-08,47.439999,48.619999,47.349998,48.360001,3831500,42.701708
2011-11-09,46.709999,46.869999,45.240002,45.349998,3138800,40.043887
2011-11-10,46.330002,46.580002,45.169998,45.599998,2512100,40.264636
2011-11-11,46.459999,47.32,46.43,47.220001,1933800,41.695093
2011-11-14,46.759998,47.0,46.080002,46.779999,2166000,41.306572
2011-11-15,46.330002,47.349998,46.0,46.880001,2234300,41.394874
2011-11-16,46.279999,46.549999,45.290001,45.349998,2707000,40.043887
2011-11-17,45.220001,45.259998,43.900002,44.169998,3038300,39.001951
2011-11-18,44.549999,44.740002,43.93,44.209999,1766900,39.037272
2011-11-21,44.060001,44.169998,42.59,43.080002,1962600,38.039488
2011-11-22,42.919998,43.310001,42.259998,42.73,2100700,37.730437
2011-11-23,42.150002,42.310001,41.290001,41.310001,2038800,36.476584
2011-11-25,41.150002,42.119999,41.099998,41.509998,770900,36.653181
2011-11-28,44.77,44.77,42.490002,43.029999,2491200,37.995336
2011-11-29,43.130001,43.32,42.549999,42.880001,2185100,37.862888
2011-11-30,44.34,45.98,44.27,45.91,3035200,40.538366
2011-12-01,45.57,45.82,44.970001,45.48,1205000,40.158678
2011-12-02,45.959999,47.330002,45.84,45.98,1555600,40.600176
2011-12-05,46.970001,47.439999,46.490002,46.970001,1607400,41.474344
2011-12-06,46.889999,47.360001,46.419998,46.939999,1574900,41.447852
2011-12-07,46.689999,48.41,46.299999,48.209999,2105100,42.569258
2011-12-08,47.68,47.700001,45.43,45.580002,2684000,40.246979
2011-12-09,46.0,47.330002,45.880001,47.099998,2704900,41.589131
2011-12-12,46.34,46.34,45.169998,45.669998,2440500,40.326446
2011-12-13,45.91,46.459999,44.540001,45.07,2860700,39.796649
2011-12-14,44.68,45.400002,44.360001,44.950001,2832100,39.690691
2011-12-15,45.68,45.91,45.080002,45.169998,2799800,39.884948
2011-12-16,46.150002,46.689999,45.68,46.549999,6187400,41.103484
2011-12-19,46.740002,47.200001,46.189999,46.380001,3029000,40.953376
2011-12-20,47.25,49.060001,47.16,49.0,3132700,43.266826
2011-12-21,48.990002,49.52,48.630001,49.389999,3903600,43.611194
2011-12-22,49.470001,50.400002,49.189999,50.049999,2299200,44.193971
2011-12-23,50.380001,50.610001,49.889999,50.610001,1131200,44.68845
2011-12-27,50.330002,50.779999,50.029999,50.029999,1425000,44.176311
2011-12-28,50.029999,50.189999,49.299999,49.470001,1195900,43.681835
2011-12-29,49.740002,50.849998,49.720001,50.540001,1278400,44.626641
2011-12-30,50.200001,50.369999,49.57,49.639999,1763600,43.831943
2012-01-03,51.16,52.349998,51.029999,51.450001,2166100,45.430168
2012-01-04,51.060001,51.290001,50.48,50.810001,1931200,44.86505
2012-01-05,50.360001,51.330002,49.66,51.240002,1716700,45.244739
2012-01-06,51.189999,51.669998,50.810001,51.09,1740700,45.112288
2012-01-09,51.220001,51.66,50.880001,51.099998,1740700,45.121117
2012-01-10,51.82,52.09,51.599998,51.900002,2976400,45.827517
2012-01-11,51.529999,51.93,51.139999,51.75,1985200,45.695066
2012-01-12,52.080002,52.389999,51.389999,51.91,1900700,45.836345
2012-01-13,50.98,52.130001,50.57,51.400002,1951300,45.386018
2012-01-17,52.279999,52.540001,51.48,51.59,1601300,45.553786
2012-01-18,51.599998,52.57,51.200001,52.5,1366700,46.357313
2012-01-19,52.529999,53.810001,52.32,53.650002,2081200,47.37276
2012-01-20,53.880001,54.990002,53.68,54.68,2474200,48.282246
2012-01-23,54.919998,55.610001,54.439999,54.75,1908300,48.344055
2012-01-24,54.049999,54.470001,53.810001,54.23,1895800,47.884897
2012-01-25,53.970001,54.540001,53.880001,54.279999,1944400,47.929046
2012-01-26,54.610001,55.130001,54.139999,54.68,2967300,48.282246
2012-01-27,54.32,54.549999,53.25,53.669998,3209100,47.390417
2012-01-30,52.880001,53.740002,52.290001,53.279999,1509200,47.046049
2012-01-31,53.459999,53.650002,52.82,53.549999,3069100,47.284459
2012-02-01,54.810001,55.400002,53.950001,54.779999,3408800,48.370544
2012-02-02,51.169998,51.650002,49.139999,50.380001,9200400,44.485362
2012-02-03,50.970001,53.66,50.810001,53.650002,3605700,47.37276
2012-02-06,53.130001,54.380001,52.75,54.330002,3008600,47.973198
2012-02-07,53.91,54.93,53.68,54.919998,2921000,48.494163
2012-02-08,54.599998,55.060001,54.290001,54.619999,2754400,48.476414
2012-02-09,54.970001,55.380001,53.970001,54.099998,2719800,48.014902
2012-02-10,53.299999,54.220001,52.990002,54.189999,2332300,48.094779
2012-02-13,54.75,55.150002,54.060001,55.040001,2153100,48.849175
2012-02-14,54.880001,55.400002,54.369999,55.32,2688700,49.09768
2012-02-15,55.400002,55.5,54.529999,54.860001,2788200,48.689421
2012-02-16,54.93,56.119999,54.619999,55.709999,1498400,49.443812
2012-02-17,56.049999,56.639999,55.869999,56.540001,1585600,50.180457
2012-02-21,56.669998,56.779999,55.98,56.189999,1703600,49.869822
2012-02-22,56.48,56.48,55.639999,55.84,1942400,49.559191
2012-02-23,55.75,56.57,55.599998,56.5,1743400,50.144955
2012-02-24,56.73,56.959999,56.150002,56.41,1168800,50.065078
2012-02-27,55.630001,56.549999,55.490002,56.200001,1226600,49.878699
2012-02-28,56.259998,56.400002,55.919998,56.18,2233200,49.860948
2012-02-29,56.150002,56.369999,55.650002,55.759998,2558600,49.488188
2012-03-01,56.049999,56.669998,55.889999,56.169998,1384900,49.852071
2012-03-02,56.290001,56.59,55.790001,55.84,1090100,49.559191
2012-03-05,55.619999,55.779999,55.25,55.540001,1740100,49.292935
2012-03-06,54.77,54.950001,54.07,54.169998,1625900,48.077029
2012-03-07,54.43,54.799999,54.259998,54.549999,1252900,48.414288
2012-03-08,55.080002,55.43,54.830002,55.32,1404700,49.09768
2012-03-09,55.439999,56.580002,55.220001,56.080002,1358600,49.772198
2012-03-12,56.07,56.389999,55.16,55.849998,1183200,49.568065
2012-03-13,56.189999,57.650002,56.009998,57.599998,2242900,51.121227
2012-03-14,57.580002,57.82,56.73,56.75,1725100,50.366835
2012-03-15,56.799999,58.110001,56.41,58.02,1810100,51.493988
2012-03-16,58.630001,58.68,57.630001,57.720001,2253000,51.227732
2012-03-19,57.34,58.470001,57.189999,58.09,1410800,51.556114
2012-03-20,57.240002,58.09,57.119999,57.27,1933500,50.828347
2012-03-21,57.369999,57.900002,57.119999,57.389999,1655500,50.934848
2012-03-22,56.73,56.93,56.32,56.490002,1768100,50.136081
2012-03-23,56.279999,57.290001,55.860001,57.099998,1908800,50.677466
2012-03-26,57.599998,58.25,57.5,58.25,1331800,51.698117
2012-03-27,58.27,58.369999,57.689999,57.700001,1295200,51.209981
2012-03-28,57.549999,57.869999,56.709999,57.82,1631200,51.316483
2012-03-29,56.950001,57.0,55.91,56.43,2465700,50.082829
2012-03-30,56.419998,57.52,56.419998,57.130001,1533600,50.704094
2012-04-02,57.18,57.939999,57.080002,57.759998,1604600,51.26323
2012-04-03,57.470001,57.580002,56.650002,56.959999,1334800,50.553214
2012-04-04,56.299999,56.709999,55.919998,56.07,1263600,49.763321
2012-04-05,55.580002,55.950001,55.0,55.529999,1767500,49.284058
2012-04-09,54.27,54.779999,54.23,54.459999,1579000,48.334411
2012-04-10,54.450001,54.740002,53.169998,53.220001,1825900,47.233886
2012-04-11,54.18,54.810001,53.740002,53.849998,1461900,47.793022
2012-04-12,54.080002,54.889999,54.029999,54.73,1768000,48.574042
2012-04-13,54.419998,54.450001,53.130001,53.130001,1649500,47.154009
2012-04-16,53.5,53.91,53.189999,53.639999,1518500,47.606643
2012-04-17,54.220001,55.490002,54.150002,55.169998,1541800,48.96455
2012-04-18,54.66,54.849998,53.900002,53.959999,1522100,47.89065
2012-04-19,53.880001,54.240002,53.049999,53.560001,1921800,47.535643
2012-04-20,53.82,54.110001,53.290001,53.450001,1607300,47.438016
2012-04-23,52.439999,53.130001,51.950001,52.84,2110600,46.896627
2012-04-24,52.419998,52.889999,51.459999,52.450001,3336900,46.550494
2012-04-25,53.009998,53.700001,52.849998,53.599998,1919200,47.571142
2012-04-26,53.470001,54.490002,53.259998,54.25,1760500,48.148032
2012-04-27,54.290001,54.549999,53.740002,54.080002,1474700,47.997155
2012-04-30,54.099998,54.48,53.880001,54.209999,1008100,48.11253
2012-05-01,53.959999,55.0,53.959999,54.259998,1468500,48.156906
2012-05-02,53.68,53.799999,53.07,53.41,1625600,47.710265
2012-05-03,53.439999,53.549999,52.540001,52.799999,1806200,47.165361
2012-05-04,52.389999,52.610001,51.200001,52.0,1898300,46.450735
2012-05-07,51.700001,52.23,51.43,52.07,1500000,46.513265
2012-05-08,51.599998,51.93,50.900002,51.509998,1746400,46.013025
2012-05-09,50.630001,51.139999,50.32,50.599998,1868500,45.200137
2012-05-10,50.990002,51.52,50.619999,50.779999,968400,45.360928
2012-05-11,50.169998,51.029999,49.709999,50.470001,1008900,45.084013
2012-05-14,49.57,50.279999,49.349998,49.66,1761400,44.360452
2012-05-15,49.59,50.009998,49.110001,49.18,1113200,43.931676
2012-05-16,49.459999,49.639999,47.82,47.849998,1982100,42.743608
2012-05-17,47.810001,48.040001,47.189999,47.200001,1933400,42.162976
2012-05-18,47.52,47.75,46.32,46.41,1672600,41.457281
2012-05-21,46.470001,47.509998,46.150002,47.5,1396300,42.43096
2012-05-22,47.799999,48.389999,47.0,47.310001,1516300,42.261237
2012-05-23,46.810001,47.48,46.419998,47.32,1881200,42.270169
2012-05-24,47.630001,47.93,47.139999,47.900002,1741100,42.788275
2012-05-25,47.799999,48.330002,47.68,47.779999,1482700,42.681078
2012-05-29,48.119999,48.529999,48.0,48.400002,1089400,43.234916
2012-05-30,47.84,48.150002,47.720001,47.919998,1913700,42.806137
2012-05-31,47.830002,48.369999,47.16,47.919998,2129100,42.806137
2012-06-01,46.700001,46.75,45.779999,45.810001,2359500,40.921312
2012-06-04,46.110001,46.389999,45.259998,45.459999,1490800,40.608661
2012-06-05,45.27,46.77,45.169998,46.57,1673600,41.600206
2012-06-06,46.869999,48.369999,46.77,48.369999,1633000,43.208116
2012-06-07,49.369999,49.689999,48.18,48.259998,2031500,43.109854
2012-06-08,48.0,48.709999,47.369999,48.529999,1567200,43.351041
2012-06-11,49.279999,49.279999,47.509998,47.57,1465900,42.49349
2012-06-12,47.970001,48.360001,47.439999,48.330002,1640500,43.172387
2012-06-13,48.029999,48.080002,47.060001,47.240002,1621700,42.198708
2012-06-14,47.450001,48.049999,47.310001,47.919998,1617600,42.806137
2012-06-15,48.080002,49.779999,48.080002,49.75,2639900,44.440848
2012-06-18,49.349998,49.720001,49.060001,49.650002,1218500,44.351521
2012-06-19,49.889999,50.990002,49.619999,50.700001,1916000,45.289467
2012-06-20,50.82,51.889999,50.689999,51.139999,2303700,45.682511
2012-06-21,51.32,51.419998,49.580002,49.630001,1849500,44.333654
2012-06-22,49.919998,51.259998,49.919998,50.82,2671100,45.39666
2012-06-25,50.009998,50.009998,48.779999,49.439999,1741500,44.163928
2012-06-26,49.48,50.25,49.23,49.790001,1504000,44.47658
2012-06-27,49.970001,50.91,49.830002,50.700001,1506100,45.289467
2012-06-28,50.389999,50.84,49.900002,50.799999,1033700,45.378794
2012-06-29,52.27,52.360001,51.880001,52.259998,1717100,46.682987
2012-07-02,52.360001,52.599998,51.73,51.990002,1447900,46.441804
2012-07-03,51.84,52.48,51.75,52.34,829300,46.754452
2012-07-05,51.970001,52.130001,51.380001,51.43,1330600,45.941564
2012-07-06,50.639999,51.279999,50.639999,50.959999,1174400,45.52172
2012-07-09,50.91,50.950001,50.119999,50.389999,1218700,45.012548
2012-07-10,50.869999,51.419998,50.080002,50.23,1607400,44.869623
2012-07-11,50.240002,50.650002,49.849998,50.450001,1147500,45.066147
2012-07-12,49.869999,49.970001,49.200001,49.610001,1101100,44.315788
2012-07-13,49.799999,51.27,49.709999,51.110001,927300,45.655713
2012-07-16,50.759998,50.950001,50.400002,50.580002,726900,45.182274
2012-07-17,51.0,51.290001,50.040001,51.259998,976700,45.789704
2012-07-18,51.23,52.610001,50.939999,52.150002,1435400,46.584729
2012-07-19,52.23,52.650002,51.57,51.91,1355200,46.370339
2012-07-20,51.32,51.48,50.259998,50.299999,1301000,44.932153
2012-07-23,49.139999,49.490002,48.419998,49.16,1705800,43.91381
2012-07-24,49.099998,49.099998,47.959999,48.470001,1489500,43.297446
2012-07-25,48.599998,48.830002,47.84,47.98,1756100,42.859736
2012-07-26,49.330002,50.970001,49.310001,50.759998,2119100,45.343062
2012-07-27,51.380001,53.0,51.0,52.529999,2294500,46.924174
2012-07-30,52.419998,52.91,52.110001,52.23,1149500,46.65619
2012-07-31,51.93,52.040001,51.540001,51.720001,1653800,46.200617
2012-08-01,51.950001,52.09,51.259998,51.32,1432000,46.155647
2012-08-02,50.700001,51.18,50.0,50.810001,1146800,45.69697
2012-08-03,51.889999,52.799999,51.779999,52.630001,1010800,47.333823
2012-08-06,52.689999,53.16,52.419998,52.880001,1154800,47.558665
2012-08-07,53.189999,54.77,53.09,54.25,1821400,48.790801
2012-08-08,53.91,54.560001,53.869999,54.5,1106800,49.015643
2012-08-09,54.299999,54.720001,53.98,54.369999,1070300,48.898724
2012-08-10,54.16,54.610001,53.98,54.5,777600,49.015643
2012-08-13,54.25,54.52,53.970001,54.32,806600,48.853756
2012-08-14,54.759998,54.849998,54.200001,54.34,946100,48.871744
2012-08-15,54.259998,54.509998,54.049999,54.389999,819500,48.916712
2012-08-16,54.439999,55.150002,54.200001,54.939999,1257500,49.411364
2012-08-17,55.099998,55.369999,54.970001,55.299999,952900,49.735138
2012-08-20,55.07,55.27,54.740002,55.0,594800,49.465328
2012-08-21,55.0,55.790001,54.650002,54.869999,723200,49.348409
2012-08-22,54.68,55.09,54.400002,54.82,596200,49.303441
2012-08-23,54.759998,54.959999,54.330002,54.400002,568200,48.925707
2012-08-24,54.240002,55.299999,54.110001,55.18,894000,49.627215
2012-08-27,55.25,55.32,54.060001,54.150002,1184100,48.700865
2012-08-28,54.049999,54.84,53.93,54.470001,969300,48.988663
2012-08-29,54.610001,54.950001,54.349998,54.450001,706400,48.970675
2012-08-30,54.060001,54.849998,53.73,54.549999,897800,49.060611
2012-08-31,55.0,55.450001,54.490002,54.91,849200,49.384384
2012-09-04,54.869999,55.299999,54.389999,54.610001,924600,49.114574
2012-09-05,54.48,54.790001,54.220001,54.380001,965800,48.90772
2012-09-06,54.950001,56.150002,54.919998,56.009998,992700,50.37369
2012-09-07,56.029999,56.669998,56.0,56.470001,774200,50.787402
2012-09-10,56.48,56.57,55.860001,55.880001,1073200,50.256774
2012-09-11,55.880001,56.43,55.860001,56.150002,926100,50.499604
2012-09-12,56.509998,56.889999,56.349998,56.66,938400,50.958281
2012-09-13,56.009998,58.16,55.759998,58.119999,2148500,52.27136
2012-09-14,58.18,60.470001,58.18,59.200001,2769500,53.242681
2012-09-17,59.130001,59.130001,58.220001,58.34,1099000,52.469222
2012-09-18,58.25,58.580002,57.919998,58.189999,1043500,52.334316
2012-09-19,58.169998,58.330002,57.68,57.810001,1103900,51.992558
2012-09-20,57.32,57.549999,56.93,57.450001,1222900,51.668784
2012-09-21,57.790001,58.259998,57.439999,57.599998,1990100,51.803687
2012-09-24,57.169998,57.82,56.950001,57.41,852400,51.632808
2012-09-25,57.779999,57.889999,55.889999,55.91,1357900,50.283754
2012-09-26,55.950001,56.419998,55.349998,56.080002,1895600,50.436649
2012-09-27,56.560001,57.209999,56.32,56.939999,1038500,51.210104
2012-09-28,56.939999,56.990002,56.200001,56.689999,1025100,50.985261
2012-10-01,57.18,57.720001,56.470001,56.68,979300,50.976269
2012-10-02,57.02,57.060001,56.25,56.43,987100,50.751427
2012-10-03,56.73,56.860001,56.16,56.48,1085500,50.796394
2012-10-04,56.919998,58.130001,56.919998,57.77,1582900,51.956582
2012-10-05,58.18,58.529999,57.669998,57.830002,1505800,52.010545
2012-10-08,57.509998,57.900002,57.360001,57.689999,566100,51.884631
2012-10-09,57.439999,57.91,57.200001,57.299999,921600,51.533877
2012-10-10,57.369999,57.549999,56.700001,56.779999,1105900,51.066205
2012-10-11,57.450001,57.57,56.799999,56.830002,1441400,51.111176
2012-10-12,56.77,56.990002,55.66,55.959999,1020800,50.328722
2012-10-15,56.200001,56.43,55.810001,56.189999,1151600,50.535576
2012-10-16,56.73,58.18,56.73,57.889999,1237900,52.064505
2012-10-17,58.060001,59.139999,57.959999,58.990002,1078500,53.053814
2012-10-18,58.84,59.27,58.560001,58.919998,1049000,52.990855
2012-10-19,58.669998,58.900002,57.540001,57.799999,957200,51.983562
2012-10-22,58.720001,58.720001,57.48,58.27,1329600,52.406267
2012-10-23,57.02,57.41,56.73,57.119999,1795400,51.37199
2012-10-24,57.509998,57.98,56.91,57.07,1683000,51.327023
2012-10-25,58.59,60.68,58.419998,59.0,2656200,53.062806
2012-10-26,58.970001,59.5,58.130001,59.299999,1974700,53.332616
2012-10-31,58.900002,59.380001,56.130001,58.369999,3463400,52.496202
2012-11-01,58.27,59.709999,57.830002,59.68,1544700,54.091393
2012-11-02,60.0,60.709999,59.75,60.119999,3432200,54.490188
2012-11-05,59.669998,60.299999,59.34,60.119999,1799600,54.490188
2012-11-06,60.27,61.040001,60.099998,60.450001,1336000,54.789288
2012-11-07,59.650002,59.66,58.07,58.599998,1702100,53.112525
2012-11-08,58.689999,59.41,57.990002,58.009998,1458100,52.577774
2012-11-09,57.720001,58.650002,57.439999,58.049999,741700,52.61403
2012-11-12,58.049999,59.779999,57.799999,58.389999,1075800,52.922191
2012-11-13,57.75,59.580002,57.66,58.549999,1714000,53.067208
2012-11-14,58.73,58.919998,57.41,57.580002,1636300,52.188044
2012-11-15,57.400002,58.369999,57.200001,58.060001,1806400,52.623095
2012-11-16,57.419998,58.5,57.419998,58.380001,2166900,52.913129
2012-11-19,59.279999,59.869999,59.169998,59.740002,1500700,54.145775
2012-11-20,59.619999,59.77,59.18,59.77,1441500,54.172965
2012-11-21,59.860001,60.310001,59.490002,60.169998,1085700,54.535506
2012-11-23,60.630001,61.080002,60.490002,61.0,937000,55.287784
2012-11-26,60.599998,60.799999,60.41,60.5,1832300,54.834605
2012-11-27,60.380001,60.98,60.130001,60.150002,1308000,54.517382
2012-11-28,59.650002,60.740002,59.450001,60.689999,1348600,55.006812
2012-11-29,60.950001,61.740002,60.75,61.459999,1367200,55.704707
2012-11-30,61.380001,61.740002,60.669998,60.669998,1900000,54.988684
2012-12-03,60.919998,61.490002,60.810001,61.099998,1444700,55.378418
2012-12-04,60.939999,61.119999,60.549999,60.610001,1124500,54.934305
2012-12-05,60.610001,61.360001,60.48,61.119999,1074400,55.396546
2012-12-06,61.029999,61.82,60.740002,61.779999,1152100,55.994741
2012-12-07,61.900002,62.700001,61.830002,62.349998,1722200,56.511364
2012-12-10,61.959999,62.0,61.290001,61.290001,1738600,55.550628
2012-12-11,61.68,61.93,61.389999,61.509998,1569500,55.750024
2012-12-12,61.75,62.759998,61.66,61.900002,1667800,56.103506
2012-12-13,61.779999,61.889999,61.119999,61.380001,1133600,55.6322
2012-12-14,61.209999,61.59,61.09,61.220001,860800,55.487183
2012-12-17,61.630001,62.5,61.549999,62.490002,1090600,56.638257
2012-12-18,62.459999,63.59,62.279999,63.52,1756300,57.571804
2012-12-19,63.490002,63.75,62.91,62.91,1231600,57.018926
2012-12-20,62.91,63.52,62.830002,63.509998,988000,57.562739
2012-12-21,62.669998,63.07,62.240002,62.669998,2420600,56.801398
2012-12-24,62.540001,63.009998,62.400002,62.889999,511300,57.000798
2012-12-26,62.959999,63.119999,62.41,62.470001,700400,56.62013
2012-12-27,62.540001,62.799999,61.630001,62.57,1011200,56.710764
2012-12-28,62.09,62.77,61.990002,62.189999,895200,56.366347
2012-12-31,62.0,62.639999,61.790001,62.630001,1187400,56.765147
2013-01-02,64.25,65.309998,64.160004,65.279999,1860300,59.166991
2013-01-03,65.209999,66.010002,65.059998,65.169998,1673200,59.067291
2013-01-04,65.239998,66.029999,65.099998,65.949997,827000,59.774249
2013-01-07,65.650002,65.75,64.970001,65.25,1137000,59.139801
2013-01-08,63.900002,64.68,63.59,63.98,1452200,57.988727
2013-01-09,64.25,64.610001,64.129997,64.269997,957800,58.251568
2013-01-10,64.800003,65.0,64.489998,65.0,939800,58.913212
2013-01-11,64.769997,65.360001,64.620003,65.07,1116900,58.976657
2013-01-14,65.080002,65.379997,64.959999,65.300003,1347600,59.185122
2013-01-15,64.93,65.120003,64.389999,64.879997,1247800,58.804447
2013-01-16,64.629997,64.709999,64.099998,64.25,1197000,58.233444
2013-01-17,64.529999,65.599998,64.419998,65.400002,1283100,59.275756
2013-01-18,65.260002,65.919998,64.790001,65.900002,1305600,59.728935
2013-01-22,65.690002,66.529999,65.620003,66.529999,857700,60.299937
2013-01-23,66.360001,66.480003,65.949997,66.43,678900,60.209303
2013-01-24,66.529999,67.309998,66.389999,66.879997,1215300,60.617161
2013-01-25,67.099998,67.379997,66.57,67.379997,950700,61.07034
2013-01-28,67.400002,67.400002,66.330002,66.790001,879500,60.535592
2013-01-29,66.550003,67.410004,66.25,67.389999,1370200,61.079405
2013-01-30,67.190002,67.32,66.309998,66.860001,1763100,60.599037
2013-01-31,66.860001,67.440002,65.720001,66.32,2338700,60.109603
2013-02-01,67.150002,67.339996,66.489998,67.150002,1508100,60.861881
2013-02-04,66.669998,66.760002,65.139999,65.309998,3297200,59.194181
2013-02-05,65.940002,66.540001,65.75,66.279999,1494400,60.073348
2013-02-06,65.800003,66.610001,65.730003,66.610001,1327400,60.372448
2013-02-07,66.480003,66.720001,65.470001,66.129997,1321000,60.345067
2013-02-08,66.209999,66.620003,66.080002,66.489998,862400,60.673575
2013-02-11,66.400002,66.690002,66.169998,66.489998,636000,60.673575
2013-02-12,66.709999,67.540001,66.599998,67.489998,1445900,61.586097
2013-02-13,67.5,68.220001,67.32,67.889999,1173800,61.951107
2013-02-14,67.580002,69.120003,67.580002,69.040001,1573000,63.000509
2013-02-15,69.169998,69.339996,68.709999,68.769997,1748200,62.754124
2013-02-19,68.830002,69.150002,68.830002,69.029999,1477500,62.991381
2013-02-20,68.900002,69.07,67.889999,67.949997,1537900,62.005856
2013-02-21,67.699997,67.82,67.059998,67.25,1174100,61.367094
2013-02-22,67.650002,67.93,67.480003,67.93,1017600,61.987609
2013-02-25,68.309998,68.730003,66.25,66.25,1627300,60.454572
2013-02-26,66.660004,66.889999,65.949997,66.620003,1675000,60.792207
2013-02-27,66.309998,68.279999,66.309998,68.110001,1230400,62.151863
2013-02-28,68.110001,69.150002,67.980003,68.629997,1847400,62.626371
2013-03-01,68.040001,68.379997,66.940002,68.080002,2272600,62.124488
2013-03-04,68.0,68.900002,67.790001,68.870003,1460700,62.845382
2013-03-05,69.370003,70.57,69.18,70.269997,1784900,64.122907
2013-03-06,70.510002,70.610001,70.150002,70.510002,2132600,64.341917
2013-03-07,70.690002,71.07,70.419998,70.739998,988200,64.551793
2013-03-08,71.190002,72.110001,71.160004,72.089996,1896300,65.783696
2013-03-11,72.050003,72.470001,71.900002,72.209999,1568300,65.893201
