Date,Open,High,Low,Close,Volume,Adj Close
2011-08-03,129.699997,129.970001,125.059998,128.300003,1219900,108.466655
2011-08-04,126.800003,127.860001,123.580002,123.650002,1590900,104.535477
2011-08-05,125.139999,125.139999,120.5,121.459999,1518200,102.684018
2011-08-08,119.32,121.010002,115.910004,116.349998,2997700,98.36395
2011-08-09,118.269997,125.709999,117.400002,125.57,3101200,106.158671
2011-08-10,122.629997,131.679993,122.589996,125.669998,3243400,106.243211
2011-08-11,126.300003,133.309998,125.540001,131.089996,1550700,110.825355
2011-08-12,132.240005,134.139999,128.770004,129.300003,1057200,109.312069
2011-08-15,130.160004,132.789993,129.979996,132.399994,1331500,111.932846
2011-08-16,131.149994,133.949997,130.229996,132.889999,1078400,112.347103
2011-08-17,133.619995,135.220001,132.410004,133.5,732900,112.862806
2011-08-18,125.779999,128.580002,125.260002,128.179993,5223300,108.365196
2011-08-19,127.82,128.729996,124.949997,125.5,1934600,106.099492
2011-08-22,127.82,128.0,124.589996,126.57,1342500,107.004085
2011-08-23,126.650002,128.949997,125.629997,128.880005,990300,108.956997
2011-08-24,128.429993,131.240005,127.400002,131.070007,1170300,110.808456
2011-08-25,132.080002,133.809998,127.230003,128.649994,1027300,108.762542
2011-08-26,127.730003,130.600006,124.620003,130.589996,915300,110.402648
2011-08-29,132.039993,133.800003,131.589996,133.690002,895800,113.023437
2011-08-30,134.130005,135.610001,131.169998,134.800003,925800,113.961848
2011-08-31,136.169998,136.949997,134.600006,136.380005,1601800,115.297604
2011-09-01,136.419998,136.660004,134.0,134.559998,1255100,113.758944
2011-09-02,131.589996,135.199997,130.600006,134.360001,1293200,113.589863
2011-09-06,130.649994,135.259995,130.649994,133.320007,1679000,112.710638
2011-09-07,134.220001,136.690002,132.309998,136.440002,1305900,115.348327
2011-09-08,135.990005,137.929993,135.130005,136.639999,851200,115.517407
2011-09-09,135.020004,136.119995,131.740005,132.320007,893000,111.865224
2011-09-12,130.679993,133.740005,130.679993,133.720001,892300,113.048799
2011-09-13,134.5,134.710007,131.990005,133.259995,928300,112.659902
2011-09-14,133.770004,133.889999,129.529999,130.399994,1736900,110.242017
2011-09-15,131.229996,131.539993,129.149994,130.139999,1138700,110.022214
2011-09-16,130.639999,131.240005,127.660004,130.179993,1888000,110.056025
2011-09-19,128.300003,128.339996,126.220001,126.290001,1470100,106.76737
2011-09-20,127.0,127.709999,125.839996,126.120003,739500,106.623651
2011-09-21,125.309998,126.760002,118.529999,118.75,2283800,100.392946
2011-09-22,115.669998,117.620003,113.25,115.279999,2295900,97.459357
2011-09-23,114.510002,117.550003,114.269997,117.349998,1278300,99.209365
2011-09-26,118.400002,118.760002,116.290001,118.529999,1080300,100.206954
2011-09-27,120.650002,121.519997,119.540001,120.25,1616200,101.661067
2011-09-28,118.889999,120.480003,116.709999,117.059998,1311400,99.70462
2011-09-29,119.300003,119.32,116.610001,118.400002,793300,100.845954
2011-09-30,116.839996,118.440002,114.010002,114.050003,1034600,97.140889
2011-10-03,114.300003,116.690002,110.739998,110.779999,1384800,94.355697
2011-10-04,109.400002,117.410004,107.540001,116.989998,1300000,99.644998
2011-10-05,116.669998,116.800003,110.0,115.550003,1174300,98.418498
2011-10-06,114.879997,118.949997,114.190002,118.860001,1046600,101.237753
2011-10-07,120.080002,120.550003,115.739998,115.970001,1118000,98.776227
2011-10-10,117.949997,121.220001,117.720001,121.099998,1159900,103.145648
2011-10-11,122.07,122.07,117.779999,118.5,766600,100.931127
2011-10-12,119.32,121.980003,118.220001,120.110001,940800,102.302428
2011-10-13,119.43,120.25,117.330002,119.129997,678100,101.46772
2011-10-14,120.830002,122.230003,119.940002,121.830002,663100,103.767421
2011-10-17,120.309998,120.660004,116.910004,117.220001,992200,99.840901
2011-10-18,117.459999,121.050003,116.860001,120.730003,1219600,102.830509
2011-10-19,120.199997,122.400002,120.040001,120.830002,974900,102.915681
2011-10-20,121.169998,121.690002,118.339996,120.489998,912300,102.626086
2011-10-21,121.720001,124.5,121.239998,124.449997,864000,105.998974
2011-10-24,124.610001,128.059998,124.099998,127.099998,820100,108.256085
2011-10-25,126.019997,128.119995,124.809998,127.029999,1292900,108.196463
2011-10-26,128.259995,128.429993,125.510002,128.039993,1074400,109.056716
2011-10-27,130.610001,136.399994,130.279999,135.639999,1199100,115.529941
2011-10-28,134.399994,135.410004,130.940002,133.089996,930900,113.358002
2011-10-31,132.190002,134.490005,129.619995,133.690002,1071900,113.869051
2011-11-01,126.050003,130.270004,125.139999,125.43,1790100,106.833682
2011-11-02,128.179993,129.399994,126.269997,128.970001,862200,109.84884
2011-11-03,129.710007,129.710007,125.099998,129.039993,1022900,109.908455
2011-11-04,127.18,130.419998,126.769997,130.320007,1228400,110.998693
2011-11-07,130.360001,132.229996,128.270004,130.300003,573700,110.981655
2011-11-08,130.940002,131.429993,127.07,131.25,724700,111.790805
2011-11-09,127.949997,129.220001,124.480003,124.919998,799200,106.399293
2011-11-10,127.010002,127.010002,124.379997,125.129997,608500,106.578157
2011-11-11,126.589996,129.509995,125.870003,129.320007,474700,110.146954
2011-11-14,128.229996,128.690002,126.43,126.690002,493900,107.906875
2011-11-15,126.32,128.75,126.0,127.93,531500,108.96303
2011-11-16,127.239998,127.919998,125.540001,125.650002,755800,107.021065
2011-11-17,125.400002,125.400002,121.57,122.290001,975900,104.15922
2011-11-18,123.260002,123.360001,121.389999,123.239998,743700,104.96837
2011-11-21,121.190002,121.669998,119.0,120.660004,884300,102.770887
2011-11-22,120.610001,121.639999,119.379997,119.449997,469100,101.740277
2011-11-23,118.519997,119.029999,116.580002,116.949997,747400,99.610928
2011-11-25,116.760002,120.269997,116.25,118.099998,264300,100.59043
2011-11-28,121.800003,122.389999,118.120003,119.419998,812600,101.714725
2011-11-29,119.959999,120.349998,117.970001,118.809998,528400,101.195164
2011-11-30,122.080002,125.089996,120.949997,124.849998,1125800,106.339671
2011-12-01,124.400002,124.760002,122.129997,123.889999,717200,105.522002
2011-12-02,125.239998,126.540001,123.660004,124.010002,483200,105.624213
2011-12-05,125.760002,125.760002,122.339996,123.059998,814000,104.815057
2011-12-06,122.970001,123.220001,121.730003,122.580002,351300,104.406225
2011-12-07,122.059998,125.040001,121.629997,124.75,442000,106.254498
2011-12-08,124.129997,124.629997,121.599998,121.959999,447000,103.878145
2011-12-09,122.43,126.68,121.599998,125.639999,720200,107.012546
2011-12-12,124.559998,124.559998,122.260002,123.07,768100,104.823576
2011-12-13,123.57,125.120003,121.93,122.720001,472400,104.525468
2011-12-14,122.0,126.690002,122.0,125.25,832600,106.680368
2011-12-15,126.629997,128.940002,125.900002,128.490005,784900,109.440009
2011-12-16,129.360001,131.550003,128.520004,128.960007,1121500,109.840327
2011-12-19,129.419998,129.429993,126.870003,127.07,882400,108.230534
2011-12-20,128.899994,129.860001,128.410004,129.460007,757600,110.266197
2011-12-21,130.169998,130.169998,128.169998,128.929993,779200,109.814763
2011-12-22,129.320007,132.5,129.139999,131.830002,929400,112.284815
2011-12-23,132.729996,132.800003,130.809998,131.949997,790600,112.38702
2011-12-27,131.880005,133.380005,131.0,132.559998,341000,112.906582
2011-12-28,131.259995,131.610001,129.740005,130.0,451700,111.47711
2011-12-29,130.330002,131.479996,130.0,131.139999,417600,112.454678
2011-12-30,131.199997,132.369995,130.580002,130.600006,305800,111.991625
2012-01-03,133.940002,133.940002,128.990005,130.039993,637500,111.511405
2012-01-04,128.649994,129.440002,127.260002,127.480003,683000,109.316172
2012-01-05,127.230003,130.160004,126.760002,129.830002,600700,111.331334
2012-01-06,130.220001,130.699997,127.93,128.199997,721900,109.933578
2012-01-09,128.270004,128.940002,126.720001,126.949997,577400,108.861683
2012-01-10,128.240005,129.229996,127.610001,128.110001,829100,109.856405
2012-01-11,127.75,128.169998,126.370003,127.529999,700300,109.359044
2012-01-12,126.980003,126.980003,123.790001,124.260002,902800,106.554968
2012-01-13,124.610001,126.82,123.709999,126.489998,1298500,108.467226
2012-01-17,127.330002,130.210007,127.309998,128.729996,916000,110.388061
2012-01-18,128.820007,130.850006,127.739998,127.980003,880300,109.74493
2012-01-19,128.449997,128.75,126.919998,127.089996,960100,108.981734
2012-01-20,127.089996,128.220001,126.169998,127.82,870800,109.607724
2012-01-23,127.160004,129.970001,127.160004,129.729996,651000,111.245577
2012-01-24,128.169998,131.380005,128.169998,131.130005,816300,112.446107
2012-01-25,130.710007,133.949997,130.619995,133.809998,800100,114.744245
2012-01-26,133.610001,136.100006,133.610001,134.889999,721500,115.670364
2012-01-27,134.529999,135.919998,133.649994,135.419998,677600,116.124846
2012-01-30,135.100006,135.100006,133.25,134.880005,708300,115.661793
2012-01-31,134.75,136.119995,134.509995,136.009995,1137200,116.630778
2012-02-01,137.039993,138.199997,135.240005,136.919998,778200,117.411121
2012-02-02,135.979996,138.279999,133.729996,138.240005,1638100,118.543048
2012-02-03,139.550003,139.979996,137.860001,139.820007,995000,119.897925
2012-02-06,139.210007,139.339996,137.479996,138.179993,610000,118.491586
2012-02-07,137.220001,138.399994,136.880005,136.990005,692400,117.471153
2012-02-08,137.300003,137.690002,135.179993,135.809998,708300,116.459277
2012-02-09,135.679993,136.149994,134.220001,134.369995,621100,115.224452
2012-02-10,133.580002,135.339996,133.580002,134.449997,720200,115.293054
2012-02-13,135.630005,136.139999,134.860001,135.330002,401100,116.047673
2012-02-14,134.75,134.979996,132.029999,132.75,607100,113.835279
2012-02-15,133.050003,133.25,131.649994,132.449997,667800,113.578022
2012-02-16,132.199997,133.350006,132.130005,132.949997,549700,114.00678
2012-02-17,133.479996,134.449997,132.509995,134.029999,630200,114.932899
2012-02-21,134.229996,134.699997,130.429993,130.880005,666700,112.231728
2012-02-22,129.639999,131.949997,129.619995,129.869995,567000,111.365628
2012-02-23,129.809998,130.75,129.649994,130.059998,820300,111.528559
2012-02-24,131.110001,133.479996,130.429993,133.0,977100,114.049658
2012-02-27,132.289993,132.960007,131.100006,132.630005,444700,113.732382
2012-02-28,133.009995,133.270004,130.729996,130.960007,762200,112.300331
2012-02-29,131.050003,131.940002,129.509995,129.669998,1269100,111.194128
2012-03-01,129.270004,131.259995,129.270004,131.089996,658300,112.411799
2012-03-02,131.009995,132.460007,130.660004,132.220001,560400,113.380797
2012-03-05,132.089996,135.169998,131.770004,134.899994,620300,115.678934
2012-03-06,133.820007,135.160004,133.270004,133.550003,816000,114.521295
2012-03-07,133.850006,134.669998,132.389999,134.559998,654100,115.387382
2012-03-08,134.990005,135.130005,133.389999,134.0,751000,114.907175
2012-03-09,134.759995,137.979996,134.699997,137.800003,1338200,118.165739
2012-03-12,137.789993,139.600006,137.679993,138.759995,1367900,118.988947
2012-03-13,139.789993,140.610001,138.490005,140.389999,998100,120.386703
2012-03-14,140.110001,140.570007,137.720001,138.820007,694000,119.040409
2012-03-15,139.160004,139.160004,136.75,137.410004,669200,117.831308
2012-03-16,137.380005,138.520004,137.369995,138.479996,819100,118.748844
2012-03-19,138.380005,140.089996,137.470001,139.389999,626100,119.529187
2012-03-20,138.830002,139.600006,138.25,138.490005,628200,118.757427
2012-03-21,138.589996,138.589996,136.699997,137.270004,721400,117.711256
2012-03-22,136.229996,136.229996,134.229996,135.539993,599800,116.227744
2012-03-23,135.449997,138.169998,135.279999,137.089996,805700,117.556897
2012-03-26,138.320007,139.190002,138.059998,138.889999,455400,119.100429
2012-03-27,138.970001,140.270004,138.75,139.199997,575900,119.366256
2012-03-28,138.529999,138.529999,136.479996,138.0,514400,119.167647
2012-03-29,136.580002,138.940002,136.580002,138.660004,511200,119.737583
2012-03-30,139.160004,141.690002,139.119995,141.350006,1037600,122.06049
2012-04-02,141.360001,141.660004,140.25,141.429993,551700,122.129561
2012-04-03,141.190002,142.0,140.619995,141.570007,498700,122.250469
2012-04-04,140.759995,140.839996,139.399994,139.979996,408000,120.87744
2012-04-05,139.410004,140.300003,139.050003,139.720001,284900,120.652926
2012-04-09,138.139999,139.589996,137.320007,138.940002,417900,119.979371
2012-04-10,139.130005,139.429993,135.729996,136.389999,820300,117.777357
2012-04-11,137.789993,138.279999,136.869995,137.339996,494900,118.597712
2012-04-12,137.690002,139.880005,137.220001,139.660004,602400,120.601116
2012-04-13,138.720001,141.399994,138.070007,140.149994,689500,121.024239
2012-04-16,141.210007,143.199997,140.619995,142.100006,726200,122.708141
2012-04-17,142.619995,142.919998,140.979996,142.320007,638200,122.898119
2012-04-18,141.600006,142.699997,141.220001,142.130005,372400,122.734046
2012-04-19,142.160004,143.210007,141.809998,142.479996,488000,123.036274
2012-04-20,142.779999,145.25,142.639999,144.830002,747000,125.065584
2012-04-23,143.309998,144.419998,141.619995,143.059998,712700,123.537126
2012-04-24,141.75,145.190002,141.470001,144.539993,615100,124.815152
2012-04-25,144.240005,145.820007,144.240005,145.639999,830200,125.765044
2012-04-26,143.889999,146.089996,142.949997,145.720001,1081500,125.834128
2012-04-27,145.410004,146.589996,145.039993,146.059998,618500,126.127727
2012-04-30,145.300003,146.059998,144.360001,145.399994,683900,125.557791
2012-05-01,145.660004,148.619995,145.179993,147.559998,736400,127.423027
2012-05-02,146.75,147.779999,145.770004,147.070007,564200,126.999904
2012-05-03,147.259995,147.880005,145.350006,145.419998,885500,125.575066
2012-05-04,144.509995,146.460007,144.440002,145.429993,831700,125.583696
2012-05-07,145.320007,148.220001,145.029999,147.809998,569000,127.63891
2012-05-08,147.089996,147.710007,146.520004,147.339996,550200,127.233049
2012-05-09,146.300003,147.639999,145.520004,146.529999,624700,126.533588
2012-05-10,147.630005,147.830002,145.460007,146.929993,482100,126.878997
2012-05-11,146.380005,147.330002,145.009995,146.899994,559300,126.853092
2012-05-14,146.059998,146.440002,143.630005,143.699997,888400,124.089787
2012-05-15,144.240005,145.149994,143.5,143.850006,658900,124.219325
2012-05-16,144.419998,144.580002,141.220001,141.910004,577400,122.544067
2012-05-17,141.880005,141.880005,138.039993,138.039993,572400,119.202183
2012-05-18,138.350006,139.979996,136.380005,136.919998,702900,118.235029
2012-05-21,136.949997,140.509995,136.839996,140.110001,589300,120.989704
2012-05-22,140.100006,142.130005,139.880005,141.160004,837200,121.896417
2012-05-23,140.389999,141.289993,138.990005,141.100006,477000,121.844607
2012-05-24,139.160004,142.009995,139.160004,141.139999,537800,121.879142
2012-05-25,141.740005,141.990005,139.350006,139.839996,719500,120.756546
2012-05-29,140.130005,142.080002,140.130005,142.029999,419700,122.647687
2012-05-30,140.710007,140.710007,138.380005,138.470001,569600,119.573509
2012-05-31,138.699997,141.039993,137.429993,139.75,849500,120.678831
2012-06-01,137.259995,138.419998,135.660004,137.009995,1106300,118.312744
2012-06-04,136.600006,137.199997,134.5,135.380005,813900,116.905193
2012-06-05,134.880005,139.300003,134.589996,138.589996,905100,119.677129
2012-06-06,140.149994,141.350006,138.460007,141.179993,721000,121.913678
2012-06-07,149.389999,149.389999,139.669998,140.149994,635800,121.024239
2012-06-08,139.589996,142.009995,139.589996,141.660004,597300,122.328184
2012-06-11,142.729996,142.729996,138.330002,138.470001,518300,119.573509
2012-06-12,138.990005,139.270004,136.839996,139.190002,679100,120.195254
2012-06-13,136.860001,139.899994,136.860001,138.789993,573800,119.849833
2012-06-14,138.380005,141.259995,138.380005,140.509995,664500,121.335112
2012-06-15,140.789993,140.839996,139.520004,140.699997,642500,121.499186
2012-06-18,140.630005,143.130005,139.779999,141.520004,801800,122.207289
2012-06-19,141.300003,142.889999,140.610001,141.850006,808200,122.492257
2012-06-20,142.139999,142.389999,140.089996,141.039993,583000,121.792784
2012-06-21,140.639999,141.320007,138.160004,138.259995,619900,119.392161
2012-06-22,138.490005,139.360001,136.279999,137.360001,771700,118.614986
2012-06-25,136.910004,137.559998,136.070007,137.070007,648200,118.364567
2012-06-26,137.449997,138.639999,137.050003,137.389999,482100,118.640891
2012-06-27,137.320007,137.479996,136.259995,136.720001,453800,118.901793
2012-06-28,136.149994,138.130005,135.0,138.009995,293600,120.023667
2012-06-29,140.639999,141.679993,139.940002,141.479996,646500,123.041435
2012-07-02,141.380005,143.509995,141.199997,143.360001,630400,124.676426
2012-07-03,143.429993,144.639999,142.520004,144.050003,410100,125.276503
2012-07-05,143.220001,144.259995,143.009995,143.529999,395400,124.824269
2012-07-06,146.210007,146.210007,142.190002,144.589996,479300,125.746121
2012-07-09,143.630005,145.059998,143.630005,144.649994,452100,125.7983
2012-07-10,145.020004,145.570007,142.050003,142.740005,401700,124.137233
2012-07-11,142.619995,143.639999,141.710007,143.220001,587800,124.554673
2012-07-12,142.429993,147.0,142.139999,146.300003,1085600,127.233269
2012-07-13,146.479996,149.149994,146.259995,149.050003,784400,129.624872
2012-07-16,148.130005,149.869995,148.130005,149.699997,502500,130.190155
2012-07-17,151.100006,151.100006,148.679993,151.0,588100,131.320733
2012-07-18,150.690002,151.229996,149.449997,150.5,464800,130.885896
2012-07-19,149.449997,150.679993,147.669998,149.300003,496300,129.84229
2012-07-20,148.550003,149.289993,147.820007,148.070007,489700,128.772595
2012-07-23,145.050003,147.940002,145.050003,146.970001,720800,127.815949
2012-07-24,147.139999,147.960007,144.839996,145.809998,635500,126.807124
2012-07-25,146.619995,146.970001,144.910004,145.320007,787600,126.380993
2012-07-26,142.5,146.389999,142.5,144.580002,880400,125.737429
2012-07-27,145.089996,146.759995,145.089996,145.509995,379700,126.54622
2012-07-30,145.389999,146.770004,145.029999,146.179993,408500,127.128899
2012-07-31,145.639999,147.419998,145.479996,147.089996,799400,127.920306
2012-08-01,147.679993,148.940002,144.350006,144.449997,1051000,125.624367
2012-08-02,143.470001,144.919998,143.440002,144.860001,546600,125.980937
2012-08-03,145.619995,146.399994,144.300003,144.720001,535200,125.859183
2012-08-06,144.75,145.199997,143.360001,143.429993,515100,124.737297
2012-08-07,144.169998,144.169998,141.320007,141.690002,556500,123.224073
2012-08-08,141.429993,141.429993,139.059998,139.699997,636200,121.493417
2012-08-09,140.080002,140.550003,138.75,139.389999,403800,121.223821
2012-08-10,139.270004,140.460007,139.210007,140.339996,308500,122.050008
2012-08-13,139.880005,140.639999,138.729996,139.179993,397000,121.041183
2012-08-14,139.320007,139.630005,137.880005,138.559998,423800,120.50199
2012-08-15,138.169998,139.869995,138.089996,139.839996,430400,121.615171
2012-08-16,139.869995,140.880005,138.639999,140.779999,536500,122.432666
2012-08-17,140.300003,141.779999,140.270004,141.759995,758600,123.284943
2012-08-20,141.399994,141.869995,140.75,141.520004,674800,123.07623
2012-08-21,141.699997,142.0,141.130005,141.550003,422400,123.102319
2012-08-22,141.550003,143.570007,140.729996,143.300003,852000,124.624248
2012-08-23,142.979996,144.710007,142.020004,143.740005,607000,125.006907
2012-08-24,143.160004,144.679993,142.559998,144.179993,351700,125.389552
2012-08-27,144.169998,144.529999,142.940002,143.770004,378900,125.032996
2012-08-28,143.470001,144.309998,142.610001,143.559998,340700,124.850358
2012-08-29,143.490005,143.860001,142.789993,142.919998,357700,124.293768
2012-08-30,142.220001,142.710007,141.410004,141.779999,365400,123.30234
2012-08-31,142.139999,142.309998,140.619995,141.520004,608400,123.07623
2012-09-04,141.039993,142.570007,140.320007,142.539993,506300,123.963287
2012-09-05,142.710007,143.139999,141.759995,142.580002,355600,123.998082
2012-09-06,143.570007,143.899994,142.850006,143.479996,471000,124.780783
2012-09-07,144.0,144.919998,143.809998,144.360001,340100,125.5461
2012-09-10,143.270004,144.080002,141.220001,141.25,1000800,122.841414
2012-09-11,142.570007,142.570007,140.529999,140.949997,443500,122.580509
2012-09-12,140.919998,141.279999,140.139999,140.410004,488800,122.110891
2012-09-13,140.649994,141.770004,139.889999,141.589996,995900,123.1371
2012-09-14,142.300003,143.179993,141.080002,141.330002,604900,122.91099
2012-09-17,140.860001,142.380005,140.820007,141.300003,547200,122.884901
2012-09-18,141.429993,141.970001,140.110001,140.529999,570000,122.215248
2012-09-19,139.860001,142.100006,139.860001,141.460007,933900,123.024052
2012-09-20,140.539993,140.889999,138.369995,138.529999,1076600,120.475901
2012-09-21,139.220001,139.339996,138.259995,138.809998,950400,120.719408
2012-09-24,137.639999,139.389999,137.539993,137.770004,609100,119.814953
2012-09-25,138.509995,138.619995,135.380005,135.449997,726100,117.797304
2012-09-26,134.399994,136.550003,134.029999,135.360001,434800,118.568138
2012-09-27,135.330002,137.880005,135.300003,136.610001,594800,119.663071
2012-09-28,135.830002,136.690002,135.369995,135.990005,627600,119.119989
2012-10-01,136.419998,136.539993,133.5,135.419998,738300,118.620693
2012-10-02,135.919998,136.710007,135.070007,136.630005,560200,119.680594
2012-10-03,136.800003,137.669998,136.380005,136.699997,542800,119.741903
2012-10-04,137.089996,137.660004,135.779999,136.279999,803600,119.374007
2012-10-05,136.470001,136.860001,135.869995,136.210007,413500,119.312698
2012-10-08,135.75,136.089996,134.429993,134.740005,328200,118.025055
2012-10-09,134.990005,135.369995,133.509995,133.669998,579300,117.087786
2012-10-10,133.080002,134.729996,132.929993,134.720001,930500,118.007533
2012-10-11,134.759995,135.5,133.300003,133.410004,500800,116.860045
2012-10-12,133.740005,134.690002,132.169998,132.289993,733600,115.878975
2012-10-15,132.720001,133.289993,131.740005,133.110001,743200,116.597258
2012-10-16,133.75,134.190002,132.990005,133.289993,816900,116.754922
2012-10-17,133.589996,133.979996,132.809998,133.479996,674500,116.921354
2012-10-18,133.470001,136.240005,133.470001,136.160004,394500,119.268898
2012-10-19,135.649994,138.520004,135.649994,136.910004,949400,119.925858
2012-10-22,136.080002,136.399994,134.080002,135.039993,459600,118.287829
2012-10-23,133.960007,135.100006,133.119995,134.050003,369100,117.42065
2012-10-24,134.639999,135.270004,133.240005,134.080002,370200,117.446927
2012-10-25,132.0,135.0,132.0,133.919998,868800,117.306773
2012-10-26,133.639999,133.830002,132.410004,133.070007,758900,116.562226
2012-10-31,133.899994,135.949997,133.539993,135.559998,781100,118.743325
2012-11-01,135.589996,137.690002,134.679993,136.899994,838200,119.91709
2012-11-02,137.639999,139.699997,137.309998,137.720001,584400,120.635372
2012-11-05,136.970001,137.690002,136.149994,137.029999,537600,120.030967
2012-11-06,137.100006,137.589996,135.889999,136.820007,558500,119.847026
2012-11-07,136.580002,137.220001,135.25,135.309998,527500,118.524338
2012-11-08,135.289993,135.440002,132.839996,132.850006,525800,116.369517
2012-11-09,132.740005,133.110001,131.809998,131.929993,371100,115.563634
2012-11-12,132.369995,132.369995,130.419998,131.160004,296400,114.889165
2012-11-13,130.449997,131.509995,130.110001,130.320007,409800,114.153373
2012-11-14,130.669998,130.770004,127.099998,127.610001,556000,111.779551
2012-11-15,127.639999,128.100006,126.120003,127.690002,840300,111.849629
2012-11-16,127.82,129.050003,126.25,128.869995,647300,112.883239
2012-11-19,130.110001,136.639999,129.259995,129.970001,618300,113.846786
2012-11-20,129.809998,129.899994,128.399994,129.139999,952300,113.119749
2012-11-21,129.369995,129.899994,127.360001,127.389999,779000,111.586842
2012-11-23,128.029999,129.050003,127.580002,128.539993,223300,112.594175
2012-11-26,128.039993,130.220001,127.599998,128.949997,520900,112.953317
2012-11-27,127.0,135.559998,126.889999,132.350006,3339400,115.931543
2012-11-28,131.660004,132.610001,130.619995,132.050003,1471800,115.668757
2012-11-29,132.910004,133.889999,132.0,133.039993,9645300,116.535935
2012-11-30,133.399994,133.5,131.740005,131.789993,3216600,115.441002
2012-12-03,132.300003,133.279999,132.100006,133.0,1565400,116.500903
2012-12-04,132.979996,134.229996,132.839996,134.229996,1506000,117.578314
2012-12-05,134.149994,134.710007,132.690002,132.720001,1209800,116.255639
2012-12-06,132.699997,135.979996,132.550003,135.979996,2544000,119.11122
2012-12-07,135.830002,135.830002,133.149994,133.679993,1988100,117.096541
2012-12-10,135.960007,135.960007,132.830002,132.970001,718300,116.474626
2012-12-11,133.259995,133.850006,132.679993,133.070007,872500,116.562226
2012-12-12,133.740005,135.119995,132.470001,133.960007,837000,117.341818
2012-12-13,133.619995,133.75,131.910004,132.479996,711900,116.045407
2012-12-14,132.789993,133.619995,131.970001,132.600006,1124600,116.15053
2012-12-17,133.369995,133.979996,132.399994,133.190002,1000900,116.667335
2012-12-18,133.649994,134.039993,133.089996,133.449997,912100,116.895077
2012-12-19,133.320007,134.119995,133.320007,133.399994,903200,116.851277
2012-12-20,132.649994,135.660004,132.350006,135.570007,1315600,118.752093
2012-12-21,134.339996,136.910004,134.320007,136.649994,2790100,119.698103
2012-12-24,135.820007,137.0,135.25,136.520004,351400,119.584239
2012-12-26,136.830002,136.910004,134.789993,135.059998,692800,118.305351
2012-12-27,134.589996,135.910004,134.179993,135.779999,505200,119.796413
2012-12-28,135.009995,135.960007,133.979996,133.979996,502800,118.208301
2012-12-31,134.100006,135.589996,133.630005,135.589996,595000,119.628777
2013-01-02,137.279999,137.860001,135.119995,136.029999,893700,120.016984
2013-01-03,136.369995,137.440002,135.919998,136.779999,461600,120.678696
2013-01-04,136.779999,137.119995,136.229996,136.369995,496600,120.316957
2013-01-07,135.940002,136.759995,135.460007,136.509995,559500,120.440476
2013-01-08,136.360001,137.080002,135.559998,136.089996,519300,120.069919
2013-01-09,136.360001,136.820007,135.649994,136.639999,522300,120.555177
2013-01-10,137.110001,137.279999,136.259995,137.089996,590100,120.952202
2013-01-11,137.110001,137.759995,136.0,136.160004,608000,120.131685
2013-01-14,136.339996,137.0,136.160004,136.809998,497600,120.705164
2013-01-15,136.309998,138.5,136.309998,138.369995,480200,122.081524
2013-01-16,137.889999,138.380005,137.470001,137.929993,517700,121.693317
2013-01-17,138.419998,138.75,137.899994,138.580002,589400,122.266809
2013-01-18,138.350006,138.669998,137.5,138.559998,546400,122.24916
2013-01-22,138.229996,139.160004,138.229996,139.149994,546200,122.769703
2013-01-23,138.720001,139.220001,138.699997,138.960007,629600,122.602081
2013-01-24,139.449997,139.509995,137.729996,138.339996,707900,122.055056
2013-01-25,138.830002,139.380005,138.130005,138.419998,721000,122.12564
2013-01-28,138.929993,139.050003,137.600006,137.639999,746100,121.437461
2013-01-29,137.490005,138.600006,137.160004,137.919998,1092600,121.684499
2013-01-30,137.190002,137.850006,135.5,135.639999,1113300,119.672894
2013-01-31,133.960007,135.25,126.690002,129.789993,3402500,114.511532
2013-02-01,130.850006,130.850006,125.82,126.110001,4489800,111.264736
2013-02-04,126.0,126.360001,124.300003,125.93,3556300,111.105925
2013-02-05,126.07,126.839996,124.110001,126.370003,1805500,111.494132
2013-02-06,126.309998,130.479996,126.129997,128.490005,2100200,113.364575
2013-02-07,128.380005,128.380005,126.160004,126.989998,1070200,112.041143
2013-02-08,127.510002,129.089996,127.510002,128.839996,956400,113.673366
2013-02-11,128.839996,130.369995,128.839996,129.779999,1257400,114.502714
2013-02-12,129.630005,130.899994,129.300003,130.830002,685700,115.429114
2013-02-13,131.100006,131.229996,129.880005,130.229996,590600,114.899739
2013-02-14,129.410004,130.820007,129.410004,130.050003,621800,114.740934
2013-02-15,129.979996,130.259995,129.289993,130.259995,1187600,114.926206
2013-02-19,130.589996,130.990005,129.639999,130.419998,555500,115.067375
2013-02-20,130.320007,131.059998,129.649994,129.690002,988900,114.423312
2013-02-21,129.610001,129.860001,127.690002,127.699997,1221900,112.667563
2013-02-22,128.210007,128.899994,128.089996,128.830002,1064800,113.664548
2013-02-25,129.25,129.320007,126.330002,126.330002,811100,111.45884
2013-02-26,126.919998,127.349998,125.519997,126.529999,998700,111.635294
2013-02-27,126.379997,127.040001,125.910004,125.940002,761900,111.11475
2013-02-28,125.919998,126.489998,124.75,124.830002,1673200,110.135415
2013-03-01,124.559998,126.25,124.0,126.209999,1117100,111.352963
2013-03-04,125.82,126.790001,125.43,126.650002,1766100,111.74117
2013-03-05,127.120003,127.739998,126.190002,126.739998,730900,111.820572
2013-03-06,126.849998,127.199997,125.760002,126.230003,714900,111.370613
2013-03-07,126.25,127.010002,124.470001,124.75,1177500,110.064831
