Date,Open,High,Low,Close,Volume,Adj Close
2011-08-02,118.0,119.099998,116.269997,116.400002,1089400,98.250716
2011-08-03,116.599998,117.419998,113.279999,117.080002,1143700,98.824689
2011-08-04,115.699997,116.769997,110.809998,110.82,1333800,93.540757
2011-08-05,112.720001,112.720001,108.480003,110.309998,1685400,93.110275
2011-08-08,108.199997,108.760002,102.010002,102.07,2105400,86.155072
2011-08-09,102.339996,113.330002,101.769997,112.769997,2745000,95.186707
2011-08-10,110.019997,115.199997,109.089996,109.620003,1962600,92.527866
2011-08-11,110.150002,119.599998,110.010002,117.510002,1816700,99.187643
2011-08-12,118.25,120.5,116.389999,116.970001,1061800,98.73184
2011-08-15,117.910004,119.949997,117.529999,119.82,1734100,101.137462
2011-08-16,118.68,121.779999,117.57,120.269997,1507600,101.517295
2011-08-17,120.900002,123.059998,119.980003,120.360001,1351600,101.593265
2011-08-18,117.480003,118.949997,114.610001,115.82,1415100,97.761149
2011-08-19,113.709999,117.309998,113.699997,113.949997,1209300,96.18272
2011-08-22,116.029999,116.400002,113.830002,115.300003,1320100,97.322231
2011-08-23,116.07,119.5,115.349998,119.489998,1237100,100.858915
2011-08-24,118.5,120.550003,117.050003,120.040001,1120300,101.32316
2011-08-25,120.440002,121.470001,116.620003,117.769997,880800,99.407099
2011-08-26,117.290001,120.209999,114.699997,120.110001,1045000,101.382245
2011-08-29,122.010002,123.279999,119.839996,122.449997,971800,103.357386
2011-08-30,122.32,124.260002,120.709999,123.339996,880400,104.108615
2011-08-31,123.82,124.190002,122.489998,123.730003,1044900,104.437811
2011-09-01,123.879997,124.389999,120.900002,121.239998,1156200,102.336052
2011-09-02,119.019997,121.489998,118.370003,118.589996,1051800,100.099243
2011-09-06,114.959999,119.120003,114.959999,118.889999,839700,100.352469
2011-09-07,120.779999,123.720001,118.809998,123.629997,968900,104.353398
2011-09-08,122.589996,124.809998,122.18,123.849998,1031500,104.539096
2011-09-09,122.809998,123.459999,119.849998,120.660004,1193900,101.846491
2011-09-12,118.379997,120.730003,117.849998,120.629997,706000,102.629202
2011-09-13,120.849998,120.93,118.959999,120.050003,909000,102.135756
2011-09-14,120.839996,122.510002,118.370003,121.910004,1149800,103.718202
2011-09-15,123.120003,123.239998,121.690002,122.919998,789100,104.577482
2011-09-16,123.230003,123.690002,120.980003,122.940002,1439200,104.594501
2011-09-19,120.730003,121.849998,120.379997,120.529999,1008500,102.544126
2011-09-20,121.330002,122.260002,120.580002,120.650002,893300,102.646221
2011-09-21,120.449997,121.940002,116.510002,116.860001,1211600,99.421776
2011-09-22,115.419998,116.489998,113.010002,114.699997,1558000,97.584095
2011-09-23,114.330002,114.699997,112.059998,113.699997,1345900,96.733319
2011-09-26,114.459999,114.839996,112.93,114.709999,1127900,97.592605
2011-09-27,116.830002,117.410004,114.650002,115.220001,1449300,98.026503
2011-09-28,115.5,116.389999,112.82,113.019997,1004300,96.15479
2011-09-29,115.230003,115.339996,112.290001,113.629997,1060400,96.673764
2011-09-30,112.519997,113.769997,111.190002,111.349998,1130800,94.733994
2011-10-03,110.199997,111.910004,105.709999,105.779999,1514800,89.995168
2011-10-04,104.5,110.220001,103.419998,109.910004,1800000,93.50888
2011-10-05,109.739998,110.589996,105.050003,109.959999,1418300,93.551415
2011-10-06,109.410004,112.029999,108.57,111.75,1110300,95.074306
2011-10-07,112.419998,112.419998,108.080002,108.230003,1444100,92.079575
2011-10-10,110.620003,114.650002,110.269997,114.589996,1058000,97.490509
2011-10-11,113.800003,114.18,111.699997,112.080002,731500,95.355064
2011-10-12,112.68,115.480003,111.779999,114.360001,878800,97.294834
2011-10-13,113.370003,114.510002,111.68,113.5,691300,96.563166
2011-10-14,114.779999,115.239998,113.589996,114.910004,692100,97.762764
2011-10-17,114.459999,115.580002,113.480003,113.860001,1056400,96.869446
2011-10-18,113.93,117.860001,113.57,117.290001,883800,99.787611
2011-10-19,117.010002,117.57,115.0,115.339996,980400,98.128592
2011-10-20,115.629997,116.370003,113.510002,116.019997,845700,98.707121
2011-10-21,117.459999,119.730003,117.220001,119.660004,947300,101.803954
2011-10-24,119.709999,123.239998,119.080002,123.129997,909000,104.756144
2011-10-25,122.559998,123.970001,121.089996,122.449997,1364900,104.177616
2011-10-26,123.769997,125.120003,122.790001,124.690002,1035400,106.08336
2011-10-27,129.080002,132.199997,126.809998,130.809998,1514800,111.29011
2011-10-28,129.309998,131.630005,129.309998,131.520004,1026600,111.894167
2011-10-31,129.520004,131.610001,128.899994,129.050003,1063700,109.792748
2011-11-01,126.760002,129.360001,126.120003,126.269997,1411900,107.427583
2011-11-02,128.289993,128.690002,126.239998,127.370003,1160800,108.363442
2011-11-03,128.429993,128.429993,124.860001,127.260002,1144500,108.269856
2011-11-04,126.040001,126.040001,122.389999,124.82,1248600,106.193959
2011-11-07,125.089996,125.849998,123.199997,125.5,798300,106.772487
2011-11-08,125.769997,126.970001,124.010002,126.739998,1061900,107.827449
2011-11-09,124.199997,125.230003,121.419998,121.879997,1183000,103.692673
2011-11-10,123.540001,124.839996,122.519997,124.080002,916100,105.564386
2011-11-11,125.690002,126.650002,124.5,125.660004,792600,106.908615
2011-11-14,124.760002,125.220001,122.339996,123.019997,901400,104.662558
2011-11-15,122.489998,126.059998,122.230003,125.07,949400,106.406653
2011-11-16,123.720001,126.230003,123.389999,124.129997,714200,105.606921
2011-11-17,123.790001,125.209999,122.839996,123.449997,1123900,105.028392
2011-11-18,124.25,125.419998,123.339996,125.110001,916900,106.440685
2011-11-21,123.470001,124.010002,121.849998,123.18,893000,104.798685
2011-11-22,123.150002,125.309998,122.949997,123.919998,850600,105.428258
2011-11-23,122.830002,123.75,121.389999,121.900002,1230500,103.709692
2011-11-25,121.93,124.480003,121.68,122.300003,321400,104.050004
2011-11-28,126.360001,126.360001,124.040001,125.889999,1050900,107.10429
2011-11-29,126.57,127.0,125.389999,126.610001,873900,107.71685
2011-11-30,129.050003,132.059998,128.630005,131.899994,1639600,112.217454
2011-12-01,131.429993,131.559998,128.509995,129.5,806000,110.175595
2011-12-02,130.75,131.729996,129.259995,129.550003,745700,110.218136
2011-12-05,131.220001,131.440002,127.919998,128.490005,1026600,109.316315
2011-12-06,128.470001,129.690002,128.0,129.119995,630900,109.852295
2011-12-07,128.779999,130.570007,127.5,130.119995,581200,110.703072
2011-12-08,129.490005,129.649994,127.120003,127.519997,645700,108.491054
2011-12-09,128.289993,130.630005,127.639999,130.169998,626800,110.745613
2011-12-12,128.169998,128.449997,125.919998,127.199997,790300,109.014407
2011-12-13,127.57,128.729996,124.889999,125.440002,834900,107.506036
2011-12-14,125.089996,127.800003,124.660004,127.0,946900,108.843004
2011-12-15,128.130005,128.320007,126.559998,127.07,782100,108.902996
2011-12-16,127.830002,129.529999,127.580002,128.389999,1026800,110.034277
2011-12-19,128.880005,129.789993,127.769997,127.830002,802100,109.554341
2011-12-20,129.619995,131.149994,128.910004,130.860001,977600,112.151146
2011-12-21,131.0,131.710007,130.339996,131.529999,709000,112.725355
2011-12-22,131.75,133.789993,131.5,133.199997,916300,114.156596
2011-12-23,133.850006,134.630005,133.529999,134.509995,485000,115.279306
2011-12-27,134.5,136.669998,134.199997,135.710007,599900,116.307754
2011-12-28,135.710007,135.710007,133.889999,133.940002,665700,114.790804
2011-12-29,134.610001,135.740005,133.759995,135.199997,490000,115.870659
2011-12-30,135.610001,136.169998,134.449997,134.460007,592300,115.236464
2012-01-03,136.699997,138.460007,134.179993,135.190002,889000,115.862094
2012-01-04,134.5,135.0,131.25,131.360001,1052400,112.579662
2012-01-05,130.729996,133.179993,130.639999,133.029999,959900,114.010903
2012-01-06,133.110001,134.270004,132.240005,132.279999,789300,113.368129
2012-01-09,132.520004,133.229996,131.610001,132.119995,472000,113.231001
2012-01-10,133.320007,134.669998,132.979996,133.630005,550100,114.525127
2012-01-11,133.220001,134.399994,132.539993,134.220001,596400,115.030772
2012-01-12,133.839996,134.009995,132.559998,133.759995,836000,114.636532
2012-01-13,132.589996,134.960007,132.320007,134.940002,737200,115.647836
2012-01-17,136.660004,136.720001,134.690002,134.869995,668700,115.587837
2012-01-18,134.570007,136.460007,134.139999,135.550003,657700,116.170626
2012-01-19,135.850006,136.240005,135.0,135.660004,789700,116.2649
2012-01-20,135.820007,136.210007,133.839996,135.830002,1196100,116.410593
2012-01-23,135.720001,136.320007,134.679993,135.979996,616800,116.539143
2012-01-24,134.800003,136.059998,134.800003,135.600006,835400,116.21348
2012-01-25,135.149994,136.220001,134.899994,135.910004,930800,116.479158
2012-01-26,135.990005,137.520004,135.690002,136.649994,831100,117.113353
2012-01-27,136.380005,137.960007,135.869995,137.520004,808400,117.858979
2012-01-30,136.169998,137.220001,135.509995,137.160004,764500,117.550447
2012-01-31,137.470001,138.979996,137.190002,138.860001,1081400,119.007398
2012-02-01,139.570007,140.139999,138.149994,138.520004,868400,118.71601
2012-02-02,138.889999,139.770004,138.639999,139.25,655800,119.34164
2012-02-03,140.570007,141.479996,138.720001,141.339996,1128800,121.132832
2012-02-06,140.75,140.970001,138.210007,138.910004,858400,119.050252
2012-02-07,138.479996,139.580002,138.009995,139.380005,491800,119.453058
2012-02-08,139.070007,139.929993,138.369995,139.529999,510400,119.581608
2012-02-09,139.380005,140.210007,137.660004,138.190002,572000,118.433188
2012-02-10,137.270004,138.350006,136.940002,137.710007,515900,118.021817
2012-02-13,138.679993,140.369995,138.110001,140.089996,531300,120.061543
2012-02-14,139.570007,139.779999,137.919998,138.520004,606300,118.71601
2012-02-15,138.910004,139.100006,136.389999,136.869995,615200,117.301901
2012-02-16,137.080002,139.770004,137.080002,139.539993,745800,119.590173
2012-02-17,139.509995,139.779999,138.009995,138.740005,955600,118.904558
2012-02-21,139.080002,139.080002,136.660004,136.990005,1044400,117.404753
2012-02-22,137.5,137.639999,135.880005,136.220001,767900,116.744835
2012-02-23,135.910004,138.410004,135.169998,138.389999,876500,118.604592
2012-02-24,138.270004,139.759995,136.0,137.119995,839000,117.516158
2012-02-27,136.580002,136.669998,135.300003,135.630005,1005300,116.23919
2012-02-28,135.860001,136.75,134.720001,135.029999,715200,115.724966
2012-02-29,135.139999,135.880005,133.779999,134.070007,1440000,114.902223
2012-03-01,134.0,134.460007,133.619995,134.149994,1145300,114.970774
2012-03-02,134.0,134.0,132.199997,133.399994,1144200,114.328
2012-03-05,132.509995,133.669998,131.070007,133.5,1121200,114.413708
2012-03-06,132.130005,132.899994,131.039993,131.339996,1125500,112.562517
2012-03-07,131.539993,132.0,129.740005,131.039993,1303500,112.305405
2012-03-08,131.240005,131.440002,129.039993,129.339996,1631800,110.848454
2012-03-09,129.630005,131.399994,129.089996,130.720001,1069200,112.031162
2012-03-12,129.690002,131.5,129.199997,130.160004,882000,112.49789
2012-03-13,130.460007,133.080002,130.460007,132.529999,911200,114.546288
2012-03-14,132.309998,133.259995,131.720001,132.460007,746200,114.485793
2012-03-15,133.520004,134.0,132.029999,133.820007,1003400,115.661248
2012-03-16,135.029999,136.559998,134.380005,136.520004,1758300,117.994868
2012-03-19,136.399994,137.639999,135.899994,136.919998,1077400,118.340585
2012-03-20,136.429993,137.460007,136.100006,137.139999,663400,118.530733
2012-03-21,137.139999,137.830002,136.539993,136.929993,863100,118.349223
2012-03-22,135.990005,136.100006,135.029999,135.5,861700,117.113274
2012-03-23,135.910004,137.529999,135.369995,137.070007,796200,118.470238
2012-03-26,138.360001,138.880005,137.330002,137.889999,900500,119.178961
2012-03-27,137.889999,138.210007,136.800003,137.279999,694100,118.651735
2012-03-28,136.960007,137.660004,135.800003,137.039993,839600,118.444297
2012-03-29,136.110001,137.660004,135.869995,137.570007,593000,118.90239
2012-03-30,138.259995,138.529999,137.600006,138.169998,939500,119.420965
2012-04-02,137.800003,138.929993,137.440002,138.820007,723700,119.982771
2012-04-03,138.320007,138.789993,137.600006,138.360001,709100,119.585185
2012-04-04,137.369995,137.839996,136.259995,136.619995,557300,118.081291
2012-04-05,136.210007,136.800003,135.880005,136.360001,410600,117.856576
2012-04-09,134.729996,136.339996,134.119995,135.589996,509500,117.191058
2012-04-10,135.660004,136.0,134.240005,134.330002,1012900,116.102039
2012-04-11,135.589996,136.940002,135.059998,136.820007,739300,118.254162
2012-04-12,136.830002,138.0,136.059998,137.970001,651900,119.248107
2012-04-13,137.910004,138.199997,136.779999,136.779999,527500,118.219582
2012-04-16,137.419998,138.910004,137.369995,137.919998,562400,119.204889
2012-04-17,138.389999,139.220001,137.380005,138.619995,493500,119.8099
2012-04-18,138.009995,139.050003,137.419998,137.610001,513900,118.936957
2012-04-19,137.899994,138.839996,137.210007,137.779999,646500,119.083887
2012-04-20,138.0,140.300003,137.889999,139.720001,681300,120.76064
2012-04-23,138.759995,139.199997,137.559998,138.619995,741500,119.8099
2012-04-24,138.899994,141.660004,138.610001,141.660004,916700,122.437393
2012-04-25,142.660004,142.660004,141.550003,142.490005,638100,123.154768
2012-04-26,142.039993,143.020004,141.539993,142.669998,480700,123.310336
2012-04-27,143.410004,144.509995,142.880005,143.910004,450300,124.382078
2012-04-30,143.440002,143.440002,142.070007,143.259995,524700,123.820273
2012-05-01,143.240005,145.75,142.529999,145.039993,523300,125.358734
2012-05-02,144.429993,145.880005,143.5,145.5,641800,125.75632
2012-05-03,145.679993,146.490005,144.5,144.970001,586600,125.298239
2012-05-04,143.0,143.759995,139.789993,140.490005,721400,121.426158
2012-05-07,140.25,141.350006,140.089996,140.710007,604600,121.616306
2012-05-08,140.0,141.119995,139.429993,140.649994,764000,121.564437
2012-05-09,139.570007,140.440002,139.179993,139.279999,776200,120.380344
2012-05-10,140.309998,140.309998,138.539993,139.089996,488800,120.216124
2012-05-11,138.529999,140.279999,138.100006,139.419998,718700,120.501346
2012-05-14,138.070007,139.630005,136.869995,136.960007,676800,118.375164
2012-05-15,137.149994,137.449997,135.270004,135.770004,852900,117.34664
2012-05-16,136.309998,136.309998,133.740005,133.949997,802700,115.773599
2012-05-17,134.220001,134.520004,130.559998,130.610001,890400,112.886825
2012-05-18,131.369995,132.639999,130.119995,130.509995,1185700,112.800389
2012-05-21,130.580002,133.320007,130.529999,133.179993,1022300,115.108081
2012-05-22,133.220001,133.440002,131.610001,132.179993,771300,114.243776
2012-05-23,131.610001,132.279999,129.770004,132.110001,632000,114.183282
2012-05-24,131.990005,133.369995,129.899994,132.910004,568500,114.874728
2012-05-25,132.539993,133.529999,132.449997,133.289993,631400,115.203155
2012-05-29,133.679993,134.929993,133.119995,134.800003,726600,116.508263
2012-05-30,133.669998,134.0,132.100006,132.479996,948200,114.50307
2012-05-31,132.75,134.660004,131.320007,133.470001,985100,115.358736
2012-06-01,131.309998,132.960007,131.259995,132.0,923100,114.088207
2012-06-04,132.320007,133.210007,131.649994,132.660004,807100,114.658652
2012-06-05,132.070007,134.449997,131.619995,133.669998,608300,115.531595
2012-06-06,134.929993,136.529999,133.979996,136.529999,687500,118.003506
2012-06-07,137.660004,137.820007,136.199997,136.559998,468000,118.029434
2012-06-08,135.940002,138.839996,135.940002,138.710007,535300,119.887697
2012-06-11,139.339996,139.339996,135.660004,135.720001,944600,118.241097
2012-06-12,135.720001,137.809998,135.100006,136.559998,464700,118.972913
2012-06-13,135.490005,137.479996,135.089996,135.690002,562700,118.214961
2012-06-14,136.029999,137.820007,135.5,137.270004,520100,119.59148
2012-06-15,137.990005,138.100006,136.240005,137.779999,842600,120.035794
2012-06-18,137.240005,139.779999,137.050003,139.229996,669500,121.299051
2012-06-19,139.720001,140.990005,138.800003,139.649994,445700,121.664959
2012-06-20,139.970001,140.089996,138.520004,139.300003,520600,121.360043
2012-06-21,139.740005,140.0,137.899994,138.160004,602600,120.36686
2012-06-22,138.610001,139.0,137.070007,137.990005,763800,120.218755
2012-06-25,136.770004,138.080002,136.320007,137.75,569400,120.009659
2012-06-26,137.839996,140.429993,137.740005,140.050003,878100,122.013453
2012-06-27,140.419998,140.419998,139.320007,140.210007,592500,122.15285
2012-06-28,139.070007,141.0,138.210007,140.970001,442900,122.814968
2012-06-29,143.119995,144.419998,141.559998,144.410004,851000,125.811944
2012-07-02,144.270004,145.199997,143.75,145.139999,623200,126.447926
2012-07-03,145.580002,146.0,144.679993,145.110001,466500,126.421791
2012-07-05,145.020004,145.449997,143.520004,144.169998,776500,125.602848
2012-07-06,143.020004,144.899994,142.740005,144.610001,714900,125.986184
2012-07-09,143.600006,144.970001,143.050003,144.850006,529300,126.19528
2012-07-10,145.279999,145.940002,143.630005,144.149994,670100,125.58542
2012-07-11,144.399994,144.570007,142.509995,144.059998,1101300,125.507014
2012-07-12,143.580002,145.720001,142.789993,144.809998,787400,126.160424
2012-07-13,145.160004,147.070007,145.160004,146.669998,591700,127.780882
2012-07-16,146.630005,147.529999,146.009995,147.389999,656300,128.408157
2012-07-17,147.770004,149.229996,146.850006,148.979996,770800,129.793383
2012-07-18,148.509995,148.509995,147.360001,147.880005,548000,128.835056
2012-07-19,147.889999,147.899994,144.669998,146.149994,805000,127.327847
2012-07-20,145.279999,145.979996,144.639999,145.759995,700000,126.988074
2012-07-23,144.270004,145.880005,144.270004,145.470001,500000,126.735428
2012-07-24,145.380005,145.839996,144.039993,145.130005,658200,126.439219
2012-07-25,145.710007,145.710007,144.300003,144.979996,670500,126.308529
2012-07-26,146.949997,147.679993,146.289993,147.050003,544600,128.111947
2012-07-27,147.639999,149.970001,147.279999,149.369995,809100,130.133156
2012-07-30,149.360001,150.350006,149.169998,149.910004,586600,130.603618
2012-07-31,149.520004,149.899994,147.820007,148.949997,894800,129.767248
2012-08-01,149.350006,151.039993,148.539993,148.619995,693100,129.479745
2012-08-02,148.0,148.919998,147.309998,148.809998,537900,129.645278
2012-08-03,152.289993,152.679993,147.229996,147.899994,731100,128.852471
2012-08-06,148.759995,149.360001,146.190002,146.309998,860300,127.467244
2012-08-07,146.699997,146.970001,145.240005,145.529999,595500,126.787699
2012-08-08,145.529999,145.789993,144.070007,145.089996,536100,126.404363
2012-08-09,144.889999,145.5,143.479996,143.740005,435900,125.228233
2012-08-10,143.600006,144.850006,143.059998,144.559998,533900,125.942621
2012-08-13,144.179993,144.410004,143.440002,143.779999,485300,125.263075
2012-08-14,143.899994,144.539993,142.910004,143.110001,389700,124.679364
2012-08-15,143.289993,144.699997,143.220001,143.830002,418500,125.306639
2012-08-16,143.830002,145.119995,143.0,144.960007,416300,126.291114
2012-08-17,145.100006,145.940002,144.800003,145.389999,528200,126.66573
2012-08-20,144.490005,144.490005,141.759995,142.580002,919500,124.217622
2012-08-21,142.690002,143.479996,142.440002,142.470001,488400,124.121788
2012-08-22,142.350006,142.759995,141.220001,142.470001,348500,124.121788
2012-08-23,142.410004,142.800003,141.029999,141.300003,406600,123.10247
2012-08-24,141.300003,143.059998,141.169998,142.679993,588900,124.304735
2012-08-27,142.809998,143.399994,142.25,142.479996,388700,124.130495
2012-08-28,142.0,143.639999,141.889999,143.610001,501700,125.114971
2012-08-29,143.429993,144.190002,142.979996,143.660004,403000,125.158534
2012-08-30,143.240005,144.839996,142.880005,144.610001,600900,125.986184
2012-08-31,144.869995,145.729996,144.449997,145.559998,1097400,126.813834
2012-09-04,145.160004,146.690002,144.610001,146.639999,636800,127.754746
2012-09-05,146.770004,147.130005,145.949997,146.449997,762000,127.589214
2012-09-06,146.940002,147.570007,146.570007,147.479996,722000,128.486563
2012-09-07,147.720001,147.979996,146.309998,146.820007,572600,127.911572
2012-09-10,145.669998,146.050003,144.0,144.210007,852200,126.586107
2012-09-11,144.429993,145.929993,143.699997,144.029999,532400,126.428097
2012-09-12,144.059998,145.639999,143.399994,145.630005,578900,127.832567
2012-09-13,145.229996,147.800003,144.880005,147.580002,732400,129.544255
2012-09-14,148.149994,149.470001,147.300003,148.770004,639900,130.588827
2012-09-17,148.759995,149.839996,147.429993,147.690002,677200,129.640812
2012-09-18,147.690002,147.690002,145.5,145.660004,552900,127.8589
2012-09-19,145.910004,146.5,144.0,144.020004,718000,126.419324
2012-09-20,143.080002,143.899994,141.460007,142.050003,1096900,124.690077
2012-09-21,142.25,142.479996,141.419998,141.509995,1376800,124.216063
2012-09-24,141.160004,141.860001,140.699997,140.929993,647500,123.706943
2012-09-25,140.949997,141.770004,139.660004,139.759995,854800,122.67993
2012-09-26,138.860001,140.389999,138.440002,139.350006,721300,122.320047
2012-09-27,139.809998,140.770004,138.779999,139.0,695700,122.012815
2012-09-28,138.470001,139.929993,137.860001,139.169998,729100,122.162037
2012-10-01,139.75,139.960007,137.550003,138.960007,601900,121.977709
2012-10-02,139.0,139.529999,138.139999,139.229996,441800,122.214703
2012-10-03,139.490005,141.039993,139.259995,139.690002,433500,122.618492
2012-10-04,140.300003,140.460007,138.589996,139.020004,463000,122.030374
2012-10-05,139.350006,140.029999,138.830002,139.190002,372800,122.179597
2012-10-08,139.080002,139.669998,138.270004,139.190002,337700,122.179597
2012-10-09,139.399994,140.0,138.279999,138.690002,514100,121.740702
2012-10-10,139.029999,139.179993,137.740005,138.600006,378400,121.661704
2012-10-11,139.619995,139.75,137.509995,137.529999,443700,120.722462
2012-10-12,137.610001,138.509995,136.360001,136.539993,455100,119.853445
2012-10-15,136.789993,137.639999,136.210007,137.259995,536900,120.485455
2012-10-16,137.220001,138.649994,137.220001,137.809998,269900,120.968242
2012-10-17,137.5,137.740005,136.119995,137.199997,601500,120.43279
2012-10-18,137.139999,138.270004,136.880005,137.720001,605200,120.889245
2012-10-19,136.809998,138.979996,136.809998,138.020004,746600,121.152584
2012-10-22,137.389999,137.809998,135.990005,136.880005,482800,120.151904
2012-10-23,135.070007,137.490005,135.070007,137.110001,538800,120.353792
2012-10-24,137.509995,138.320007,136.970001,137.940002,609000,121.082359
2012-10-25,138.460007,138.860001,136.320007,137.169998,585000,120.406457
2012-10-26,137.199997,137.630005,135.619995,136.559998,453400,119.871005
2012-10-31,137.0,139.149994,136.460007,138.630005,899900,121.688037
2012-11-01,139.210007,140.529999,139.210007,139.880005,841600,122.785274
2012-11-02,139.539993,142.039993,139.539993,140.300003,522500,123.153944
2012-11-05,140.130005,140.800003,138.649994,140.039993,413900,122.92571
2012-11-06,140.160004,141.570007,140.059998,141.029999,1117400,123.794727
2012-11-07,140.639999,144.830002,140.309998,143.339996,1410800,125.82242
2012-11-08,142.509995,143.509995,141.619995,141.919998,1013300,124.57596
2012-11-09,141.630005,147.300003,141.100006,145.699997,1155400,127.894005
2012-11-12,145.75,146.199997,144.619995,145.279999,523800,127.525335
2012-11-13,144.639999,148.169998,144.550003,146.850006,958800,128.903472
2012-11-14,146.949997,147.399994,144.479996,145.0,816600,127.279555
2012-11-15,145.190002,146.139999,143.470001,144.25,840700,126.621212
2012-11-16,144.399994,144.75,142.520004,143.860001,1383400,126.278875
2012-11-19,145.039993,146.729996,144.440002,144.940002,678300,127.22689
2012-11-20,144.419998,144.619995,143.050003,144.529999,934500,126.866993
2012-11-21,144.869995,144.970001,143.660004,144.289993,432200,126.656318
2012-11-23,144.889999,145.630005,144.100006,145.270004,183500,127.516562
2012-11-26,144.690002,145.979996,143.690002,145.300003,477000,127.542895
2012-11-27,143.850006,143.850006,141.589996,142.720001,985800,125.278195
2012-11-28,142.580002,142.970001,141.220001,142.330002,650700,124.935857
2012-11-29,143.600006,143.740005,140.350006,141.279999,1116500,124.014175
2012-11-30,141.479996,142.710007,140.630005,140.639999,1583200,123.45239
2012-12-03,141.089996,143.050003,141.020004,142.520004,800100,125.102639
2012-12-04,143.080002,144.110001,142.350006,142.5,766200,125.08508
2012-12-05,142.589996,142.589996,141.270004,141.550003,609700,124.251182
2012-12-06,141.610001,142.380005,141.25,141.660004,614500,124.347739
2012-12-07,141.619995,142.699997,141.289993,142.320007,674300,124.927084
2012-12-10,140.75,142.149994,140.490005,141.009995,515400,124.741305
2012-12-11,141.330002,141.979996,140.809998,141.360001,630600,125.05093
2012-12-12,141.660004,141.710007,139.899994,140.880005,532800,124.626313
2012-12-13,140.839996,140.880005,138.649994,139.529999,806800,123.43206
2012-12-14,140.610001,140.610001,139.309998,140.100006,585300,123.936304
2012-12-17,140.630005,142.419998,140.220001,142.399994,801000,125.970937
2012-12-18,142.020004,143.789993,141.710007,143.779999,1145000,127.191727
2012-12-19,143.460007,144.720001,143.300003,143.910004,840800,127.306733
2012-12-20,143.970001,146.229996,143.639999,146.139999,761500,129.279448
2012-12-21,146.220001,146.610001,145.070007,145.229996,1067900,128.474434
2012-12-24,145.169998,146.75,144.509995,145.869995,258500,129.040595
2012-12-26,146.020004,146.100006,143.960007,144.380005,543800,127.722509
2012-12-27,144.160004,144.910004,142.789993,144.369995,460400,127.713654
2012-12-28,143.759995,144.800003,143.149994,143.460007,346900,126.908653
2012-12-31,143.160004,145.039993,142.899994,144.960007,407600,128.235594
2013-01-02,146.580002,146.580002,144.800003,146.089996,636300,129.235214
2013-01-03,145.990005,146.960007,145.300003,145.550003,568600,128.757521
2013-01-04,145.410004,146.410004,145.169998,146.220001,444100,129.35022
2013-01-07,145.850006,146.630005,145.679993,145.949997,442300,129.111367
2013-01-08,145.880005,146.020004,144.350006,144.960007,446000,128.235594
2013-01-09,145.350006,145.520004,144.690002,145.490005,411400,128.704446
2013-01-10,145.820007,146.289993,145.039993,146.279999,561200,129.403295
2013-01-11,146.75,147.059998,145.770004,147.050003,515100,130.084462
2013-01-14,147.059998,147.470001,146.050003,146.309998,731900,129.429833
2013-01-15,146.699997,147.869995,145.789993,147.669998,572300,130.632927
2013-01-16,147.229996,148.100006,146.679993,147.960007,585800,130.889476
2013-01-17,148.419998,148.729996,147.779999,148.089996,596400,131.004469
2013-01-18,149.089996,150.410004,148.389999,150.259995,899700,132.924109
2013-01-22,149.880005,150.960007,149.800003,150.919998,725100,133.507966
2013-01-23,150.460007,151.169998,150.229996,150.820007,579300,133.419511
2013-01-24,151.0,151.869995,150.639999,151.729996,631200,134.224512
2013-01-25,152.0,152.910004,151.399994,152.699997,703500,135.082602
2013-01-28,153.0,153.919998,152.179993,153.440002,651200,135.737231
2013-01-29,153.050003,154.380005,152.690002,154.220001,608400,136.427239
2013-01-30,153.710007,154.419998,152.919998,153.820007,703200,136.073393
2013-01-31,153.800003,154.199997,152.869995,153.929993,925000,136.170689
2013-02-01,154.199997,155.869995,153.929993,155.5,864200,137.559561
2013-02-04,154.850006,156.990005,154.820007,156.389999,1088800,138.346879
2013-02-05,157.169998,157.410004,156.229996,156.940002,764500,138.833427
2013-02-06,156.350006,157.690002,155.979996,157.020004,1115200,138.904198
2013-02-07,157.259995,157.649994,155.580002,156.039993,638200,138.037254
2013-02-08,155.5,157.589996,155.5,157.399994,379700,139.240348
2013-02-11,157.460007,157.949997,156.699997,156.850006,421400,138.753813
2013-02-12,157.039993,157.679993,156.380005,157.130005,794500,139.001508
2013-02-13,157.220001,157.330002,155.539993,156.080002,737000,138.072646
2013-02-14,155.660004,155.889999,154.100006,154.199997,889800,136.409543
2013-02-15,152.830002,152.830002,150.0,151.259995,1676000,133.808736
2013-02-19,150.860001,152.75,150.860001,152.720001,694200,135.100298
2013-02-20,152.389999,154.360001,152.389999,152.460007,634800,134.8703
2013-02-21,152.559998,152.740005,151.210007,152.009995,642600,134.472206
2013-02-22,152.570007,153.850006,152.020004,152.410004,531000,134.826066
2013-02-25,152.889999,153.119995,149.979996,149.979996,461600,132.676414
2013-02-26,150.759995,151.399994,149.789993,151.139999,562800,133.702585
2013-02-27,150.910004,153.039993,150.610001,151.839996,514000,134.321821
2013-02-28,152.179993,152.740005,150.990005,151.210007,1259100,133.764515
2013-03-01,150.940002,152.309998,150.429993,151.949997,428700,134.419131
2013-03-04,151.699997,153.389999,151.699997,152.75,579400,135.126836
2013-03-05,153.149994,154.179993,152.649994,153.979996,494900,136.214924
2013-03-06,154.320007,154.619995,152.169998,152.589996,434300,134.985292
