Date,Open,High,Low,Close,Volume,Adj Close
2011-08-02,76.370003,76.989998,74.190002,74.199997,1631100,69.513543
2011-08-03,74.349998,75.589996,73.260002,75.519997,2275600,70.750171
2011-08-04,74.720001,75.129997,74.089996,74.220001,3095900,69.532283
2011-08-05,74.910004,75.510002,73.18,74.93,3028900,70.197439
2011-08-08,73.480003,74.220001,70.330002,70.889999,2309900,66.412604
2011-08-09,71.910004,73.339996,69.779999,73.190002,2712400,68.567339
2011-08-10,72.230003,72.709999,70.389999,70.529999,2314200,66.075341
2011-08-11,70.75,74.290001,70.330002,73.410004,1506300,68.773445
2011-08-12,73.669998,76.07,73.639999,75.760002,1702000,70.975018
2011-08-15,76.190002,76.199997,74.32,75.220001,1132100,70.469124
2011-08-16,74.360001,75.199997,73.769997,74.790001,1274700,70.066282
2011-08-17,74.82,74.82,73.18,73.550003,1362800,69.242528
2011-08-18,72.089996,72.199997,70.889999,71.029999,2390200,66.870109
2011-08-19,70.269997,71.730003,69.470001,69.57,1865100,65.495615
2011-08-22,70.660004,71.900002,70.519997,70.870003,1418500,66.719483
2011-08-23,71.050003,72.699997,70.599998,72.690002,1076200,68.432894
2011-08-24,72.589996,73.870003,72.099998,73.82,962300,69.496712
2011-08-25,74.029999,74.370003,72.279999,72.480003,690200,68.235193
2011-08-26,72.410004,73.980003,71.25,73.669998,1112600,69.355496
2011-08-29,74.470001,75.440002,74.470001,75.400002,1057900,70.984181
2011-08-30,75.190002,75.730003,74.629997,75.18,945600,70.777064
2011-08-31,75.440002,76.239998,75.129997,75.739998,750800,71.304265
2011-09-01,75.580002,75.760002,74.010002,74.080002,951000,69.741487
2011-09-02,73.18,73.879997,72.519997,72.610001,683500,68.357577
2011-09-06,70.800003,72.5,70.699997,72.419998,858800,68.178702
2011-09-07,73.309998,74.370003,73.0,74.330002,700800,69.976846
2011-09-08,74.099998,74.650002,73.669998,74.0,1420200,69.666171
2011-09-09,73.379997,73.610001,72.239998,72.860001,1259100,68.592936
2011-09-12,72.370003,73.449997,72.0,73.360001,1255900,69.063653
2011-09-13,73.360001,74.309998,73.059998,74.0,878600,69.666171
2011-09-14,74.489998,77.290001,74.279999,76.309998,1372400,71.840883
2011-09-15,76.620003,76.809998,75.309998,75.699997,1688500,71.266607
2011-09-16,75.75,76.019997,74.900002,75.370003,1303500,70.955939
2011-09-19,74.400002,74.959999,73.779999,74.669998,952300,70.29693
2011-09-20,74.970001,75.190002,74.07,74.230003,1021700,69.882704
2011-09-21,74.300003,74.5,71.43,71.43,1100300,67.246684
2011-09-22,69.739998,71.160004,69.519997,69.989998,2249100,65.891016
2011-09-23,70.0,72.440002,69.690002,71.379997,1322400,67.199609
2011-09-26,72.099998,76.489998,71.870003,76.279999,2315800,71.812641
2011-09-27,77.910004,78.239998,75.599998,76.190002,1549900,71.727915
2011-09-28,76.279999,77.540001,75.800003,76.400002,1953000,71.925616
2011-09-29,77.589996,77.860001,74.949997,76.300003,1776700,71.831474
2011-09-30,75.449997,76.470001,74.260002,74.32,1678000,69.96743
2011-10-03,74.029999,75.339996,73.279999,73.849998,1951600,69.524954
2011-10-04,73.059998,75.970001,73.059998,75.870003,1800000,71.426656
2011-10-05,75.730003,79.360001,75.629997,79.160004,2124200,74.523978
2011-10-06,79.150002,80.800003,78.589996,79.779999,1585200,75.107662
2011-10-07,80.0,80.480003,78.690002,79.639999,1157400,74.975862
2011-10-10,80.470001,81.379997,78.900002,79.769997,1597100,75.098246
2011-10-11,79.690002,80.650002,79.080002,79.629997,1433500,74.966446
2011-10-12,80.220001,80.989998,79.720001,80.139999,1025200,75.44658
2011-10-13,79.589996,79.849998,78.57,79.540001,736500,74.88172
2011-10-14,80.150002,80.339996,79.010002,80.040001,691600,75.352438
2011-10-17,79.279999,80.010002,77.529999,77.709999,816700,73.158893
2011-10-18,77.620003,79.870003,76.550003,79.519997,1607500,74.862887
2011-10-19,79.379997,79.379997,77.129997,77.330002,1178900,72.80115
2011-10-20,77.860001,79.75,77.519997,79.519997,1366700,74.862887
2011-10-21,81.589996,82.470001,80.589996,81.989998,1587700,77.188232
2011-10-24,81.589996,81.940002,80.650002,81.580002,1133700,76.802248
2011-10-25,81.410004,86.449997,81.089996,83.150002,3250200,78.2803
2011-10-26,83.82,83.980003,81.68,81.849998,1666600,77.056432
2011-10-27,83.940002,84.050003,82.360001,83.059998,2201200,78.195567
2011-10-28,82.940002,85.050003,82.699997,84.239998,1957700,79.306461
2011-10-31,82.989998,83.75,82.639999,82.709999,1372500,77.866067
2011-11-01,80.860001,82.82,80.279999,81.629997,1511000,76.849315
2011-11-02,82.639999,83.629997,82.150002,83.540001,1645300,78.647459
2011-11-03,84.0,86.18,83.440002,85.870003,1552700,80.841004
2011-11-04,84.980003,86.459999,84.839996,86.279999,1086900,81.226988
2011-11-07,86.330002,86.82,85.050003,86.370003,800700,81.311721
2011-11-08,86.449997,87.300003,85.830002,86.720001,1271000,81.641222
2011-11-09,85.279999,86.529999,84.580002,84.949997,1115200,79.974878
2011-11-10,85.699997,86.489998,85.080002,85.879997,824300,80.850413
2011-11-11,86.5,87.25,86.230003,86.580002,663300,81.509422
2011-11-14,86.120003,86.57,85.300003,85.989998,848000,80.953971
2011-11-15,85.830002,86.489998,85.489998,86.019997,703200,80.982213
2011-11-16,85.0,86.279999,84.669998,84.699997,823900,80.07931
2011-11-17,84.910004,85.010002,83.139999,83.980003,1047300,79.398595
2011-11-18,84.480003,84.860001,83.510002,84.120003,740200,79.530956
2011-11-21,83.419998,84.43,83.190002,84.019997,871000,79.436406
2011-11-22,83.93,85.760002,83.660004,84.709999,1289500,80.088766
2011-11-23,84.220001,84.290001,83.099998,83.139999,1189200,78.604416
2011-11-25,83.139999,84.160004,82.669998,83.639999,354900,79.077139
2011-11-28,85.160004,85.309998,83.529999,83.629997,1289500,79.067682
2011-11-29,84.089996,84.959999,83.419998,84.260002,1042000,79.663318
2011-11-30,85.480003,86.849998,84.349998,86.830002,1107600,82.093115
2011-12-01,86.389999,86.68,85.5,86.0,715300,81.308393
2011-12-02,86.360001,86.379997,84.910004,85.870003,909400,81.185488
2011-12-05,86.660004,86.900002,85.120003,85.599998,931500,80.930213
2011-12-06,86.029999,87.0,85.43,86.300003,834700,81.59203
2011-12-07,86.0,86.5,85.089996,86.239998,2119700,81.535298
2011-12-08,86.050003,86.470001,85.32,85.540001,848600,80.873489
2011-12-09,85.339996,86.900002,84.470001,86.360001,782200,81.648754
2011-12-12,86.050003,86.07,84.120003,84.93,688600,80.296766
2011-12-13,85.459999,85.879997,83.410004,83.800003,682600,79.228414
2011-12-14,83.730003,84.470001,83.120003,83.540001,775700,78.982596
2011-12-15,83.959999,84.139999,82.349998,83.849998,821000,79.275682
2011-12-16,84.650002,85.470001,84.019997,84.639999,1007600,80.022585
2011-12-19,85.110001,85.610001,84.150002,84.300003,689100,79.701137
2011-12-20,85.110001,87.0,85.110001,86.849998,743100,82.112021
2011-12-21,87.089996,87.610001,86.410004,87.449997,860700,82.679288
2011-12-22,87.419998,88.870003,86.949997,88.519997,814300,83.690915
2011-12-23,88.919998,90.169998,88.370003,89.68,698700,84.787636
2011-12-27,89.43,90.410004,89.209999,90.080002,394900,85.165816
2011-12-28,90.089996,90.419998,89.089996,89.209999,434500,84.343275
2011-12-29,89.419998,89.75,89.18,89.639999,394800,84.749818
2011-12-30,89.669998,89.800003,89.150002,89.269997,376300,84.4
2012-01-03,90.400002,93.309998,90.209999,91.0,1693700,86.035625
2012-01-04,90.809998,92.32,90.809998,91.93,1528500,86.914891
2012-01-05,91.199997,92.760002,90.980003,92.639999,1373400,87.586157
2012-01-06,92.43,92.959999,91.93,92.5,779600,87.453795
2012-01-09,92.839996,93.5,92.410004,93.220001,593300,88.134518
2012-01-10,94.830002,95.309998,93.580002,94.5,1545300,89.344688
2012-01-11,94.449997,95.959999,93.970001,95.82,1397700,90.592677
2012-01-12,95.57,96.379997,94.879997,96.330002,768300,91.074856
2012-01-13,95.160004,95.629997,94.169998,95.129997,1169800,89.940316
2012-01-17,95.599998,96.239998,95.080002,95.370003,498600,90.167229
2012-01-18,95.529999,96.510002,94.860001,96.199997,959800,90.951944
2012-01-19,96.040001,97.949997,94.300003,97.269997,1199000,91.963571
2012-01-20,97.07,97.25,95.510002,95.589996,931700,90.375221
2012-01-23,95.669998,96.040001,94.150002,95.07,651400,89.883592
2012-01-24,94.470001,95.760002,94.419998,95.419998,726600,90.214497
2012-01-25,95.230003,96.400002,94.529999,96.059998,1500900,90.819582
2012-01-26,96.529999,99.599998,95.25,98.029999,2669100,92.682113
2012-01-27,97.470001,98.5,95.43,97.199997,1494500,91.89739
2012-01-30,96.459999,97.269997,95.790001,96.760002,1007100,91.481399
2012-01-31,97.559998,98.800003,95.93,97.529999,1020800,92.209389
2012-02-01,97.879997,98.07,96.209999,97.519997,1517800,92.199933
2012-02-02,97.559998,97.879997,96.82,96.900002,988900,91.613761
2012-02-03,97.809998,98.639999,97.559998,97.769997,1233400,92.436294
2012-02-06,97.610001,97.980003,96.959999,97.739998,708400,92.407932
2012-02-07,97.720001,99.220001,97.5,98.480003,705400,93.107568
2012-02-08,98.260002,99.300003,98.089996,98.959999,653500,93.561378
2012-02-09,99.080002,99.730003,98.480003,99.5,704300,94.07192
2012-02-10,98.610001,98.900002,97.809998,98.370003,1244400,93.003568
2012-02-13,98.940002,99.480003,98.290001,99.150002,770700,93.741015
2012-02-14,98.830002,100.0,98.809998,99.800003,965900,94.355557
2012-02-15,99.900002,99.949997,98.839996,99.220001,848100,93.807196
2012-02-16,99.099998,99.989998,98.900002,99.739998,549900,94.298825
2012-02-17,100.0,100.459999,99.57,100.32,861800,94.847186
2012-02-21,100.279999,101.389999,99.989998,100.580002,689900,95.093004
2012-02-22,100.639999,100.870003,99.519997,99.970001,712000,94.516281
2012-02-23,99.620003,100.989998,99.099998,100.959999,891800,95.826108
2012-02-24,100.970001,101.199997,100.599998,101.059998,890200,95.921021
2012-02-27,100.260002,103.57,100.0,103.330002,1346200,98.075594
2012-02-28,103.339996,103.489998,101.709999,102.370003,769300,97.164411
2012-02-29,102.470001,103.32,102.169998,103.150002,1085400,97.904747
2012-03-01,103.239998,103.620003,102.82,103.559998,772800,98.293894
2012-03-02,103.400002,103.629997,102.269997,102.440002,667000,97.230852
2012-03-05,102.239998,103.690002,102.239998,102.690002,956600,97.468139
2012-03-06,101.860001,103.379997,101.800003,103.099998,1441500,97.857286
2012-03-07,103.360001,106.559998,102.82,106.150002,2011900,100.752194
2012-03-08,106.489998,106.489998,104.830002,105.449997,1802900,100.087786
2012-03-09,105.900002,106.419998,105.360001,106.029999,1231000,100.638294
2012-03-12,106.519997,108.029999,105.610001,107.010002,1088200,101.568463
2012-03-13,107.400002,107.75,107.0,107.239998,1148000,101.786764
2012-03-14,107.019997,107.43,106.599998,107.190002,1208000,101.739311
2012-03-15,107.389999,107.910004,106.57,107.860001,928300,102.375239
2012-03-16,108.0,108.239998,106.559998,106.639999,1187900,101.217276
2012-03-19,106.650002,107.889999,106.040001,107.57,970900,102.099985
2012-03-20,107.209999,107.400002,106.480003,107.169998,560000,101.720323
2012-03-21,107.330002,107.589996,106.769997,107.07,433700,101.62541
2012-03-22,106.720001,107.519997,106.209999,107.269997,743800,101.815237
2012-03-23,106.809998,107.889999,105.580002,107.599998,723700,102.128458
2012-03-26,107.940002,109.660004,107.43,109.599998,686400,104.026756
2012-03-27,109.860001,110.790001,109.339996,109.599998,947400,104.026756
2012-03-28,109.559998,109.959999,107.739998,108.360001,825900,102.849813
2012-03-29,108.0,109.290001,107.959999,109.209999,1051600,103.656589
2012-03-30,109.610001,109.93,108.290001,108.669998,1136700,103.144047
2012-04-02,107.449997,110.029999,107.290001,109.809998,1036400,104.226077
2012-04-03,109.879997,109.879997,108.639999,109.400002,696900,103.83693
2012-04-04,108.620003,110.0,108.269997,109.93,777900,104.339977
2012-04-05,110.529999,114.440002,110.529999,110.769997,2398200,105.137259
2012-04-09,113.540001,114.18,111.150002,111.830002,2445100,106.143362
2012-04-10,111.82,111.830002,108.959999,108.989998,1342900,103.447775
2012-04-11,110.279999,115.269997,110.010002,114.82,2866400,108.981317
2012-04-12,114.910004,116.0,113.699997,115.580002,1337500,109.702672
2012-04-13,115.43,117.099998,115.370003,116.620003,1095900,110.689788
2012-04-16,117.660004,117.860001,115.93,117.370003,1189600,111.40165
2012-04-17,117.919998,118.440002,117.0,117.589996,898400,111.610457
2012-04-18,117.190002,117.699997,116.650002,117.150002,980600,111.192836
2012-04-19,117.269997,118.019997,114.809998,116.730003,1057000,110.794195
2012-04-20,116.889999,119.120003,116.889999,118.389999,1042800,112.369779
2012-04-23,117.349998,118.18,116.349998,118.019997,827200,112.018591
2012-04-24,117.760002,119.309998,117.589996,118.160004,964400,112.151479
2012-04-25,119.129997,121.0,118.709999,120.300003,964700,114.182658
2012-04-26,120.0,121.589996,119.419998,120.449997,1194300,114.325024
2012-04-27,120.959999,121.919998,120.57,120.989998,1364900,114.837566
2012-04-30,120.510002,121.089996,119.860001,120.279999,818600,114.163671
2012-05-01,120.660004,122.120003,119.949997,120.589996,1007800,114.457905
2012-05-02,119.93,121.889999,119.93,121.540001,1087400,115.359601
2012-05-03,121.769997,123.269997,121.300003,121.900002,1058400,115.701295
2012-05-04,121.480003,121.480003,120.510002,121.110001,1082200,114.951466
2012-05-07,120.959999,121.790001,120.43,121.629997,788200,115.445021
2012-05-08,120.830002,123.349998,119.839996,122.980003,2053000,116.726378
2012-05-09,122.169998,124.470001,121.400002,124.0,1698200,117.694507
2012-05-10,124.449997,125.199997,122.720001,122.970001,1899900,116.716885
2012-05-11,122.589996,123.290001,122.18,122.720001,1527700,116.479597
2012-05-14,121.980003,122.57,119.980003,120.540001,1688800,114.410452
2012-05-15,120.279999,120.400002,117.760002,118.43,2927600,112.407746
2012-05-16,119.550003,119.620003,117.75,118.029999,1221400,112.398225
2012-05-17,118.230003,118.230003,114.68,115.57,1899600,110.055604
2012-05-18,116.0,117.169998,115.809998,116.07,2152600,110.531746
2012-05-21,115.870003,119.110001,115.68,118.82,1263600,113.150531
2012-05-22,119.300003,120.300003,118.699997,119.139999,1329300,113.455262
2012-05-23,119.139999,125.0,118.709999,124.300003,2500000,118.369057
2012-05-24,124.510002,125.519997,123.709999,125.330002,1825400,119.34991
2012-05-25,124.550003,126.43,124.550003,126.309998,1105000,120.283145
2012-05-29,127.129997,129.539993,126.910004,129.470001,1365200,123.29237
2012-05-30,128.350006,128.809998,126.360001,127.5,1315000,121.416367
2012-05-31,127.790001,130.25,126.260002,129.639999,1435900,123.454257
2012-06-01,127.790001,128.220001,124.57,124.610001,2584500,118.664263
2012-06-04,124.730003,126.050003,123.040001,125.870003,1521900,119.864145
2012-06-05,125.639999,128.559998,124.739998,128.279999,1438700,122.159148
2012-06-06,126.610001,129.009995,126.209999,128.830002,2872300,122.682908
2012-06-07,129.479996,131.440002,129.130005,130.070007,1611800,123.863747
2012-06-08,129.740005,132.460007,129.070007,131.419998,1532600,125.149323
2012-06-11,132.429993,132.5,130.080002,130.210007,939800,123.997066
2012-06-12,130.669998,133.229996,130.410004,133.009995,1463300,126.663453
2012-06-13,131.100006,131.5,129.800003,129.990005,1970200,123.787562
2012-06-14,130.300003,130.960007,128.0,129.320007,1899700,123.149533
2012-06-15,130.039993,130.389999,129.330002,129.539993,1510400,123.359022
2012-06-18,129.25,132.580002,128.820007,132.279999,956200,125.968289
2012-06-19,133.100006,133.970001,131.699997,131.839996,1513300,125.549281
2012-06-20,131.970001,132.0,129.5,130.509995,986100,124.28274
2012-06-21,130.5,130.619995,126.18,126.389999,1594300,120.35933
2012-06-22,126.779999,128.330002,125.629997,127.870003,1014800,121.768715
2012-06-25,127.370003,127.480003,125.400002,127.360001,1069600,121.283047
2012-06-26,127.760002,131.139999,127.660004,130.300003,1105800,124.082768
2012-06-27,130.580002,131.220001,128.960007,129.490005,941800,123.31142
2012-06-28,128.75,130.360001,127.43,130.149994,1182800,123.939917
2012-06-29,132.119995,132.380005,130.690002,132.350006,1036600,126.034956
2012-07-02,132.300003,133.0,129.839996,132.259995,1094100,125.949239
2012-07-03,132.25,132.539993,130.779999,132.490005,387600,126.168275
2012-07-05,132.25,133.419998,131.369995,132.990005,745500,126.644418
2012-07-06,132.320007,133.070007,131.270004,132.820007,827800,126.482531
2012-07-09,132.0,132.0,128.490005,130.199997,1055500,123.987534
2012-07-10,130.440002,132.25,129.0,129.809998,1247900,123.616143
2012-07-11,129.979996,130.100006,127.5,128.130005,1096500,122.016311
2012-07-12,127.779999,129.570007,126.730003,128.850006,1006400,122.701958
2012-07-13,129.520004,131.130005,129.369995,130.139999,1257200,123.930399
2012-07-16,129.149994,130.330002,126.959999,127.230003,1730100,121.159253
2012-07-17,128.300003,129.059998,126.910004,128.720001,1386400,122.578156
2012-07-18,128.139999,128.830002,127.110001,127.650002,1864200,121.559211
2012-07-19,123.5,132.509995,122.790001,132.429993,4731000,126.111126
2012-07-20,131.589996,132.970001,130.399994,131.570007,2227700,125.292175
2012-07-23,129.5,131.800003,128.690002,131.149994,863500,124.892202
2012-07-24,131.149994,131.850006,130.279999,131.539993,799900,125.263593
2012-07-25,131.880005,132.270004,127.919998,129.610001,1257200,123.425689
2012-07-26,131.279999,133.899994,131.199997,133.169998,1660400,126.815822
2012-07-27,133.630005,136.0,132.789993,135.240005,1248100,128.78706
2012-07-30,135.360001,136.160004,134.889999,135.440002,591200,128.977514
2012-07-31,135.029999,135.520004,133.800003,134.350006,616300,127.939526
2012-08-01,134.630005,135.699997,132.880005,133.460007,593900,127.091993
2012-08-02,133.009995,134.729996,132.289993,134.369995,583900,127.958562
2012-08-03,135.800003,136.850006,135.410004,136.080002,766800,129.586976
2012-08-06,136.669998,136.669998,134.970001,135.410004,504000,128.948947
2012-08-07,136.929993,138.960007,136.820007,138.779999,1541300,132.158143
2012-08-08,138.289993,141.169998,138.0,140.800003,1386900,134.081763
2012-08-09,140.960007,142.289993,140.169998,141.130005,1370200,134.396019
2012-08-10,140.75,141.440002,139.610001,141.440002,544500,134.691225
2012-08-13,140.990005,141.490005,140.059998,140.979996,647000,134.253168
2012-08-14,140.770004,141.559998,140.339996,141.360001,644300,134.615041
2012-08-15,141.199997,141.419998,138.0,138.369995,1047400,132.132242
2012-08-16,138.360001,139.600006,138.339996,139.130005,1112100,132.85799
2012-08-17,140.559998,141.440002,140.550003,140.669998,543900,134.32856
2012-08-20,140.669998,140.779999,138.660004,139.869995,693500,133.564622
2012-08-21,139.899994,140.360001,137.300003,137.800003,1393800,131.587945
2012-08-22,136.899994,139.399994,136.5,139.369995,1351200,133.087162
2012-08-23,139.289993,140.929993,138.740005,139.809998,747400,133.507329
2012-08-24,139.979996,143.380005,139.520004,142.630005,1550700,136.200209
2012-08-27,142.339996,143.160004,141.699997,142.600006,791000,136.171563
2012-08-28,142.369995,143.080002,141.429993,142.509995,601800,136.085609
2012-08-29,142.660004,144.899994,142.529999,144.529999,747600,138.014551
2012-08-30,144.360001,144.389999,142.0,142.0,780400,135.598605
2012-08-31,142.940002,143.929993,142.520004,143.080002,693300,136.62992
2012-09-04,143.169998,143.929993,141.889999,143.139999,511000,136.687213
2012-09-05,143.449997,143.860001,141.699997,142.029999,527500,135.627252
2012-09-06,143.0,144.660004,142.309998,144.160004,648700,137.661235
2012-09-07,142.520004,144.910004,142.509995,143.229996,596700,136.773152
2012-09-10,143.179993,144.830002,143.080002,143.75,592800,137.269715
2012-09-11,143.669998,143.919998,141.850006,141.850006,652600,135.455373
2012-09-12,142.410004,144.759995,141.800003,144.050003,651200,137.556194
2012-09-13,144.240005,146.399994,142.75,145.690002,824300,139.122262
2012-09-14,145.610001,146.5,144.630005,146.220001,1114900,139.628368
2012-09-17,146.229996,146.369995,145.059998,146.009995,415300,139.427828
2012-09-18,146.240005,146.240005,144.949997,145.490005,430100,138.93128
2012-09-19,145.860001,150.419998,145.279999,149.050003,1281900,142.330792
2012-09-20,148.770004,148.919998,147.270004,148.089996,676200,141.414063
2012-09-21,148.910004,150.800003,148.639999,150.059998,953500,143.295256
2012-09-24,150.070007,150.25,148.699997,149.399994,744600,142.665006
2012-09-25,149.710007,150.660004,147.729996,147.830002,763800,141.165789
2012-09-26,147.729996,148.720001,146.169998,146.309998,920900,139.714307
2012-09-27,146.600006,149.509995,146.5,148.729996,701200,142.025211
2012-09-28,148.630005,149.160004,147.320007,148.910004,735900,142.197104
2012-10-01,149.399994,149.759995,147.380005,148.199997,857200,141.519105
2012-10-02,149.029999,150.220001,147.369995,148.580002,773000,141.881979
2012-10-03,148.490005,152.899994,148.110001,152.809998,983100,145.921286
2012-10-04,153.660004,155.899994,152.809998,154.360001,1167400,147.401414
2012-10-05,155.050003,156.5,154.75,155.690002,743400,148.671459
2012-10-08,155.100006,155.960007,151.830002,152.229996,945900,145.36743
2012-10-09,151.449997,151.910004,149.529999,149.880005,914900,143.123378
2012-10-10,149.979996,151.179993,148.800003,150.429993,681300,143.648572
2012-10-11,151.240005,152.210007,148.770004,149.289993,531000,142.559964
2012-10-12,149.369995,150.75,148.770004,149.220001,492800,142.493127
2012-10-15,149.320007,151.729996,148.270004,151.539993,588400,144.708533
2012-10-16,152.449997,153.990005,151.690002,153.580002,794300,146.656578
2012-10-17,154.520004,155.5,153.369995,154.210007,851200,147.258182
2012-10-18,153.600006,154.490005,152.050003,153.029999,798400,146.131369
2012-10-19,152.820007,153.0,150.25,150.509995,913000,143.724967
2012-10-22,149.610001,152.149994,149.25,150.600006,586900,143.810921
2012-10-23,149.539993,150.360001,146.839996,149.389999,1226000,142.655462
2012-10-24,150.339996,152.410004,149.809998,151.759995,1175600,144.918617
2012-10-25,148.850006,149.919998,138.990005,140.0,3817000,133.688766
2012-10-26,139.820007,140.839996,138.360001,139.630005,1864400,133.33545
2012-10-31,142.100006,144.220001,140.570007,142.580002,1258500,136.15246
2012-11-01,142.990005,144.410004,141.759995,143.589996,922800,137.116924
2012-11-02,144.0,144.880005,141.919998,142.0,749400,135.598605
2012-11-05,141.509995,144.139999,140.649994,144.0,795400,137.508445
2012-11-06,144.399994,144.779999,142.839996,143.320007,704400,136.859106
2012-11-07,142.649994,144.75,140.940002,143.869995,1211200,137.384301
2012-11-08,143.559998,144.029999,141.919998,141.970001,672200,135.569959
2012-11-09,141.729996,142.789993,140.119995,140.839996,697500,134.490895
2012-11-12,144.779999,151.759995,143.600006,149.059998,3098300,142.340336
2012-11-13,149.529999,154.360001,148.100006,152.050003,2174600,145.195552
2012-11-14,151.520004,151.830002,148.990005,149.509995,1005100,143.137183
2012-11-15,149.279999,151.080002,147.210007,148.910004,1190600,142.562767
2012-11-16,148.619995,153.240005,147.699997,151.570007,1996600,145.109388
2012-11-19,152.339996,157.080002,152.139999,157.009995,1301300,150.317498
2012-11-20,156.410004,158.639999,156.0,157.970001,899500,151.236585
2012-11-21,158.25,159.800003,156.970001,157.440002,770800,150.729177
2012-11-23,158.160004,159.0,157.339996,158.589996,381200,151.830153
2012-11-26,158.600006,159.0,157.339996,157.990005,1018300,151.255736
2012-11-27,157.589996,158.509995,157.100006,157.149994,857000,150.45153
2012-11-28,155.320007,157.029999,153.339996,156.550003,1304000,149.877114
2012-11-29,157.139999,157.139999,153.479996,153.679993,1639100,147.129436
2012-11-30,153.619995,155.419998,152.520004,152.520004,2687800,146.018892
2012-12-03,152.789993,154.220001,150.529999,152.210007,1104500,145.722108
2012-12-04,152.679993,153.729996,151.020004,151.149994,871100,144.707278
2012-12-05,151.270004,151.619995,148.289993,149.910004,984400,143.520142
2012-12-06,150.009995,151.460007,148.460007,151.220001,933800,144.774301
2012-12-07,151.649994,151.850006,147.339996,148.940002,1108600,142.591487
2012-12-10,148.210007,150.509995,147.949997,149.779999,693600,143.395678
2012-12-11,149.990005,150.990005,149.490005,149.880005,753400,143.491422
2012-12-12,150.039993,150.479996,147.380005,147.869995,896000,141.567088
2012-12-13,147.630005,149.669998,146.490005,147.270004,897000,140.992672
2012-12-14,147.029999,148.639999,146.990005,148.229996,881200,141.911744
2012-12-17,149.570007,153.509995,148.5,153.429993,1272900,146.890093
2012-12-18,154.080002,154.179993,151.029999,152.229996,1118200,145.741245
2012-12-19,152.649994,152.649994,149.880005,149.929993,1164800,143.539279
2012-12-20,150.300003,152.440002,148.869995,152.419998,1103600,145.923149
2012-12-21,149.949997,152.470001,149.949997,151.529999,1148300,145.071085
2012-12-24,151.240005,153.229996,150.850006,152.669998,353700,146.162493
2012-12-26,152.660004,153.539993,151.630005,152.600006,584600,146.095484
2012-12-27,152.990005,153.190002,150.330002,152.729996,611700,146.219933
2012-12-28,151.610001,152.759995,150.850006,151.039993,576700,144.601966
2012-12-31,150.380005,154.600006,150.320007,153.820007,841800,147.263483
2013-01-02,155.990005,157.399994,154.740005,156.679993,1731800,150.001562
2013-01-03,156.669998,158.470001,154.800003,155.139999,946000,148.527211
2013-01-04,156.240005,161.740005,156.240005,158.800003,1109300,152.031208
2013-01-07,158.240005,158.630005,157.169998,158.490005,718900,151.734424
2013-01-08,158.589996,160.960007,158.229996,160.960007,1153700,154.099142
2013-01-09,161.279999,163.139999,159.869995,162.169998,1105300,155.257558
2013-01-10,162.5,162.580002,160.350006,162.360001,980100,155.439462
2013-01-11,161.330002,161.429993,160.309998,161.279999,872100,154.405495
2013-01-14,161.460007,162.339996,160.789993,161.179993,584900,154.309752
2013-01-15,160.929993,161.320007,160.300003,161.020004,458100,154.156583
2013-01-16,160.699997,161.869995,160.570007,161.440002,528100,154.558678
2013-01-17,162.169998,163.089996,161.970001,162.839996,522000,155.898998
2013-01-18,163.240005,164.229996,161.779999,164.020004,950500,157.028709
2013-01-22,164.259995,164.470001,162.919998,163.699997,843800,156.722341
2013-01-23,163.389999,164.850006,163.389999,164.809998,723700,157.785029
2013-01-24,165.0,167.240005,164.820007,165.789993,916200,158.723252
2013-01-25,166.380005,166.850006,165.100006,165.509995,785200,158.455189
2013-01-28,165.179993,165.610001,163.259995,164.089996,727800,157.095717
2013-01-29,163.809998,164.300003,162.259995,163.160004,773700,156.205365
2013-01-30,163.589996,164.600006,161.550003,162.309998,1212300,155.39159
2013-01-31,160.25,164.740005,159.809998,162.139999,1840000,155.228838
2013-02-01,162.699997,164.699997,162.25,163.839996,842700,156.856373
2013-02-04,162.75,164.160004,162.5,163.240005,963600,156.281957
2013-02-05,163.830002,164.190002,161.759995,163.160004,733200,156.205365
2013-02-06,163.0,163.75,161.639999,163.009995,710800,156.06175
2013-02-07,162.770004,163.369995,160.75,162.889999,538900,155.94687
2013-02-08,163.139999,164.0,162.679993,163.770004,379700,156.789365
2013-02-11,163.440002,164.690002,162.649994,164.5,559600,157.488245
2013-02-12,162.899994,165.0,162.259995,164.669998,701800,157.650997
2013-02-13,165.0,165.699997,164.570007,165.449997,452300,158.397748
2013-02-14,165.169998,165.490005,163.139999,163.669998,694400,156.693621
2013-02-15,164.330002,167.270004,164.330002,166.699997,999600,159.594468
2013-02-19,166.199997,166.5,162.210007,164.100006,873800,157.1053
2013-02-20,164.100006,164.100006,159.229996,159.330002,926400,152.538616
2013-02-21,158.5,158.770004,154.669998,155.910004,1239400,149.734283
2013-02-22,157.0,157.979996,154.800003,157.850006,1069400,151.597441
2013-02-25,158.490005,159.419998,154.270004,154.339996,985000,148.226465
2013-02-26,154.369995,156.649994,153.940002,155.940002,981300,149.763094
2013-02-27,156.270004,161.820007,156.100006,161.229996,1104200,154.843546
2013-02-28,161.229996,163.460007,161.100006,161.589996,1449500,155.189287
2013-03-01,160.490005,163.729996,159.729996,162.479996,934600,156.044033
2013-03-04,161.949997,165.380005,161.809998,165.380005,826200,158.82917
2013-03-05,166.25,167.5,164.410004,164.860001,759800,158.329764
