Date,Open,High,Low,Close,Volume,Adj Close
2013-11-15,67.300003,67.620003,66.519997,67.099998,4106300,61.825851
2013-11-18,67.620003,68.050003,67.050003,67.209999,2723300,61.927206
2013-11-19,67.139999,68.540001,66.919998,67.769997,3246100,62.443187
2013-11-20,68.220001,68.389999,66.800003,67.029999,2923500,61.761354
2013-11-21,67.059998,67.639999,65.839996,67.5,2933400,62.194412
2013-11-22,67.849998,68.800003,67.540001,68.480003,3108000,63.097386
2013-11-25,68.480003,69.349998,68.129997,68.639999,2808300,63.244806
2013-11-26,68.790001,69.230003,68.129997,68.75,3094400,63.346161
2013-11-27,68.599998,71.0,68.400002,70.120003,4526400,64.608479
2013-11-29,70.029999,70.720001,69.410004,69.610001,1688100,64.138564
2013-12-02,70.0,71.75,69.669998,71.360001,3900900,65.751012
2013-12-03,71.059998,71.269997,69.540001,70.599998,4299300,65.050747
2013-12-04,69.699997,70.480003,68.330002,69.589996,5377100,64.120132
2013-12-05,69.82,70.5,69.169998,69.730003,3978800,64.249134
2013-12-06,70.330002,72.5,70.0,71.239998,5174200,65.640441
2013-12-09,72.300003,73.169998,71.699997,71.830002,4297300,66.18407
2013-12-10,71.25,72.440002,69.540001,71.610001,4233700,65.981361
2013-12-11,71.639999,71.690002,70.290001,70.849998,3890300,65.281096
2013-12-12,70.800003,71.690002,70.440002,71.220001,2773000,65.622016
2013-12-13,71.25,72.019997,70.57,71.599998,2711400,65.972145
2013-12-16,71.68,73.260002,71.529999,72.610001,2741600,66.90276
2013-12-17,72.610001,73.269997,72.25,72.599998,2438200,66.893544
2013-12-18,72.559998,74.120003,72.209999,73.980003,3960900,68.165079
2013-12-19,73.550003,74.389999,72.699997,72.919998,3505000,67.188391
2013-12-20,73.199997,74.529999,73.050003,74.029999,4906800,68.211145
2013-12-23,74.5,75.389999,74.279999,74.410004,2556800,68.561281
2013-12-24,74.739998,74.970001,74.290001,74.739998,1065000,68.865337
2013-12-26,75.0,75.290001,74.68,75.120003,1187000,69.215473
2013-12-27,75.139999,75.18,74.190002,74.75,1688800,68.874553
2013-12-30,75.010002,75.599998,74.690002,74.720001,2252200,68.846912
2013-12-31,75.269997,77.290001,75.18,77.129997,2993900,71.067479
2014-01-02,77.169998,77.32,76.360001,76.449997,2846700,70.440928
2014-01-03,76.360001,76.989998,76.150002,76.290001,1958200,70.293508
2014-01-06,76.510002,77.489998,76.400002,77.010002,2815600,70.956916
2014-01-07,77.07,77.830002,76.669998,77.019997,4005700,70.966125
2014-01-08,77.25,77.410004,76.150002,76.870003,4492200,70.827921
2014-01-09,77.010002,78.25,76.879997,78.129997,4187400,71.988878
2014-01-10,78.389999,79.0,77.239998,78.0,3019900,71.869099
2014-01-13,78.199997,78.199997,75.489998,75.809998,3046300,69.851233
2014-01-14,76.150002,76.709999,75.800003,76.489998,3359100,70.477785
2014-01-15,76.5,76.529999,74.75,75.540001,3697800,69.602459
2014-01-16,75.309998,75.730003,74.669998,75.389999,3231900,69.464247
2014-01-17,74.870003,76.620003,74.849998,76.019997,3901600,70.044726
2014-01-21,76.029999,77.400002,76.029999,76.900002,2792000,70.855561
2014-01-22,77.300003,77.599998,76.089996,77.099998,2748300,71.039838
2014-01-23,77.519997,78.099998,76.040001,77.199997,4105600,71.131977
2014-01-24,76.220001,76.349998,73.599998,74.440002,4712700,68.588921
2014-01-27,74.57,75.699997,73.779999,74.900002,3408300,69.012764
2014-01-28,73.919998,75.459999,73.919998,75.080002,2792000,69.178616
2014-01-29,74.029999,76.900002,70.809998,74.18,5942000,68.349356
2014-01-30,74.440002,74.970001,73.370003,73.559998,4595300,67.778086
2014-01-31,73.099998,74.580002,72.75,73.089996,5799800,67.345028
2014-02-03,73.120003,73.580002,71.139999,71.360001,5620300,65.751012
2014-02-04,71.510002,71.75,68.779999,71.139999,4647500,65.548303
2014-02-05,70.75,71.550003,69.110001,70.669998,6071000,65.115244
2014-02-06,71.300003,73.620003,70.889999,73.300003,5388900,67.538527
2014-02-07,73.699997,74.43,72.910004,74.279999,3310400,68.441494
2014-02-10,74.349998,74.690002,72.029999,72.269997,3743600,66.589481
2014-02-11,72.300003,74.260002,72.239998,74.089996,3711500,68.266426
2014-02-12,74.169998,74.599998,73.360001,73.639999,3045200,67.8518
2014-02-13,72.75,74.919998,72.629997,74.650002,3234400,69.148629
2014-02-14,74.470001,75.980003,74.260002,75.93,2408700,70.334298
2014-02-18,76.209999,76.989998,75.269997,75.379997,2813700,69.824828
2014-02-19,75.220001,76.949997,75.019997,75.269997,3700300,69.722934
2014-02-20,75.019997,75.760002,74.75,75.290001,3164800,69.741464
2014-02-21,75.080002,75.690002,74.809998,74.949997,3210500,69.426516
2014-02-24,75.010002,77.769997,75.010002,76.25,3631400,70.630715
2014-02-25,76.230003,78.309998,75.900002,77.529999,4201700,71.816384
2014-02-26,77.440002,77.93,76.449997,76.760002,3384100,71.103132
2014-02-27,76.480003,76.800003,74.330002,74.739998,5635900,69.231993
2014-02-28,74.779999,78.889999,74.379997,74.860001,4209000,69.343152
2014-03-03,74.650002,75.769997,74.370003,74.860001,2672200,69.343152
2014-03-04,75.550003,76.199997,74.900002,76.080002,2380300,70.473245
2014-03-05,75.800003,76.93,75.449997,76.809998,2815300,71.149443
2014-03-06,76.980003,78.790001,76.949997,78.139999,3699300,72.38143
2014-03-07,78.5,78.779999,77.349998,78.080002,2243500,72.325854
2014-03-10,78.0,79.199997,77.82,78.660004,2371900,72.863112
2014-03-11,78.629997,79.379997,78.010002,79.080002,3068100,73.252158
2014-03-12,79.089996,80.290001,79.059998,80.0,3437700,74.104357
2014-03-13,80.07,80.389999,77.720001,78.139999,3439100,72.38143
2014-03-14,78.029999,79.410004,78.0,78.690002,2751000,72.8909
2014-03-17,78.860001,79.720001,78.739998,79.349998,2640700,73.502257
2014-03-18,79.32,80.360001,78.910004,80.349998,3002000,74.428562
2014-03-19,80.239998,80.25,77.919998,78.43,2894800,72.650059
2014-03-20,78.07,78.959999,77.529999,78.5,3108200,72.7149
2014-03-21,80.120003,80.120003,77.82,77.949997,4624400,72.20543
2014-03-24,78.370003,78.699997,77.019997,77.419998,3287000,71.71449
2014-03-25,77.239998,78.739998,77.239998,78.199997,3040600,72.437006
2014-03-26,78.470001,78.800003,76.919998,77.209999,2657000,71.519966
2014-03-27,77.290001,77.669998,76.730003,76.860001,3430600,71.195761
2014-03-28,77.0,77.400002,76.510002,76.650002,3014100,71.001238
2014-03-31,77.300003,77.559998,76.870003,77.059998,3071500,71.381019
2014-04-01,77.220001,79.639999,76.93,79.580002,4031200,73.715311
2014-04-02,79.169998,79.5,77.889999,79.239998,3083000,73.400363
2014-04-03,79.669998,80.910004,79.669998,80.599998,3319400,74.660138
2014-04-04,81.010002,81.43,79.150002,79.57,3315400,73.706046
2014-04-07,79.099998,79.949997,77.879997,77.949997,3224400,72.20543
2014-04-08,78.059998,78.669998,77.010002,77.559998,3338900,71.844172
2014-04-09,78.029999,78.709999,77.230003,78.330002,2515700,72.55743
2014-04-10,78.269997,79.379997,76.669998,76.690002,3875400,71.038291
2014-04-11,76.629997,78.059998,76.18,76.75,5550200,71.093867
2014-04-14,77.110001,78.029999,76.639999,78.010002,2673900,72.261013
2014-04-15,77.760002,78.709999,76.739998,78.68,3647700,72.881635
2014-04-16,79.419998,81.150002,78.629997,81.110001,3800900,75.132555
2014-04-17,80.669998,81.349998,80.0,80.279999,4512100,74.363721
2014-04-21,80.360001,82.150002,80.190002,81.82,2938800,75.790231
2014-04-22,81.330002,82.470001,80.730003,81.980003,2987200,75.938443
2014-04-23,81.849998,82.949997,81.5,82.300003,2077200,76.23486
2014-04-24,82.599998,83.050003,81.760002,82.57,2592200,76.484959
2014-04-25,82.529999,83.099998,82.029999,82.589996,2544900,76.503482
2014-04-28,82.889999,84.400002,81.870003,84.050003,3864300,77.855893
2014-04-29,84.529999,84.849998,83.339996,83.75,2732500,77.577998
2014-04-30,83.910004,84.5,83.110001,83.220001,2860200,77.087058
2014-05-01,83.269997,84.669998,83.089996,84.050003,2602300,77.855893
2014-05-02,83.989998,84.550003,83.43,83.529999,2095700,77.37421
2014-05-05,83.139999,83.989998,82.650002,83.93,2101300,77.744734
2014-05-06,84.129997,85.419998,83.660004,84.260002,2669000,78.050416
2014-05-07,84.669998,85.25,83.470001,85.029999,2584100,78.763667
2014-05-08,84.209999,84.75,82.489998,82.919998,3057500,76.809164
2014-05-09,82.720001,83.190002,80.82,81.910004,3687700,75.873602
2014-05-12,82.639999,84.080002,82.559998,83.540001,3181100,77.383475
2014-05-13,83.779999,84.739998,83.470001,84.260002,2566700,78.050416
2014-05-14,84.059998,84.68,82.959999,83.559998,3143600,77.401998
2014-05-15,83.010002,83.010002,81.290001,82.010002,11581500,76.423529
2014-05-16,81.849998,82.370003,81.230003,81.860001,2305200,76.283746
2014-05-19,81.989998,83.099998,81.860001,82.730003,2907900,77.094485
2014-05-20,82.449997,83.239998,81.860001,81.970001,2316600,76.386253
2014-05-21,82.239998,82.620003,80.900002,81.589996,6323700,76.032134
2014-05-22,81.690002,82.860001,81.589996,82.379997,2433300,76.768321
2014-05-23,82.349998,82.709999,82.029999,82.029999,2540600,76.442164
2014-05-27,82.260002,82.410004,81.459999,82.18,3004300,76.581947
2014-05-28,82.050003,83.449997,82.040001,82.989998,3488700,77.336768
2014-05-29,83.239998,84.410004,82.82,84.32,2451600,78.576171
2014-05-30,84.360001,85.120003,84.169998,84.790001,4139400,79.014156
2014-06-02,84.989998,85.449997,84.410004,85.239998,2520000,79.4335
2014-06-03,84.889999,85.18,84.379997,84.540001,2335700,78.781186
2014-06-04,84.059998,84.660004,83.550003,83.699997,2449600,77.998403
2014-06-05,84.07,84.639999,83.419998,83.519997,3736300,77.830664
2014-06-06,83.949997,84.599998,83.550003,84.360001,2492800,78.613447
2014-06-09,84.18,84.510002,83.339996,83.730003,2308600,78.026365
2014-06-10,83.599998,83.900002,82.440002,82.830002,2394900,77.187671
2014-06-11,82.360001,83.160004,82.190002,82.889999,2355300,77.243582
2014-06-12,83.370003,83.709999,82.43,82.800003,2879000,77.159716
2014-06-13,82.800003,83.57,82.400002,83.489998,4330000,77.802709
2014-06-16,83.519997,83.650002,82.940002,83.440002,2279700,77.756119
2014-06-17,83.010002,84.099998,82.5,84.07,2965900,78.343201
2014-06-18,83.879997,84.550003,82.93,84.5,2617000,78.74391
2014-06-19,84.709999,85.540001,84.620003,85.260002,2950200,79.452141
2014-06-20,85.589996,86.279999,85.25,85.940002,7281900,80.08582
2014-06-23,86.25,86.82,85.919998,86.330002,2316700,80.449253
2014-06-24,86.019997,87.050003,84.669998,84.940002,2801900,79.15394
2014-06-25,80.949997,82.660004,79.160004,81.360001,10144700,75.817806
2014-06-26,81.919998,82.459999,81.089996,82.099998,5304200,76.507395
2014-06-27,81.68,82.07,81.019997,81.489998,5490200,75.938948
2014-06-30,81.059998,81.190002,80.050003,80.43,3392600,74.951156
2014-07-01,80.599998,80.830002,79.940002,80.599998,3127100,75.109574
2014-07-02,80.639999,81.510002,80.599998,81.0,2437000,75.482328
2014-07-03,81.199997,81.949997,81.0,81.5,1712300,75.948268
2014-07-07,81.330002,81.440002,79.940002,80.5,2226500,75.016388
2014-07-08,80.309998,80.529999,79.029999,79.279999,3010600,73.879492
2014-07-09,79.660004,80.190002,78.529999,79.809998,3278400,74.373388
2014-07-10,78.720001,80.089996,78.690002,79.730003,2722600,74.298843
2014-07-11,79.550003,80.550003,79.510002,80.290001,2235200,74.820694
2014-07-14,80.879997,80.900002,79.629997,79.949997,8384700,74.503851
2014-07-15,79.739998,81.5,79.419998,81.120003,8653600,75.594156
2014-07-16,81.209999,81.870003,80.410004,80.839996,2888000,75.333224
2014-07-17,80.400002,80.980003,79.400002,79.540001,2370200,74.121783
2014-07-18,79.910004,81.040001,79.449997,80.860001,3127200,75.351865
2014-07-21,80.400002,80.800003,80.0,80.160004,2102800,74.699552
2014-07-22,80.739998,81.150002,80.239998,80.5,2733900,75.016388
2014-07-23,80.550003,81.730003,80.449997,81.269997,2118400,75.733933
2014-07-24,81.730003,82.830002,81.300003,82.099998,3517400,76.507395
2014-07-25,82.139999,82.870003,81.830002,82.650002,2064000,77.019932
2014-07-28,83.0,83.0,81.660004,82.610001,2359500,76.982656
2014-07-29,82.919998,83.25,82.470001,82.470001,3163300,76.852194
2014-07-30,82.190002,83.410004,81.309998,81.720001,2664700,76.153283
2014-07-31,81.139999,82.510002,80.559998,81.110001,3120000,75.584835
2014-08-01,80.620003,81.010002,79.25,80.540001,4488000,75.053664
2014-08-04,80.809998,82.040001,80.239998,81.879997,2934400,76.30238
2014-08-05,81.440002,81.650002,80.580002,81.010002,2735500,75.491649
2014-08-06,80.75,82.900002,80.75,82.279999,2730200,76.675134
2014-08-07,82.5,83.029999,81.169998,81.519997,2532100,75.966903
2014-08-08,82.0,83.169998,81.309998,83.050003,2290400,77.392686
2014-08-11,83.510002,83.849998,82.300003,82.389999,2293700,76.777642
2014-08-12,82.580002,82.93,82.139999,82.559998,2113300,76.93606
2014-08-13,82.559998,82.879997,81.970001,82.779999,2411200,77.611099
2014-08-14,82.949997,83.910004,82.550003,83.690002,2849900,78.464281
2014-08-15,83.849998,84.370003,83.5,83.790001,4763500,78.558035
2014-08-18,84.269997,86.080002,84.269997,85.610001,3347700,80.264392
2014-08-19,85.610001,86.400002,85.339996,86.089996,2676900,80.714416
2014-08-20,85.989998,86.790001,85.650002,86.599998,2128300,81.192573
2014-08-21,86.699997,86.720001,86.010002,86.239998,1767600,80.855051
2014-08-22,86.050003,86.279999,85.470001,86.089996,1633900,80.714416
2014-08-25,86.379997,87.099998,86.120003,86.900002,1903500,81.473843
2014-08-26,86.870003,87.099998,86.260002,86.669998,1869300,81.258201
2014-08-27,86.699997,87.0,86.029999,86.440002,1824500,81.042567
2014-08-28,86.029999,86.919998,85.82,86.610001,1188200,81.20195
2014-08-29,86.580002,87.150002,86.449997,87.019997,2150300,81.586345
2014-09-02,86.910004,87.199997,86.019997,86.949997,2376000,81.520717
2014-09-03,87.199997,87.980003,86.800003,87.239998,2881000,81.79261
2014-09-04,87.220001,87.870003,86.540001,86.879997,3332000,81.455088
2014-09-05,86.940002,87.660004,86.059998,87.510002,2236800,82.045754
2014-09-08,87.449997,87.599998,87.019997,87.059998,2060200,81.623849
2014-09-09,87.0,87.540001,85.949997,86.470001,2486700,81.070693
2014-09-10,86.129997,86.410004,83.900002,85.139999,4590100,79.823738
2014-09-11,84.580002,85.110001,83.57,84.010002,3313500,78.764299
2014-09-12,83.879997,84.239998,82.550003,83.019997,2782700,77.836111
2014-09-15,83.040001,84.019997,82.690002,83.900002,2412600,78.661167
2014-09-16,83.779999,86.68,83.5,85.779999,5220300,80.423775
2014-09-17,85.940002,86.379997,85.290001,85.690002,4135200,80.339398
2014-09-18,85.709999,86.389999,85.370003,85.889999,3497400,80.526907
2014-09-19,86.040001,86.379997,85.580002,85.75,3614200,80.395649
2014-09-22,85.5,85.529999,83.690002,83.839996,2576400,78.604909
2014-09-23,83.849998,84.849998,83.139999,83.260002,2168700,78.06113
2014-09-24,82.949997,83.339996,81.610001,82.690002,2514100,77.526722
2014-09-25,82.830002,82.830002,81.739998,81.739998,2420500,76.636037
2014-09-26,81.599998,82.519997,81.599998,82.230003,3274500,77.095446
2014-09-29,81.370003,82.300003,81.080002,81.769997,2073500,76.664163
2014-09-30,81.5,81.879997,80.68,81.309998,5197200,76.232887
2014-10-01,81.309998,82.0,79.559998,79.629997,4192300,74.657788
2014-10-02,79.18,79.389999,75.940002,77.760002,8948800,72.904558
2014-10-03,78.230003,78.279999,77.040001,77.639999,4846200,72.792048
2014-10-06,77.699997,78.120003,76.699997,77.349998,2580100,72.520156
2014-10-07,77.589996,78.800003,77.150002,77.349998,3654200,72.520156
2014-10-08,77.830002,79.209999,76.519997,79.160004,4384500,74.217142
2014-10-09,78.970001,79.370003,76.559998,76.610001,3570400,71.826364
2014-10-10,76.75,77.730003,74.809998,76.32,4702000,71.554471
2014-10-13,75.980003,77.139999,72.849998,73.050003,5176000,68.488658
2014-10-14,73.519997,74.160004,70.110001,70.589996,9368900,66.182258
2014-10-15,69.82,70.860001,66.239998,67.889999,11400000,63.650852
2014-10-16,67.459999,70.519997,66.120003,69.709999,8930400,65.357209
2014-10-17,70.690002,73.150002,70.190002,72.209999,8218500,67.701105
2014-10-20,71.760002,72.900002,71.660004,72.349998,3495500,67.832363
2014-10-21,74.349998,77.080002,72.93,76.809998,6745200,72.013873
2014-10-22,76.75,77.550003,75.349998,75.389999,5186800,70.682542
2014-10-23,76.419998,77.07,75.959999,76.120003,3218500,71.366963
2014-10-24,76.150002,76.57,74.849998,76.489998,2924800,71.713855
2014-10-27,75.650002,76.110001,74.529999,75.480003,4295500,70.766926
2014-10-28,75.849998,77.720001,75.169998,77.529999,7580200,72.688916
2014-10-29,78.559998,78.970001,75.610001,76.389999,4319500,71.6201
2014-10-30,76.349998,77.57,75.629997,77.400002,3747000,72.567036
2014-10-31,77.699997,78.760002,76.650002,78.5,3848500,73.598349
2014-11-03,78.459999,78.849998,76.379997,76.68,5523700,71.891993
2014-11-04,76.019997,76.440002,73.480003,74.489998,6013000,69.838737
2014-11-05,74.900002,76.370003,73.68,74.739998,5429500,70.073127
2014-11-06,75.18,75.639999,74.32,75.419998,4054400,70.710667
2014-11-07,75.300003,75.589996,74.279999,74.699997,5464000,70.035624
2014-11-10,75.0,75.599998,74.379997,74.5,3332200,69.848115
2014-11-11,74.889999,75.150002,73.230003,73.639999,3976000,69.041814
2014-11-12,72.970001,74.209999,72.849998,73.040001,3703800,68.947419
2014-11-13,72.629997,72.720001,70.220001,70.830002,5418400,66.861251
2014-11-14,70.940002,71.839996,70.800003,71.779999,7638900,67.758017
2014-11-17,71.790001,73.120003,71.790001,72.779999,4327600,68.701985
2014-11-18,73.150002,74.540001,72.82,73.959999,4730000,69.815868
2014-11-19,74.139999,76.080002,73.790001,75.769997,4721100,71.524448
2014-11-20,75.519997,77.989998,75.5,77.830002,4789900,73.469026
2014-11-21,79.010002,80.32,78.220001,79.419998,5331200,74.969932
2014-11-24,79.129997,79.900002,79.059998,79.419998,2976700,74.969932
2014-11-25,79.760002,80.169998,79.019997,79.540001,3458700,75.083211
2014-11-26,79.57,79.650002,78.699997,79.279999,4383900,74.837777
2014-11-28,78.410004,78.599998,72.760002,73.019997,5301900,68.928536
2014-12-01,73.0,73.730003,71.07,71.860001,7524300,67.833537
2014-12-02,71.75,74.290001,71.75,73.760002,5166700,69.627077
2014-12-03,73.809998,75.260002,73.790001,74.830002,3270600,70.637123
2014-12-04,74.330002,75.239998,73.620003,74.970001,3904000,70.769277
2014-12-05,74.82,75.190002,72.919998,73.019997,4252400,68.928536
2014-12-08,72.230003,72.629997,68.709999,68.93,6709000,65.06771
2014-12-09,68.559998,69.129997,67.559998,68.809998,5270200,64.954432
2014-12-10,67.629997,68.349998,66.419998,67.110001,5589700,63.349689
2014-12-11,67.110001,68.120003,66.620003,66.82,4743700,63.075937
2014-12-12,66.300003,67.120003,65.309998,65.68,4427800,61.999814
2014-12-15,66.650002,67.419998,64.870003,65.089996,9156000,61.44287
2014-12-16,64.599998,68.629997,64.019997,67.040001,6209400,63.283611
2014-12-17,66.779999,69.150002,66.620003,68.360001,4530100,64.529649
2014-12-18,69.900002,70.300003,66.830002,69.029999,5258500,65.162106
2014-12-19,69.599998,71.889999,69.080002,71.809998,6677000,67.786335
2014-12-22,71.059998,71.650002,70.300003,71.230003,3540100,67.238839
2014-12-23,71.489998,72.730003,71.300003,72.559998,3717500,68.494311
2014-12-24,72.099998,72.589996,71.309998,72.099998,2090100,68.060087
2014-12-26,72.339996,73.339996,72.099998,72.650002,1842900,68.579272
2014-12-29,73.010002,73.370003,72.099998,72.82,2980000,68.739745
2014-12-30,72.800003,73.610001,72.190002,72.919998,3144000,68.83414
2014-12-31,72.699997,73.029999,71.660004,71.699997,2565400,67.682498
2015-01-02,71.610001,72.449997,70.949997,72.290001,2545200,68.239443
2015-01-05,71.239998,71.589996,67.139999,67.919998,5886000,64.114301
2015-01-06,67.660004,68.760002,66.019997,66.019997,5793500,62.32076
2015-01-07,66.769997,67.889999,65.900002,66.309998,5556700,62.594512
2015-01-08,67.099998,68.900002,66.599998,68.889999,5432700,65.029951
2015-01-09,68.309998,68.5,66.699997,67.309998,4438000,63.53848
2015-01-12,66.480003,66.519997,63.830002,64.239998,5232300,60.640498
2015-01-13,64.309998,64.790001,61.369999,61.5,8886400,58.054028
2015-01-14,60.639999,60.98,57.330002,59.419998,11558500,56.090573
2015-01-15,60.240002,60.5,58.68,59.09,5531100,55.779066
2015-01-16,59.0,61.080002,59.0,60.830002,4978600,57.421571
2015-01-20,61.790001,63.709999,61.09,63.619999,7995200,60.055239
2015-01-21,64.269997,66.620003,63.700001,66.25,7109000,62.537876
2015-01-22,66.839996,67.589996,65.970001,67.309998,5501500,63.53848
2015-01-23,67.470001,69.190002,66.970001,68.519997,4667600,64.68068
2015-01-26,68.639999,69.040001,67.610001,68.400002,4149700,64.567408
2015-01-27,67.699997,69.779999,67.519997,69.599998,4407900,65.700167
2015-01-28,69.800003,70.059998,68.32,68.370003,6039300,64.539091
2015-01-29,69.949997,70.690002,68.650002,70.480003,5810100,66.530863
2015-01-30,69.730003,71.269997,68.839996,70.32,5793200,66.379825
2015-02-02,71.309998,72.800003,70.07,72.800003,4818900,68.720869
2015-02-03,73.720001,74.940002,73.330002,74.879997,6683000,70.684317
2015-02-04,73.830002,75.129997,72.769997,74.419998,5353000,70.250092
2015-02-05,75.300003,75.889999,74.330002,75.209999,3014400,70.995828
2015-02-06,75.32,76.620003,75.099998,76.099998,3592200,71.835959
2015-02-09,76.269997,76.620003,75.690002,75.93,2783100,71.675486
2015-02-10,75.199997,75.860001,73.839996,75.669998,3340600,71.430052
2015-02-11,74.93,75.010002,73.339996,74.190002,4125600,70.032984
2015-02-12,74.730003,75.32,74.080002,75.110001,2812700,71.382512
2015-02-13,75.760002,76.650002,75.32,76.620003,3479200,72.817577
2015-02-17,76.379997,77.279999,75.870003,76.900002,3523800,73.08368
2015-02-18,76.010002,76.610001,75.480003,75.949997,3997800,72.180821
2015-02-19,75.470001,77.879997,74.940002,77.43,4599000,73.587377
2015-02-20,77.519997,78.169998,76.269997,77.339996,4566600,73.501839
2015-02-23,76.75,79.459999,76.75,79.330002,3785500,75.393087
2015-02-24,79.709999,80.07,78.330002,80.0,4442900,76.029835
2015-02-25,79.879997,80.589996,78.910004,79.089996,2959700,75.164992
2015-02-26,78.989998,80.18,78.379997,80.059998,4279900,76.086855
2015-02-27,80.099998,80.440002,78.440002,78.459999,4296600,74.56626
2015-03-02,78.459999,78.459999,76.169998,77.0,5976200,73.178716
2015-03-03,77.529999,78.379997,77.480003,78.089996,3361500,74.214619
2015-03-04,77.699997,78.080002,77.080002,77.959999,2199900,74.091073
2015-03-05,78.199997,78.349998,76.860001,76.879997,2721700,73.064669
2015-03-06,76.160004,77.300003,75.139999,75.360001,3681700,71.620105
2015-03-09,75.440002,77.470001,75.440002,76.290001,3630500,72.503952
2015-03-10,75.839996,75.839996,74.019997,74.029999,3496400,70.356107
2015-03-11,74.279999,75.0,74.160004,74.550003,2422400,70.850305
2015-03-12,75.099998,75.910004,74.010002,74.160004,2960800,70.47966
2015-03-13,74.139999,74.760002,73.540001,74.639999,2848900,70.935835
2015-03-16,74.32,76.32,74.059998,76.290001,2471600,72.503952
2015-03-17,75.589996,76.290001,74.739998,75.949997,2634300,72.180821
2015-03-18,75.639999,78.589996,75.349998,78.120003,4731200,74.243136
2015-03-19,77.220001,77.870003,76.690002,77.510002,2647400,73.663408
2015-03-20,77.699997,78.879997,77.0,78.860001,5172300,74.94641
2015-03-23,79.0,79.489998,78.519997,78.529999,2747400,74.632785
2015-03-24,78.379997,78.529999,77.379997,77.629997,2198400,73.777448
2015-03-25,78.589996,80.080002,78.330002,79.0,4135100,75.079462
2015-03-26,79.699997,79.93,78.400002,78.440002,2035800,74.547255
2015-03-27,78.610001,78.839996,77.32,77.610001,1979000,73.758444
2015-03-30,78.260002,80.040001,78.150002,79.559998,3035700,75.611668
2015-03-31,78.449997,79.389999,78.400002,78.599998,2715700,74.699311
2015-04-01,79.07,80.300003,78.940002,79.940002,3257500,75.972815
2015-04-02,79.279999,80.07,77.940002,78.169998,4424700,74.290651
2015-04-06,78.489998,79.330002,77.82,78.550003,3260600,74.651797
2015-04-07,78.639999,78.849998,77.699997,77.769997,2776100,73.9105
2015-04-08,78.059998,78.800003,77.169998,77.410004,2352500,73.568372
2015-04-09,77.279999,77.910004,76.800003,77.809998,3572700,73.948516
2015-04-10,78.0,78.540001,77.559998,78.339996,2306300,74.452212
2015-04-13,78.449997,78.480003,76.43,76.93,3996800,73.11219
2015-04-14,77.580002,78.239998,77.279999,77.830002,3443900,73.967527
2015-04-15,77.949997,79.18,77.900002,78.940002,2989800,75.022442
2015-04-16,78.82,79.470001,78.129997,79.239998,2545700,75.307549
2015-04-17,78.669998,78.779999,77.75,78.010002,2411000,74.138595
2015-04-20,78.260002,79.660004,78.120003,79.300003,2620100,75.364577
2015-04-21,79.300003,79.639999,78.699997,79.5,2458100,75.554648
2015-04-22,79.919998,81.07,79.339996,80.919998,2822400,76.904176
2015-04-23,81.139999,81.720001,80.839996,81.230003,2919000,77.198797
2015-04-24,81.379997,81.839996,80.900002,81.589996,2067000,77.540924
2015-04-27,81.870003,81.93,81.010002,81.07,2040000,77.046733
2015-04-28,81.230003,81.989998,81.050003,81.610001,2265000,77.559936
2015-04-29,81.43,81.940002,80.889999,81.0,2855600,76.980208
2015-04-30,80.900002,81.169998,78.900002,79.309998,4829400,75.374075
2015-05-01,79.410004,81.660004,79.139999,81.610001,3061900,77.559936
2015-05-04,82.0,82.190002,80.739998,80.839996,2833700,76.828145
2015-05-05,81.099998,81.400002,80.349998,80.440002,2279300,76.448001
2015-05-06,80.550003,80.699997,79.610001,79.82,3398700,75.858767
2015-05-07,79.800003,80.120003,78.910004,79.940002,4047600,75.972815
2015-05-08,80.400002,81.82,79.440002,81.629997,3008900,77.57894
2015-05-11,81.980003,81.980003,80.260002,80.540001,2406400,76.543037
2015-05-12,80.279999,80.800003,79.650002,80.5,2245800,76.505021
2015-05-13,80.949997,81.18,80.110001,80.769997,2343100,76.761619
2015-05-14,80.410004,81.68,80.400002,81.629997,2658400,78.12057
2015-05-15,81.540001,81.540001,80.860001,81.050003,2046500,77.565511
2015-05-18,81.110001,81.559998,80.519997,81.330002,2015000,77.833472
2015-05-19,80.900002,81.099998,80.230003,80.699997,2549200,77.230553
2015-05-20,80.739998,81.220001,80.139999,80.519997,2551000,77.058291
2015-05-21,80.690002,81.379997,80.269997,81.0,2289400,77.517658
2015-05-22,80.620003,81.080002,80.510002,80.970001,1735000,77.488949
2015-05-26,80.169998,80.379997,78.870003,79.360001,3202900,75.948165
2015-05-27,79.82,80.379997,78.870003,79.190002,3368500,75.785476
2015-05-28,78.940002,79.669998,77.980003,79.559998,3302200,76.139564
2015-05-29,79.559998,80.540001,78.900002,79.120003,3734300,75.718485
2015-06-01,79.550003,80.25,79.199997,79.349998,3007400,75.938593
2015-06-02,79.379997,79.5,78.470001,79.099998,3281600,75.699341
